Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,488003,216920,HavenPICK,bo3,1.94,348,20,8,8,93%,228,41%,4,1,2.5
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,488003,216920,HavenPICK,bo3,1.89,326,17,7,5,87%,238,28%,2,0,2.43
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,488003,216920,HavenPICK,bo3,0.99,210,12,11,6,80%,130,29%,1,1,1.09
zander,100T,https://www.vlr.gg/player/8082/zander,Americas,488003,216920,HavenPICK,bo3,0.96,158,9,8,7,80%,94,32%,0,2,1.12
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,488003,216920,HavenPICK,bo3,0.58,135,7,10,2,67%,100,24%,3,1,0.7
heat,FUR,https://www.vlr.gg/player/8673/heat,Americas,488003,216920,HavenPICK,bo3,1.36,237,13,11,3,67%,158,50%,2,1,1.18
tuyz,FUR,https://www.vlr.gg/player/2408/tuyz,Americas,488003,216920,HavenPICK,bo3,0.96,181,10,12,3,67%,115,38%,0,1,0.83
Loss,FUR,https://www.vlr.gg/player/37105/loss,Americas,488003,216920,HavenPICK,bo3,0.80,236,12,14,1,60%,149,52%,3,5,0.86
woddy,FUR,https://www.vlr.gg/player/3450/woddy,Americas,488003,216920,HavenPICK,bo3,0.37,123,6,14,3,53%,84,28%,0,0,0.43
Urango,FUR,https://www.vlr.gg/player/6238/urango,Americas,488003,216920,HavenPICK,bo3,0.21,102,3,14,4,40%,76,20%,0,3,0.21
zander,100T,https://www.vlr.gg/player/8082/zander,Americas,488003,216921,IceboxPICK,bo3,1.38,269,18,11,5,75%,170,47%,5,1,1.64
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,488003,216921,IceboxPICK,bo3,1.23,198,15,9,5,85%,136,26%,0,2,1.67
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,488003,216921,IceboxPICK,bo3,1.13,179,13,9,3,75%,112,22%,3,3,1.44
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,488003,216921,IceboxPICK,bo3,1.07,175,13,9,2,80%,109,43%,1,0,1.44
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,488003,216921,IceboxPICK,bo3,0.75,174,12,13,2,70%,123,19%,1,4,0.92
heat,FUR,https://www.vlr.gg/player/8673/heat,Americas,488003,216921,IceboxPICK,bo3,1.69,277,19,11,1,70%,174,51%,2,1,1.73
woddy,FUR,https://www.vlr.gg/player/3450/woddy,Americas,488003,216921,IceboxPICK,bo3,0.73,111,6,12,3,65%,94,21%,0,0,0.5
Loss,FUR,https://www.vlr.gg/player/37105/loss,Americas,488003,216921,IceboxPICK,bo3,0.70,189,13,17,1,55%,126,38%,7,8,0.76
tuyz,FUR,https://www.vlr.gg/player/2408/tuyz,Americas,488003,216921,IceboxPICK,bo3,0.54,88,6,14,2,45%,63,29%,1,0,0.43
Urango,FUR,https://www.vlr.gg/player/6238/urango,Americas,488003,216921,IceboxPICK,bo3,0.36,96,7,17,1,55%,70,24%,0,1,0.41
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,488004,216923,PearlPICK,bo3,1.18,246,26,21,10,79%,168,31%,3,1,1.24
Sato,LEV,https://www.vlr.gg/player/21659/sato,Americas,488004,216923,PearlPICK,bo3,1.10,256,26,24,6,82%,147,28%,7,3,1.08
Okeanos,LEV,https://www.vlr.gg/player/8373/okeanos,Americas,488004,216923,PearlPICK,bo3,0.96,232,22,22,5,75%,163,38%,3,4,1.0
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,488004,216923,PearlPICK,bo3,0.68,137,13,20,10,64%,95,30%,1,2,0.65
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,488004,216923,PearlPICK,bo3,0.61,128,11,20,5,54%,97,35%,0,4,0.55
skuba,NRG,https://www.vlr.gg/player/11118/skuba,Americas,488004,216923,PearlPICK,bo3,1.47,285,31,15,8,75%,171,36%,1,2,2.07
mada,NRG,https://www.vlr.gg/player/5132/mada,Americas,488004,216923,PearlPICK,bo3,1.17,265,26,22,5,82%,159,35%,10,5,1.18
s0m,NRG,https://www.vlr.gg/player/4164/s0m,Americas,488004,216923,PearlPICK,bo3,0.98,195,18,20,8,68%,133,25%,3,4,0.9
brawk,NRG,https://www.vlr.gg/player/2172/brawk,Americas,488004,216923,PearlPICK,bo3,0.90,159,16,20,14,79%,105,14%,0,1,0.8
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,488004,216923,PearlPICK,bo3,0.89,176,16,21,23,75%,105,22%,0,2,0.76
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,488004,216924,IceboxPICK,bo3,1.20,253,18,15,4,71%,167,31%,3,2,1.2
Okeanos,LEV,https://www.vlr.gg/player/8373/okeanos,Americas,488004,216924,IceboxPICK,bo3,0.97,182,15,17,7,81%,117,35%,1,1,0.88
Sato,LEV,https://www.vlr.gg/player/21659/sato,Americas,488004,216924,IceboxPICK,bo3,0.81,161,14,16,2,52%,108,28%,3,3,0.88
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,488004,216924,IceboxPICK,bo3,0.81,180,12,17,5,67%,126,33%,2,3,0.71
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,488004,216924,IceboxPICK,bo3,0.75,180,12,17,7,81%,126,25%,2,1,0.71
s0m,NRG,https://www.vlr.gg/player/4164/s0m,Americas,488004,216924,IceboxPICK,bo3,1.60,306,24,13,3,86%,208,24%,1,2,1.85
brawk,NRG,https://www.vlr.gg/player/2172/brawk,Americas,488004,216924,IceboxPICK,bo3,1.22,206,17,12,2,76%,148,21%,0,1,1.42
skuba,NRG,https://www.vlr.gg/player/11118/skuba,Americas,488004,216924,IceboxPICK,bo3,0.90,184,12,15,9,90%,114,28%,3,1,0.8
mada,NRG,https://www.vlr.gg/player/5132/mada,Americas,488004,216924,IceboxPICK,bo3,0.83,215,15,16,4,67%,143,25%,6,6,0.94
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,488004,216924,IceboxPICK,bo3,0.74,156,14,15,3,67%,81,32%,0,1,0.93
mitch,C9,https://www.vlr.gg/player/612/mitch,Americas,488005,216926,LotusPICK,bo3,1.55,225,14,8,16,94%,137,24%,0,0,1.75
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,488005,216926,LotusPICK,bo3,1.39,298,20,12,4,83%,189,42%,4,4,1.67
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,488005,216926,LotusPICK,bo3,1.28,206,13,10,10,83%,144,23%,1,1,1.3
neT,C9,https://www.vlr.gg/player/6582/net,Americas,488005,216926,LotusPICK,bo3,1.14,244,14,11,9,78%,150,41%,5,1,1.27
v1c,C9,https://www.vlr.gg/player/17433/v1c,Americas,488005,216926,LotusPICK,bo3,0.97,144,11,10,8,78%,83,21%,1,1,1.1
gobera,2G,https://www.vlr.gg/player/14950/gobera,Americas,488005,216926,LotusPICK,bo3,1.01,252,15,16,4,83%,166,18%,5,3,0.94
lz,2G,https://www.vlr.gg/player/6195/lz,Americas,488005,216926,LotusPICK,bo3,1.00,213,14,13,4,67%,125,34%,1,3,1.08
jayp,2G,https://www.vlr.gg/player/5300/jayp,Americas,488005,216926,LotusPICK,bo3,0.88,154,11,12,1,61%,116,21%,0,3,0.92
pryze,2G,https://www.vlr.gg/player/662/pryze,Americas,488005,216926,LotusPICK,bo3,0.50,102,6,15,7,56%,63,19%,1,0,0.4
silentzz,2G,https://www.vlr.gg/player/11921/silentzz,Americas,488005,216926,LotusPICK,bo3,0.38,104,5,16,4,50%,75,27%,0,2,0.31
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,488005,216927,HavenPICK,bo3,1.33,309,27,19,4,73%,195,28%,11,4,1.42
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,488005,216927,HavenPICK,bo3,1.24,188,20,14,5,69%,129,33%,0,0,1.43
v1c,C9,https://www.vlr.gg/player/17433/v1c,Americas,488005,216927,HavenPICK,bo3,1.03,178,14,16,16,77%,118,29%,2,3,0.88
neT,C9,https://www.vlr.gg/player/6582/net,Americas,488005,216927,HavenPICK,bo3,1.03,183,18,16,2,69%,117,44%,3,1,1.12
mitch,C9,https://www.vlr.gg/player/612/mitch,Americas,488005,216927,HavenPICK,bo3,0.83,141,11,18,15,85%,98,16%,1,1,0.61
silentzz,2G,https://www.vlr.gg/player/11921/silentzz,Americas,488005,216927,HavenPICK,bo3,1.43,322,29,19,2,77%,207,40%,3,1,1.53
pryze,2G,https://www.vlr.gg/player/662/pryze,Americas,488005,216927,HavenPICK,bo3,0.91,158,17,17,3,65%,111,37%,0,2,1.0
gobera,2G,https://www.vlr.gg/player/14950/gobera,Americas,488005,216927,HavenPICK,bo3,0.85,193,17,19,4,62%,137,25%,2,7,0.89
lz,2G,https://www.vlr.gg/player/6195/lz,Americas,488005,216927,HavenPICK,bo3,0.69,144,13,18,9,73%,96,46%,4,4,0.72
jayp,2G,https://www.vlr.gg/player/5300/jayp,Americas,488005,216927,HavenPICK,bo3,0.63,91,7,17,6,65%,66,45%,0,3,0.41
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,488007,216932,HavenPICK,bo3,1.13,242,17,17,5,65%,153,26%,2,0,1.0
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,488007,216932,HavenPICK,bo3,1.12,227,15,16,7,70%,172,28%,3,2,0.94
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,488007,216932,HavenPICK,bo3,0.88,169,12,15,2,65%,125,36%,1,1,0.8
zander,100T,https://www.vlr.gg/player/8082/zander,Americas,488007,216932,HavenPICK,bo3,0.85,187,12,17,12,70%,116,27%,2,2,0.71
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,488007,216932,HavenPICK,bo3,0.36,128,9,19,6,55%,76,16%,2,5,0.47
brawk,NRG,https://www.vlr.gg/player/2172/brawk,Americas,488007,216932,HavenPICK,bo3,1.73,325,25,12,4,80%,223,36%,2,0,2.08
skuba,NRG,https://www.vlr.gg/player/11118/skuba,Americas,488007,216932,HavenPICK,bo3,1.63,223,18,8,8,80%,137,21%,2,1,2.25
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,488007,216932,HavenPICK,bo3,1.12,207,15,13,8,80%,158,22%,1,0,1.15
s0m,NRG,https://www.vlr.gg/player/4164/s0m,Americas,488007,216932,HavenPICK,bo3,1.05,219,14,16,15,100%,142,23%,3,1,0.88
mada,NRG,https://www.vlr.gg/player/5132/mada,Americas,488007,216932,HavenPICK,bo3,0.51,161,12,16,6,65%,124,31%,2,8,0.75
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,488007,216933,AscentPICK,bo3,1.62,298,25,12,2,82%,177,31%,7,5,2.08
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,488007,216933,AscentPICK,bo3,1.57,275,24,12,4,73%,183,43%,1,2,2.0
zander,100T,https://www.vlr.gg/player/8082/zander,Americas,488007,216933,AscentPICK,bo3,0.97,125,10,12,12,77%,77,32%,0,2,0.83
