Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD
Rossy,ENVY,https://www.vlr.gg/player/1129/rossy,Americas,596399,244778,AbyssPICK,bo1,1.04,204,17,14,5,1.21,73%,124,27%,2,0
Inspire,ENVY,https://www.vlr.gg/player/53/inspire,Americas,596399,244778,AbyssPICK,bo1,1.03,232,17,17,1,1.0,64%,148,25%,3,2
keznit,ENVY,https://www.vlr.gg/player/2462/keznit,Americas,596399,244778,AbyssPICK,bo1,0.94,173,12,15,4,0.8,77%,111,37%,3,3
Eggsterr,ENVY,https://www.vlr.gg/player/35302/eggsterr,Americas,596399,244778,AbyssPICK,bo1,0.82,185,15,16,1,0.94,64%,112,27%,2,3
P0PPIN,ENVY,https://www.vlr.gg/player/21778/p0ppin,Americas,596399,244778,AbyssPICK,bo1,0.30,72,5,17,3,0.29,59%,59,18%,1,3
dgzin,EG,https://www.vlr.gg/player/8873/dgzin,Americas,596399,244778,AbyssPICK,bo1,1.54,261,22,11,1,2.0,73%,163,20%,4,3
bao,EG,https://www.vlr.gg/player/34400/bao,Americas,596399,244778,AbyssPICK,bo1,1.42,267,20,13,7,1.54,68%,176,37%,4,4
Okeanos,EG,https://www.vlr.gg/player/8373/okeanos,Americas,596399,244778,AbyssPICK,bo1,1.03,178,15,15,12,1.0,77%,114,39%,0,1
C0M,EG,https://www.vlr.gg/player/619/c0m,Americas,596399,244778,AbyssPICK,bo1,0.99,177,14,14,7,1.0,77%,133,24%,2,3
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,596399,244778,AbyssPICK,bo1,0.70,116,8,14,8,0.57,73%,76,38%,1,0
Rossy,ENVY,https://www.vlr.gg/player/1129/rossy,Americas,596399,244779,CorrodePICK,bo1,1.35,228,19,15,11,1.27,78%,142,28%,0,0
Eggsterr,ENVY,https://www.vlr.gg/player/35302/eggsterr,Americas,596399,244779,CorrodePICK,bo1,1.16,204,20,14,3,1.43,74%,125,27%,4,1
Inspire,ENVY,https://www.vlr.gg/player/53/inspire,Americas,596399,244779,CorrodePICK,bo1,0.98,191,15,15,4,1.0,57%,130,38%,1,4
P0PPIN,ENVY,https://www.vlr.gg/player/21778/p0ppin,Americas,596399,244779,CorrodePICK,bo1,0.88,175,14,16,7,0.88,78%,109,31%,2,2
keznit,ENVY,https://www.vlr.gg/player/2462/keznit,Americas,596399,244779,CorrodePICK,bo1,0.79,179,14,18,4,0.78,70%,119,33%,3,6
Okeanos,EG,https://www.vlr.gg/player/8373/okeanos,Americas,596399,244779,CorrodePICK,bo1,1.24,282,24,16,2,1.5,74%,200,35%,5,4
dgzin,EG,https://www.vlr.gg/player/8873/dgzin,Americas,596399,244779,CorrodePICK,bo1,0.94,225,18,19,5,0.95,74%,152,43%,5,2
C0M,EG,https://www.vlr.gg/player/619/c0m,Americas,596399,244779,CorrodePICK,bo1,0.93,160,15,15,4,1.0,74%,97,16%,0,2
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,596399,244779,CorrodePICK,bo1,0.91,188,14,15,11,0.93,74%,129,22%,3,1
bao,EG,https://www.vlr.gg/player/34400/bao,Americas,596399,244779,CorrodePICK,bo1,0.58,98,7,17,8,0.41,65%,59,35%,0,1
Eggsterr,ENVY,https://www.vlr.gg/player/35302/eggsterr,Americas,596399,244780,Bind,bo1,1.63,330,28,13,5,2.15,82%,196,31%,2,1
Inspire,ENVY,https://www.vlr.gg/player/53/inspire,Americas,596399,244780,Bind,bo1,1.30,248,21,13,6,1.62,86%,149,37%,4,3
keznit,ENVY,https://www.vlr.gg/player/2462/keznit,Americas,596399,244780,Bind,bo1,1.15,203,17,12,6,1.42,86%,143,36%,2,2
Rossy,ENVY,https://www.vlr.gg/player/1129/rossy,Americas,596399,244780,Bind,bo1,0.87,186,13,15,7,0.87,77%,133,31%,3,1
P0PPIN,ENVY,https://www.vlr.gg/player/21778/p0ppin,Americas,596399,244780,Bind,bo1,0.67,116,8,13,8,0.62,73%,69,14%,2,2
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,596399,244780,Bind,bo1,1.33,226,17,14,2,1.21,73%,156,42%,4,1
bao,EG,https://www.vlr.gg/player/34400/bao,Americas,596399,244780,Bind,bo1,0.92,203,13,18,9,0.72,64%,138,20%,1,4
C0M,EG,https://www.vlr.gg/player/619/c0m,Americas,596399,244780,Bind,bo1,0.78,151,11,19,11,0.58,64%,98,23%,1,1
Okeanos,EG,https://www.vlr.gg/player/8373/okeanos,Americas,596399,244780,Bind,bo1,0.76,187,15,19,3,0.79,50%,123,22%,2,4
dgzin,EG,https://www.vlr.gg/player/8873/dgzin,Americas,596399,244780,Bind,bo1,0.64,132,10,17,5,0.59,45%,91,35%,1,3
Darker,LOUD,https://www.vlr.gg/player/10557/darker,Americas,596398,244775,HavenPICK,bo1,1.12,256,18,16,6,1.12,70%,166,30%,2,1
cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,Americas,596398,244775,HavenPICK,bo1,0.98,209,15,13,3,1.15,75%,152,26%,0,1
Virtyy,LOUD,https://www.vlr.gg/player/3983/virtyy,Americas,596398,244775,HavenPICK,bo1,0.70,178,14,16,4,0.88,55%,102,35%,2,3
pANcada,LOUD,https://www.vlr.gg/player/683/pancada,Americas,596398,244775,HavenPICK,bo1,0.67,145,11,13,1,0.85,65%,99,27%,0,3
lukxo,LOUD,https://www.vlr.gg/player/28716/lukxo,Americas,596398,244775,HavenPICK,bo1,0.65,192,13,16,3,0.81,60%,125,35%,4,4
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,596398,244775,HavenPICK,bo1,1.44,282,21,14,2,1.5,80%,169,29%,5,2
penny,C9,https://www.vlr.gg/player/7716/penny,Americas,596398,244775,HavenPICK,bo1,1.23,203,15,12,7,1.25,80%,133,23%,3,2
v1c,C9,https://www.vlr.gg/player/17433/v1c,Americas,596398,244775,HavenPICK,bo1,1.04,198,14,13,7,1.08,80%,139,26%,1,2
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,596398,244775,HavenPICK,bo1,1.01,185,13,16,9,0.81,90%,125,21%,0,0
Zellsis,C9,https://www.vlr.gg/player/729/zellsis,Americas,596398,244775,HavenPICK,bo1,0.82,166,11,16,1,0.69,70%,124,20%,3,2
lukxo,LOUD,https://www.vlr.gg/player/28716/lukxo,Americas,596398,244776,AbyssPICK,bo1,1.46,297,27,16,3,1.69,75%,175,34%,4,2
Darker,LOUD,https://www.vlr.gg/player/10557/darker,Americas,596398,244776,AbyssPICK,bo1,0.95,166,15,16,8,0.94,75%,101,31%,1,3
pANcada,LOUD,https://www.vlr.gg/player/683/pancada,Americas,596398,244776,AbyssPICK,bo1,0.81,114,11,13,9,0.85,79%,66,63%,1,1
cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,Americas,596398,244776,AbyssPICK,bo1,0.73,166,13,20,8,0.65,67%,116,29%,0,5
Virtyy,LOUD,https://www.vlr.gg/player/3983/virtyy,Americas,596398,244776,AbyssPICK,bo1,0.69,170,13,19,3,0.68,63%,113,21%,4,3
penny,C9,https://www.vlr.gg/player/7716/penny,Americas,596398,244776,AbyssPICK,bo1,1.26,214,19,14,7,1.36,83%,151,26%,3,5
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,596398,244776,AbyssPICK,bo1,1.15,213,19,14,6,1.36,79%,137,29%,0,0
v1c,C9,https://www.vlr.gg/player/17433/v1c,Americas,596398,244776,AbyssPICK,bo1,1.07,219,17,16,8,1.06,83%,124,22%,5,1
Zellsis,C9,https://www.vlr.gg/player/729/zellsis,Americas,596398,244776,AbyssPICK,bo1,0.90,161,12,17,13,0.71,96%,101,29%,2,0
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,596398,244776,AbyssPICK,bo1,0.84,190,17,18,2,0.94,63%,122,44%,4,4
benG,KRÜ,https://www.vlr.gg/player/38857/beng,Americas,596400,244781,PearlPICK,bo1,1.44,220,18,14,12,1.29,83%,126,25%,0,0
mta,KRÜ,https://www.vlr.gg/player/36169/mta,Americas,596400,244781,PearlPICK,bo1,1.00,184,15,16,4,0.94,74%,118,32%,3,3
NagZ,KRÜ,https://www.vlr.gg/player/1294/nagz,Americas,596400,244781,PearlPICK,bo1,0.86,116,9,14,5,0.64,61%,84,15%,0,2
infiltrator,KRÜ,https://www.vlr.gg/player/9063/infiltrator,Americas,596400,244781,PearlPICK,bo1,0.84,205,15,19,6,0.79,70%,137,29%,5,4
Governor,KRÜ,https://www.vlr.gg/player/3980/governor,Americas,596400,244781,PearlPICK,bo1,0.71,146,14,19,2,0.74,52%,100,35%,2,4
koalanoob,FUR,https://www.vlr.gg/player/3722/koalanoob,Americas,596400,244781,PearlPICK,bo1,1.45,292,25,12,4,2.08,65%,186,17%,7,2
artzin,FUR,https://www.vlr.gg/player/5957/artzin,Americas,596400,244781,PearlPICK,bo1,1.22,234,18,15,15,1.2,78%,147,23%,3,3
nerve,FUR,https://www.vlr.gg/player/754/nerve,Americas,596400,244781,PearlPICK,bo1,0.98,162,12,14,14,0.86,78%,112,38%,0,1
eeiu,FUR,https://www.vlr.gg/player/796/eeiu,Americas,596400,244781,PearlPICK,bo1,0.91,175,16,12,8,1.33,78%,118,33%,0,2
alym,FUR,https://www.vlr.gg/player/48025/alym,Americas,596400,244781,PearlPICK,bo1,0.48,143,11,18,4,0.61,70%,90,31%,3,2
NagZ,KRÜ,https://www.vlr.gg/player/1294/nagz,Americas,596400,244782,BreezePICK,bo1,1.26,198,15,12,2,1.25,62%,149,20%,4,2
mta,KRÜ,https://www.vlr.gg/player/36169/mta,Americas,596400,244782,BreezePICK,bo1,1.09,181,12,13,9,0.92,67%,116,38%,1,1
infiltrator,KRÜ,https://www.vlr.gg/player/9063/infiltrator,Americas,596400,244782,BreezePICK,bo1,0.73,162,11,17,4,0.65,62%,106,26%,3,5
Governor,KRÜ,https://www.vlr.gg/player/3980/governor,Americas,596400,244782,BreezePICK,bo1,0.67,146,10,17,3,0.59,52%,104,36%,0,3
benG,KRÜ,https://www.vlr.gg/player/38857/beng,Americas,596400,244782,BreezePICK,bo1,0.67,137,11,17,2,0.65,52%,85,43%,0,2
artzin,FUR,https://www.vlr.gg/player/5957/artzin,Americas,596400,244782,BreezePICK,bo1,1.43,251,22,11,3,2.0,71%,153,33%,2,0
alym,FUR,https://www.vlr.gg/player/48025/alym,Americas,596400,244782,BreezePICK,bo1,1.23,235,18,11,5,1.64,76%,155,35%,6,3
koalanoob,FUR,https://www.vlr.gg/player/3722/koalanoob,Americas,596400,244782,BreezePICK,bo1,1.04,244,18,15,3,1.2,76%,144,16%,4,2
eeiu,FUR,https://www.vlr.gg/player/796/eeiu,Americas,596400,244782,BreezePICK,bo1,0.89,140,10,10,6,1.0,76%,102,25%,1,1
nerve,FUR,https://www.vlr.gg/player/754/nerve,Americas,596400,244782,BreezePICK,bo1,0.73,119,8,12,7,0.67,67%,84,10%,0,2
infiltrator,KRÜ,https://www.vlr.gg/player/9063/infiltrator,Americas,596400,244783,Abyss,bo1,1.31,282,18,15,3,1.2,89%,185,32%,2,1
mta,KRÜ,https://www.vlr.gg/player/36169/mta,Americas,596400,244783,Abyss,bo1,0.77,158,8,14,8,0.57,67%,104,27%,1,2
