Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
MrFaliN,FUT,https://www.vlr.gg/player/8044/mrfalin,Mixed,279601,144297,Ascent,bo1,1.64,277,19,9,10,79%,166,22%,4,1,2.11
cNed,FUT,https://www.vlr.gg/player/573/cned,Mixed,279601,144297,Ascent,bo1,1.58,330,23,12,3,84%,222,25%,7,1,1.92
qRaxs,FUT,https://www.vlr.gg/player/1139/qraxs,Mixed,279601,144297,Ascent,bo1,1.25,216,15,10,8,84%,146,30%,0,0,1.5
AtaKaptan,FUT,https://www.vlr.gg/player/6510/atakaptan,Mixed,279601,144297,Ascent,bo1,1.13,213,14,12,17,84%,122,29%,3,1,1.17
yetujey,FUT,https://www.vlr.gg/player/8369/yetujey,Mixed,279601,144297,Ascent,bo1,0.74,122,10,11,3,68%,77,33%,2,0,0.91
RieNs,TH,https://www.vlr.gg/player/10971/riens,Mixed,279601,144297,Ascent,bo1,1.40,266,17,14,5,68%,175,40%,0,2,1.21
Boo,TH,https://www.vlr.gg/player/1144/boo,Mixed,279601,144297,Ascent,bo1,0.88,198,12,17,5,74%,128,52%,1,4,0.71
Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,Mixed,279601,144297,Ascent,bo1,0.54,160,10,18,5,68%,108,28%,0,4,0.56
MiniBoo,TH,https://www.vlr.gg/player/18350/miniboo,Mixed,279601,144297,Ascent,bo1,0.47,111,8,16,1,37%,87,35%,2,5,0.5
benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,Mixed,279601,144297,Ascent,bo1,0.41,110,7,16,2,63%,80,48%,0,1,0.44
curry,C9,https://www.vlr.gg/player/6584/curry,Mixed,283088,147359,Haven,bo1,1.19,242,20,15,2,75%,161,31%,4,1,1.33
vanity,C9,https://www.vlr.gg/player/7870/vanity,Mixed,283088,147359,Haven,bo1,1.09,218,17,18,13,83%,158,41%,1,0,0.94
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Mixed,283088,147359,Haven,bo1,0.86,183,16,16,4,67%,110,37%,2,1,1.0
OXY,C9,https://www.vlr.gg/player/18796/oxy,Mixed,283088,147359,Haven,bo1,0.86,236,18,19,3,50%,148,40%,6,6,0.95
jakee,C9,https://www.vlr.gg/player/8742/jakee,Mixed,283088,147359,Haven,bo1,0.77,153,13,16,6,67%,92,19%,0,3,0.81
Laz,ZETA,https://www.vlr.gg/player/999/laz,Mixed,283088,147359,Haven,bo1,1.18,234,19,17,4,79%,164,31%,0,3,1.12
hiroronn,ZETA,https://www.vlr.gg/player/10588/hiroronn,Mixed,283088,147359,Haven,bo1,1.13,177,16,13,3,67%,110,35%,0,2,1.23
yuran,ZETA,https://www.vlr.gg/player/29840/yuran,Mixed,283088,147359,Haven,bo1,1.10,187,16,17,9,71%,124,31%,5,2,0.94
SugarZ3ro,ZETA,https://www.vlr.gg/player/6668/sugarz3ro,Mixed,283088,147359,Haven,bo1,1.02,182,16,16,13,63%,103,18%,3,1,1.0
Caedye,ZETA,https://www.vlr.gg/player/29841/caedye,Mixed,283088,147359,Haven,bo1,0.76,204,17,21,6,54%,125,26%,3,5,0.81
yetujey,FUT,https://www.vlr.gg/player/8369/yetujey,Mixed,283089,147360,Haven,bo1,1.82,274,18,6,2,88%,184,35%,2,0,3.0
AtaKaptan,FUT,https://www.vlr.gg/player/6510/atakaptan,Mixed,283089,147360,Haven,bo1,1.53,192,11,5,11,88%,133,21%,1,1,2.2
MrFaliN,FUT,https://www.vlr.gg/player/8044/mrfalin,Mixed,283089,147360,Haven,bo1,1.46,239,13,7,12,88%,153,18%,0,1,1.86
cNed,FUT,https://www.vlr.gg/player/573/cned,Mixed,283089,147360,Haven,bo1,1.18,292,16,12,3,75%,185,38%,5,3,1.33
qRaxs,FUT,https://www.vlr.gg/player/1139/qraxs,Mixed,283089,147360,Haven,bo1,0.78,145,8,11,7,75%,104,43%,1,2,0.73
bang,100T,https://www.vlr.gg/player/3880/bang,Mixed,283089,147360,Haven,bo1,1.03,258,14,14,5,88%,162,36%,1,2,1.0
