Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD
slowly,TYL,https://www.vlr.gg/player/41739/slowly,CN,430838,196667,FracturePICK,bo1,,238,20,16,5,1.25,,,,,
zjc,TYL,https://www.vlr.gg/player/7135/zjc,CN,430838,196667,FracturePICK,bo1,,213,17,20,12,0.85,,,,,
Eren,TYL,https://www.vlr.gg/player/14444/eren,CN,430838,196667,FracturePICK,bo1,,194,17,20,6,0.85,,,,,
Ninebody,TYL,https://www.vlr.gg/player/3547/ninebody,CN,430838,196667,FracturePICK,bo1,,137,12,20,6,0.6,,,,,
5CM,TYL,https://www.vlr.gg/player/47101/5cm,CN,430838,196667,FracturePICK,bo1,,137,10,16,12,0.62,,,,,
Rb,TEC,https://www.vlr.gg/player/488/rb,CN,430838,196667,FracturePICK,bo1,,293,25,16,8,1.56,,,,,
Dynamite,TEC,https://www.vlr.gg/player/42235/dynamite,CN,430838,196667,FracturePICK,bo1,,242,21,14,4,1.5,,,,,
Abo,TEC,https://www.vlr.gg/player/5011/abo,CN,430838,196667,FracturePICK,bo1,,218,21,17,1,1.24,,,,,
Haodong,TEC,https://www.vlr.gg/player/4720/haodong,CN,430838,196667,FracturePICK,bo1,,171,14,15,21,0.93,,,,,
B1ack,TEC,https://www.vlr.gg/player/30526/b1ack,CN,430838,196667,FracturePICK,bo1,,143,11,14,12,0.79,,,,,
slowly,TYL,https://www.vlr.gg/player/41739/slowly,CN,430838,196668,AbyssPICK,bo1,,280,23,14,7,1.64,,,,,
Ninebody,TYL,https://www.vlr.gg/player/3547/ninebody,CN,430838,196668,AbyssPICK,bo1,,253,20,15,4,1.33,,,,,
5CM,TYL,https://www.vlr.gg/player/47101/5cm,CN,430838,196668,AbyssPICK,bo1,,140,11,17,8,0.65,,,,,
zjc,TYL,https://www.vlr.gg/player/7135/zjc,CN,430838,196668,AbyssPICK,bo1,,139,11,15,4,0.73,,,,,
Eren,TYL,https://www.vlr.gg/player/14444/eren,CN,430838,196668,AbyssPICK,bo1,,134,12,17,3,0.71,,,,,
Dynamite,TEC,https://www.vlr.gg/player/42235/dynamite,CN,430838,196668,AbyssPICK,bo1,,247,22,17,1,1.29,,,,,
Haodong,TEC,https://www.vlr.gg/player/4720/haodong,CN,430838,196668,AbyssPICK,bo1,,241,18,13,8,1.38,,,,,
Rb,TEC,https://www.vlr.gg/player/488/rb,CN,430838,196668,AbyssPICK,bo1,,199,15,14,3,1.07,,,,,
B1ack,TEC,https://www.vlr.gg/player/30526/b1ack,CN,430838,196668,AbyssPICK,bo1,,165,12,16,10,0.75,,,,,
Abo,TEC,https://www.vlr.gg/player/5011/abo,CN,430838,196668,AbyssPICK,bo1,,150,11,17,3,0.65,,,,,
happywei,XLG,https://www.vlr.gg/player/37927/happywei,CN,430837,196664,LotusPICK,bo1,,272,24,17,10,1.41,,,,,
Rarga,XLG,https://www.vlr.gg/player/22047/rarga,CN,430837,196664,LotusPICK,bo1,,231,19,20,3,0.95,,,,,
Viva,XLG,https://www.vlr.gg/player/36415/viva,CN,430837,196664,LotusPICK,bo1,,204,17,16,12,1.06,,,,,
coconut,XLG,https://www.vlr.gg/player/12365/coconut,CN,430837,196664,LotusPICK,bo1,,185,15,16,9,0.94,,,,,
YOU,XLG,https://www.vlr.gg/player/4710/you,CN,430837,196664,LotusPICK,bo1,,167,14,17,12,0.82,,,,,
Spring,WOL,https://www.vlr.gg/player/14125/spring,CN,430837,196664,LotusPICK,bo1,,339,29,18,4,1.61,,,,,
Lysoar,WOL,https://www.vlr.gg/player/37489/lysoar,CN,430837,196664,LotusPICK,bo1,,260,20,19,7,1.05,,,,,
Juicy,WOL,https://www.vlr.gg/player/7426/juicy,CN,430837,196664,LotusPICK,bo1,,164,14,16,9,0.88,,,,,
Yuicaw,WOL,https://www.vlr.gg/player/11218/yuicaw,CN,430837,196664,LotusPICK,bo1,,146,12,17,8,0.71,,,,,
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,CN,430837,196664,LotusPICK,bo1,,133,11,19,8,0.58,,,,,
Rarga,XLG,https://www.vlr.gg/player/22047/rarga,CN,430837,196665,SplitPICK,bo1,,250,17,15,6,1.13,,,,,
happywei,XLG,https://www.vlr.gg/player/37927/happywei,CN,430837,196665,SplitPICK,bo1,,248,19,12,6,1.58,,,,,
coconut,XLG,https://www.vlr.gg/player/12365/coconut,CN,430837,196665,SplitPICK,bo1,,222,19,9,7,2.11,,,,,
Viva,XLG,https://www.vlr.gg/player/36415/viva,CN,430837,196665,SplitPICK,bo1,,201,17,11,6,1.55,,,,,
YOU,XLG,https://www.vlr.gg/player/4710/you,CN,430837,196665,SplitPICK,bo1,,150,11,12,7,0.92,,,,,
Juicy,WOL,https://www.vlr.gg/player/7426/juicy,CN,430837,196665,SplitPICK,bo1,,244,19,14,6,1.36,,,,,
Spring,WOL,https://www.vlr.gg/player/14125/spring,CN,430837,196665,SplitPICK,bo1,,188,11,17,3,0.65,,,,,
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,CN,430837,196665,SplitPICK,bo1,,157,12,16,11,0.75,,,,,
Yuicaw,WOL,https://www.vlr.gg/player/11218/yuicaw,CN,430837,196665,SplitPICK,bo1,,129,10,16,4,0.62,,,,,
Lysoar,WOL,https://www.vlr.gg/player/37489/lysoar,CN,430837,196665,SplitPICK,bo1,,122,7,20,6,0.35,,,,,
stew,JDG,https://www.vlr.gg/player/16924/stew,CN,430839,196670,AbyssPICK,bo1,,215,15,14,1,1.07,,,,,
Babyblue,JDG,https://www.vlr.gg/player/15302/babyblue,CN,430839,196670,AbyssPICK,bo1,,213,14,14,6,1.0,,,,,
jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,CN,430839,196670,AbyssPICK,bo1,,167,9,18,7,0.5,,,,,
Z1yan,JDG,https://www.vlr.gg/player/41029/z1yan,CN,430839,196670,AbyssPICK,bo1,,157,9,15,4,0.6,,,,,
MrCANI,JDG,https://www.vlr.gg/player/37674/mrcani,CN,430839,196670,AbyssPICK,bo1,,100,6,16,3,0.38,,,,,
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,430839,196670,AbyssPICK,bo1,,302,21,9,5,2.33,,,,,
SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,CN,430839,196670,AbyssPICK,bo1,,256,17,11,3,1.55,,,,,
Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,CN,430839,196670,AbyssPICK,bo1,,241,16,14,4,1.14,,,,,
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,430839,196670,AbyssPICK,bo1,,192,12,12,2,1.0,,,,,
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,430839,196670,AbyssPICK,bo1,,168,11,8,11,1.38,,,,,
Z1yan,JDG,https://www.vlr.gg/player/41029/z1yan,CN,430839,196671,HavenPICK,bo1,,312,30,20,7,1.5,,,,,
stew,JDG,https://www.vlr.gg/player/16924/stew,CN,430839,196671,HavenPICK,bo1,,264,27,17,6,1.59,,,,,
Babyblue,JDG,https://www.vlr.gg/player/15302/babyblue,CN,430839,196671,HavenPICK,bo1,,191,19,19,6,1.0,,,,,
MrCANI,JDG,https://www.vlr.gg/player/37674/mrcani,CN,430839,196671,HavenPICK,bo1,,154,15,19,9,0.79,,,,,
jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,CN,430839,196671,HavenPICK,bo1,,153,15,21,7,0.71,,,,,
SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,CN,430839,196671,HavenPICK,bo1,,248,23,20,13,1.15,,,,,
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,430839,196671,HavenPICK,bo1,,210,20,25,7,0.8,,,,,
Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,CN,430839,196671,HavenPICK,bo1,,198,20,20,7,1.0,,,,,
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,430839,196671,HavenPICK,bo1,,193,18,20,16,0.9,,,,,
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,430839,196671,HavenPICK,bo1,,143,15,21,3,0.71,,,,,
jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,CN,430839,196672,Bind,bo1,,293,19,15,6,1.27,,,,,
stew,JDG,https://www.vlr.gg/player/16924/stew,CN,430839,196672,Bind,bo1,,242,16,15,6,1.07,,,,,
Z1yan,JDG,https://www.vlr.gg/player/41029/z1yan,CN,430839,196672,Bind,bo1,,203,13,15,3,0.87,,,,,
Babyblue,JDG,https://www.vlr.gg/player/15302/babyblue,CN,430839,196672,Bind,bo1,,117,7,16,3,0.44,,,,,
MrCANI,JDG,https://www.vlr.gg/player/37674/mrcani,CN,430839,196672,Bind,bo1,,75,5,15,4,0.33,,,,,
SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,CN,430839,196672,Bind,bo1,,273,22,9,3,2.44,,,,,
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,430839,196672,Bind,bo1,,242,17,10,4,1.7,,,,,
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,430839,196672,Bind,bo1,,214,14,13,15,1.08,,,,,
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,430839,196672,Bind,bo1,,191,14,13,3,1.08,,,,,
Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,CN,430839,196672,Bind,bo1,,135,9,15,8,0.6,,,,,
deLb,AG,https://www.vlr.gg/player/10821/delb,CN,430840,196673,AbyssPICK,bo1,,250,20,17,3,1.18,,,,,
K1ra,AG,https://www.vlr.gg/player/46748/k1ra,CN,430840,196673,AbyssPICK,bo1,,225,16,19,4,0.84,,,,,
Lsn,AG,https://www.vlr.gg/player/50080/lsn,CN,430840,196673,AbyssPICK,bo1,,197,17,16,6,1.06,,,,,
monk,AG,https://www.vlr.gg/player/14431/monk,CN,430840,196673,AbyssPICK,bo1,,170,10,14,10,0.71,,,,,
nizhaoTZH,AG,https://www.vlr.gg/player/4880/nizhaotzh,CN,430840,196673,AbyssPICK,bo1,,113,7,16,6,0.44,,,,,
cb,NOVA,https://www.vlr.gg/player/39697/cb,CN,430840,196673,AbyssPICK,bo1,,256,19,15,10,1.27,,,,,
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,430840,196673,AbyssPICK,bo1,,235,17,13,16,1.31,,,,,
SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,CN,430840,196673,AbyssPICK,bo1,,212,16,17,1,0.94,,,,,
o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,CN,430840,196673,AbyssPICK,bo1,,199,15,14,15,1.07,,,,,
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,430840,196673,AbyssPICK,bo1,,198,15,11,7,1.36,,,,,
deLb,AG,https://www.vlr.gg/player/10821/delb,CN,430840,196674,BindPICK,bo1,,217,12,14,2,0.86,,,,,
K1ra,AG,https://www.vlr.gg/player/46748/k1ra,CN,430840,196674,BindPICK,bo1,,187,9,16,3,0.56,,,,,
nizhaoTZH,AG,https://www.vlr.gg/player/4880/nizhaotzh,CN,430840,196674,BindPICK,bo1,,149,6,15,8,0.4,,,,,
Lsn,AG,https://www.vlr.gg/player/50080/lsn,CN,430840,196674,BindPICK,bo1,,98,6,14,8,0.43,,,,,
