Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
OBONE,NOVA,https://www.vlr.gg/player/36670/obone,Mixed,590624,243127,Bind,bo1,,291,18,14,7,,,,,,1.29
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,Mixed,590624,243127,Bind,bo1,,207,13,17,3,,,,,,0.76
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,Mixed,590624,243127,Bind,bo1,,172,12,14,1,,,,,,0.86
GREEN,NOVA,https://www.vlr.gg/player/34181/green,Mixed,590624,243127,Bind,bo1,,169,10,16,3,,,,,,0.62
heybay,NOVA,https://www.vlr.gg/player/4712/heybay,Mixed,590624,243127,Bind,bo1,,62,4,15,3,,,,,,0.27
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Mixed,590624,243127,Bind,bo1,,304,20,12,4,,,,,,1.67
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Mixed,590624,243127,Bind,bo1,,289,18,13,3,,,,,,1.38
invy,PRX,https://www.vlr.gg/player/8504/invy,Mixed,590624,243127,Bind,bo1,,227,18,11,1,,,,,,1.64
something,PRX,https://www.vlr.gg/player/17086/something,Mixed,590624,243127,Bind,bo1,,165,11,12,7,,,,,,0.92
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Mixed,590624,243127,Bind,bo1,,156,9,9,5,,,,,,1.0
Life,FPX,https://www.vlr.gg/player/3028/life,Mixed,590625,243128,Bind,bo1,,274,29,21,2,,,,,,1.38
sScary,FPX,https://www.vlr.gg/player/4382/sscary,Mixed,590625,243128,Bind,bo1,,261,22,19,15,,,,,,1.16
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,Mixed,590625,243128,Bind,bo1,,194,18,17,12,,,,,,1.06
Setrod,FPX,https://www.vlr.gg/player/50025/setrod,Mixed,590625,243128,Bind,bo1,,160,17,16,5,,,,,,1.06
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,Mixed,590625,243128,Bind,bo1,,148,16,21,4,,,,,,0.76
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Mixed,590625,243128,Bind,bo1,,247,23,18,5,,,,,,1.28
something,PRX,https://www.vlr.gg/player/17086/something,Mixed,590625,243128,Bind,bo1,,239,24,23,5,,,,,,1.04
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Mixed,590625,243128,Bind,bo1,,198,20,24,16,,,,,,0.83
invy,PRX,https://www.vlr.gg/player/8504/invy,Mixed,590625,243128,Bind,bo1,,183,19,20,10,,,,,,0.95
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Mixed,590625,243128,Bind,bo1,,91,8,17,4,,,,,,0.47
Setrod,FPX,https://www.vlr.gg/player/50025/setrod,Mixed,590626,243129,Split,bo1,,239,16,17,2,,,,,,0.94
Life,FPX,https://www.vlr.gg/player/3028/life,Mixed,590626,243129,Split,bo1,,215,15,17,2,,,,,,0.88
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,Mixed,590626,243129,Split,bo1,,174,11,15,1,,,,,,0.73
sScary,FPX,https://www.vlr.gg/player/4382/sscary,Mixed,590626,243129,Split,bo1,,163,10,14,5,,,,,,0.71
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,Mixed,590626,243129,Split,bo1,,99,6,16,3,,,,,,0.38
Ash,GEN,https://www.vlr.gg/player/25017/ash,Mixed,590626,243129,Split,bo1,,301,21,10,10,,,,,,2.1
t3xture,GEN,https://www.vlr.gg/player/9196/t3xture,Mixed,590626,243129,Split,bo1,,246,16,12,6,,,,,,1.33
ZynX,GEN,https://www.vlr.gg/player/51099/zynx,Mixed,590626,243129,Split,bo1,,224,17,11,3,,,,,,1.55
Lakia,GEN,https://www.vlr.gg/player/773/lakia,Mixed,590626,243129,Split,bo1,,186,14,10,1,,,,,,1.4
Karon,GEN,https://www.vlr.gg/player/34974/karon,Mixed,590626,243129,Split,bo1,,157,11,15,8,,,,,,0.73
Knight,BLG,https://www.vlr.gg/player/4774/knight,Mixed,590627,243130,Corrode,bo1,,206,13,13,2,,,,,,1.0
rushia,BLG,https://www.vlr.gg/player/48878/rushia,Mixed,590627,243130,Corrode,bo1,,205,12,14,8,,,,,,0.86
Levius,BLG,https://www.vlr.gg/player/40845/levius,Mixed,590627,243130,Corrode,bo1,,183,11,14,3,,,,,,0.79
nephh,BLG,https://www.vlr.gg/player/10698/nephh,Mixed,590627,243130,Corrode,bo1,,144,9,14,1,,,,,,0.64
whzy,BLG,https://www.vlr.gg/player/4885/whzy,Mixed,590627,243130,Corrode,bo1,,128,8,16,4,,,,,,0.5
Karon,GEN,https://www.vlr.gg/player/34974/karon,Mixed,590627,243130,Corrode,bo1,,288,18,10,6,,,,,,1.8
Lakia,GEN,https://www.vlr.gg/player/773/lakia,Mixed,590627,243130,Corrode,bo1,,209,14,8,4,,,,,,1.75
Ash,GEN,https://www.vlr.gg/player/25017/ash,Mixed,590627,243130,Corrode,bo1,,208,14,10,6,,,,,,1.4
t3xture,GEN,https://www.vlr.gg/player/9196/t3xture,Mixed,590627,243130,Corrode,bo1,,201,14,14,1,,,,,,1.0
ZynX,GEN,https://www.vlr.gg/player/51099/zynx,Mixed,590627,243130,Corrode,bo1,,172,11,11,4,,,,,,1.0
whzy,BLG,https://www.vlr.gg/player/4885/whzy,Mixed,590628,243131,Corrode,bo1,,255,12,13,4,,,,,,0.92
nephh,BLG,https://www.vlr.gg/player/10698/nephh,Mixed,590628,243131,Corrode,bo1,,184,10,15,1,,,,,,0.67
Levius,BLG,https://www.vlr.gg/player/40845/levius,Mixed,590628,243131,Corrode,bo1,,137,8,12,2,,,,,,0.67
Knight,BLG,https://www.vlr.gg/player/4774/knight,Mixed,590628,243131,Corrode,bo1,,107,6,14,2,,,,,,0.43
rushia,BLG,https://www.vlr.gg/player/48878/rushia,Mixed,590628,243131,Corrode,bo1,,107,5,16,6,,,,,,0.31
leaf,G2,https://www.vlr.gg/player/7873/leaf,Mixed,590628,243131,Corrode,bo1,,310,18,6,10,,,,,,3.0
jawgemo,G2,https://www.vlr.gg/player/3993/jawgemo,Mixed,590628,243131,Corrode,bo1,,243,14,12,8,,,,,,1.17
BABYBAY,G2,https://www.vlr.gg/player/2170/babybay,Mixed,590628,243131,Corrode,bo1,,233,14,9,4,,,,,,1.56
valyn,G2,https://www.vlr.gg/player/3885/valyn,Mixed,590628,243131,Corrode,bo1,,196,13,9,2,,,,,,1.44
