Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
cb,NOVA,https://www.vlr.gg/player/39697/cb,CN,538566,232748,AbyssPICK,bo3,,242,19,12,4,,,,,,1.58
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,538566,232748,AbyssPICK,bo3,,236,19,12,14,,,,,,1.58
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,538566,232748,AbyssPICK,bo3,,190,14,13,3,,,,,,1.08
o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,CN,538566,232748,AbyssPICK,bo3,,177,13,15,11,,,,,,0.87
kodeth,NOVA,https://www.vlr.gg/player/39060/kodeth,CN,538566,232748,AbyssPICK,bo3,,160,12,17,5,,,,,,0.71
Maozi7,EDG,https://www.vlr.gg/player/41773/maozi7,CN,538566,232748,AbyssPICK,bo3,,280,23,16,5,,,,,,1.44
na1t,EDG,https://www.vlr.gg/player/58029/na1t,CN,538566,232748,AbyssPICK,bo3,,230,17,17,5,,,,,,1.0
Knyzl,EDG,https://www.vlr.gg/player/58006/knyzl,CN,538566,232748,AbyssPICK,bo3,,139,11,13,4,,,,,,0.85
xYU,EDG,https://www.vlr.gg/player/14443/xyu,CN,538566,232748,AbyssPICK,bo3,,126,9,15,5,,,,,,0.6
Natsu,EDG,https://www.vlr.gg/player/58004/natsu,CN,538566,232748,AbyssPICK,bo3,,105,9,16,1,,,,,,0.56
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,538566,232749,AscentPICK,bo3,,314,19,10,5,,,,,,1.9
cb,NOVA,https://www.vlr.gg/player/39697/cb,CN,538566,232749,AscentPICK,bo3,,312,19,6,5,,,,,,3.17
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,538566,232749,AscentPICK,bo3,,265,16,8,8,,,,,,2.0
kodeth,NOVA,https://www.vlr.gg/player/39060/kodeth,CN,538566,232749,AscentPICK,bo3,,219,13,7,4,,,,,,1.86
o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,CN,538566,232749,AscentPICK,bo3,,103,6,7,10,,,,,,0.86
