Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
maizi,DRG,https://www.vlr.gg/player/3517/maizi,CN,283651,147659,Breeze,bo1,,334,26,8,4,,,,2,,3.25
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,283651,147659,Breeze,bo1,,258,18,17,5,,,,4,,1.06
YuChEn,DRG,https://www.vlr.gg/player/4723/yuchen,CN,283651,147659,Breeze,bo1,,194,14,15,12,,,,1,,0.93
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,283651,147659,Breeze,bo1,,190,15,11,6,,,,2,,1.36
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,283651,147659,Breeze,bo1,,171,13,14,7,,,,1,,0.93
BeYN,AG,https://www.vlr.gg/player/4678/beyn,CN,283651,147659,Breeze,bo1,,326,23,18,6,,,,4,,1.28
miKa,AG,https://www.vlr.gg/player/29847/mika,CN,283651,147659,Breeze,bo1,,197,15,14,3,,,,2,,1.07
Playerr,AG,https://www.vlr.gg/player/37018/playerr,CN,283651,147659,Breeze,bo1,,172,12,20,4,,,,3,,0.6
X3B,AG,https://www.vlr.gg/player/37019/x3b,CN,283651,147659,Breeze,bo1,,147,10,17,4,,,,1,,0.59
Naschzz,AG,https://www.vlr.gg/player/2598/naschzz,CN,283651,147659,Breeze,bo1,,67,5,17,4,,,,1,,0.29
nizhaoTZH,FPX,https://www.vlr.gg/player/4880/nizhaotzh,CN,284228,147823,SunsetPICK,bo3,,305,28,16,2,,,,6,,1.75
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,284228,147823,SunsetPICK,bo3,,300,25,17,6,,,,,,1.47
Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,CN,284228,147823,SunsetPICK,bo3,,278,17,14,8,,,,,,1.21
Autumn,FPX,https://www.vlr.gg/player/872/autumn,CN,284228,147823,SunsetPICK,bo3,,160,12,16,9,,,,,,0.75
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,284228,147823,SunsetPICK,bo3,,139,10,17,14,,,,,,0.59
BeYN,AG,https://www.vlr.gg/player/4678/beyn,CN,284228,147823,SunsetPICK,bo3,,247,18,19,4,,,,5,,0.95
X3B,AG,https://www.vlr.gg/player/37019/x3b,CN,284228,147823,SunsetPICK,bo3,,229,19,17,4,,,,,,1.12
Naschzz,AG,https://www.vlr.gg/player/2598/naschzz,CN,284228,147823,SunsetPICK,bo3,,197,14,19,5,,,,,,0.74
Playerr,AG,https://www.vlr.gg/player/37018/playerr,CN,284228,147823,SunsetPICK,bo3,,186,16,20,1,,,,,,0.8
miKa,AG,https://www.vlr.gg/player/29847/mika,CN,284228,147823,SunsetPICK,bo3,,149,13,17,13,,,,,,0.76
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,284228,147824,LotusPICK,bo3,,324,22,8,11,,,,2,,2.75
Autumn,FPX,https://www.vlr.gg/player/872/autumn,CN,284228,147824,LotusPICK,bo3,,290,19,8,5,,,,,,2.38
nizhaoTZH,FPX,https://www.vlr.gg/player/4880/nizhaotzh,CN,284228,147824,LotusPICK,bo3,,209,13,10,5,,,,,,1.3
Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,CN,284228,147824,LotusPICK,bo3,,168,12,14,5,,,,,,0.86
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,284228,147824,LotusPICK,bo3,,154,10,11,3,,,,,,0.91
Playerr,AG,https://www.vlr.gg/player/37018/playerr,CN,284228,147824,LotusPICK,bo3,,256,14,16,3,,,,3,,0.88
BeYN,AG,https://www.vlr.gg/player/4678/beyn,CN,284228,147824,LotusPICK,bo3,,187,11,15,2,,,,,,0.73
X3B,AG,https://www.vlr.gg/player/37019/x3b,CN,284228,147824,LotusPICK,bo3,,182,11,16,2,,,,,,0.69
Naschzz,AG,https://www.vlr.gg/player/2598/naschzz,CN,284228,147824,LotusPICK,bo3,,135,10,13,8,,,,,,0.77
miKa,AG,https://www.vlr.gg/player/29847/mika,CN,284228,147824,LotusPICK,bo3,,94,5,16,10,,,,,,0.31
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,285010,148464,BindPICK,bo3,,304,25,15,7,,,,,,1.67
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,285010,148464,BindPICK,bo3,,222,19,17,1,,,,,,1.12
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,285010,148464,BindPICK,bo3,,172,15,16,5,,,,,,0.94
maizi,DRG,https://www.vlr.gg/player/3517/maizi,CN,285010,148464,BindPICK,bo3,,155,14,13,3,,,,,,1.08
Shion7,DRG,https://www.vlr.gg/player/41774/shion7,CN,285010,148464,BindPICK,bo3,,154,10,18,13,,,,,,0.56
B1ack,TEC,https://www.vlr.gg/player/30526/b1ack,CN,285010,148464,BindPICK,bo3,,283,23,16,4,,,,,,1.44
kawaii,TEC,https://www.vlr.gg/player/4778/kawaii,CN,285010,148464,BindPICK,bo3,,209,15,15,11,,,,,,1.0
QiuYe,TEC,https://www.vlr.gg/player/19531/qiuye,CN,285010,148464,BindPICK,bo3,,183,15,17,5,,,,,,0.88
Abo,TEC,https://www.vlr.gg/player/5011/abo,CN,285010,148464,BindPICK,bo3,,171,13,18,4,,,,,,0.72
shameless,TEC,https://www.vlr.gg/player/40706/shameless,CN,285010,148464,BindPICK,bo3,,153,13,17,3,,,,,,0.76
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,285010,148465,AscentPICK,bo3,,336,17,4,5,,,,,,4.25
maizi,DRG,https://www.vlr.gg/player/3517/maizi,CN,285010,148465,AscentPICK,bo3,,266,15,6,4,,,,,,2.5
Shion7,DRG,https://www.vlr.gg/player/41774/shion7,CN,285010,148465,AscentPICK,bo3,,264,14,6,8,,,,,,2.33
TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,CN,285010,148465,AscentPICK,bo3,,245,14,7,2,,,,,,2.0
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,285010,148465,AscentPICK,bo3,,164,9,6,4,,,,,,1.5
B1ack,TEC,https://www.vlr.gg/player/30526/b1ack,CN,285010,148465,AscentPICK,bo3,,178,9,14,4,,,,,,0.64
shameless,TEC,https://www.vlr.gg/player/40706/shameless,CN,285010,148465,AscentPICK,bo3,,166,8,13,3,,,,,,0.62
Abo,TEC,https://www.vlr.gg/player/5011/abo,CN,285010,148465,AscentPICK,bo3,,118,5,14,0,,,,,,0.36
kawaii,TEC,https://www.vlr.gg/player/4778/kawaii,CN,285010,148465,AscentPICK,bo3,,112,4,14,3,,,,,,0.29
QiuYe,TEC,https://www.vlr.gg/player/19531/qiuye,CN,285010,148465,AscentPICK,bo3,,88,3,14,2,,,,,,0.21
YOU,TE,https://www.vlr.gg/player/4710/you,CN,285013,148473,LotusPICK,bo3,,241,20,18,12,,,,,,1.11
FengF,TE,https://www.vlr.gg/player/4770/fengf,CN,285013,148473,LotusPICK,bo3,,239,22,20,3,,,,,,1.1
heybay,TE,https://www.vlr.gg/player/4712/heybay,CN,285013,148473,LotusPICK,bo3,,205,18,21,4,,,,,,0.86
Flex1n,TE,https://www.vlr.gg/player/4705/flex1n,CN,285013,148473,LotusPICK,bo3,,155,15,17,7,,,,,,0.88
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,285013,148473,LotusPICK,bo3,,117,11,19,3,,,,,,0.58
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,285013,148473,LotusPICK,bo3,,260,26,19,7,,,,,,1.37
nizhaoTZH,FPX,https://www.vlr.gg/player/4880/nizhaotzh,CN,285013,148473,LotusPICK,bo3,,202,19,15,5,,,,,,1.27
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,285013,148473,LotusPICK,bo3,,197,18,16,7,,,,,,1.12
Autumn,FPX,https://www.vlr.gg/player/872/autumn,CN,285013,148473,LotusPICK,bo3,,178,17,17,1,,,,,,1.0
Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,CN,285013,148473,LotusPICK,bo3,,169,15,19,4,,,,,,0.79
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,285013,148474,SunsetPICK,bo3,,246,18,11,7,,,,,,1.64
FengF,TE,https://www.vlr.gg/player/4770/fengf,CN,285013,148474,SunsetPICK,bo3,,224,15,15,5,,,,,,1.0
YOU,TE,https://www.vlr.gg/player/4710/you,CN,285013,148474,SunsetPICK,bo3,,206,12,14,16,,,,,,0.86
Flex1n,TE,https://www.vlr.gg/player/4705/flex1n,CN,285013,148474,SunsetPICK,bo3,,193,15,14,8,,,,,,1.07
heybay,TE,https://www.vlr.gg/player/4712/heybay,CN,285013,148474,SunsetPICK,bo3,,186,15,11,10,,,,,,1.36
nizhaoTZH,FPX,https://www.vlr.gg/player/4880/nizhaotzh,CN,285013,148474,SunsetPICK,bo3,,230,18,13,3,,,,,,1.38
Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,CN,285013,148474,SunsetPICK,bo3,,228,16,13,5,,,,,,1.23
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,285013,148474,SunsetPICK,bo3,,195,13,15,2,,,,,,0.87
Autumn,FPX,https://www.vlr.gg/player/872/autumn,CN,285013,148474,SunsetPICK,bo3,,174,11,18,1,,,,,,0.61
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,285013,148474,SunsetPICK,bo3,,139,7,16,11,,,,,,0.44
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,285013,148475,Ascent,bo3,,250,17,11,1,,,,,,1.55
heybay,TE,https://www.vlr.gg/player/4712/heybay,CN,285013,148475,Ascent,bo3,,245,16,12,18,,,,,,1.33
YOU,TE,https://www.vlr.gg/player/4710/you,CN,285013,148475,Ascent,bo3,,229,15,9,2,,,,,,1.67
FengF,TE,https://www.vlr.gg/player/4770/fengf,CN,285013,148475,Ascent,bo3,,211,14,12,4,,,,,,1.17
Flex1n,TE,https://www.vlr.gg/player/4705/flex1n,CN,285013,148475,Ascent,bo3,,125,9,12,7,,,,,,0.75
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,285013,148475,Ascent,bo3,,240,14,12,4,,,,,,1.17
Autumn,FPX,https://www.vlr.gg/player/872/autumn,CN,285013,148475,Ascent,bo3,,217,13,15,3,,,,,,0.87
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,285013,148475,Ascent,bo3,,203,14,14,5,,,,,,1.0
Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,CN,285013,148475,Ascent,bo3,,157,8,15,4,,,,,,0.53
nizhaoTZH,FPX,https://www.vlr.gg/player/4880/nizhaotzh,CN,285013,148475,Ascent,bo3,,147,7,15,5,,,,,,0.47
Life,ASE,https://www.vlr.gg/player/3028/life,CN,285015,148479,LotusPICK,bo3,,362,19,12,5,,,,,,1.58
zjc,ASE,https://www.vlr.gg/player/7135/zjc,CN,285015,148479,LotusPICK,bo3,,281,15,6,20,,,,,,2.5
Yuicaw,ASE,https://www.vlr.gg/player/11218/yuicaw,CN,285015,148479,LotusPICK,bo3,,231,12,9,4,,,,,,1.33
monk,ASE,https://www.vlr.gg/player/14431/monk,CN,285015,148479,LotusPICK,bo3,,153,10,7,8,,,,,,1.43
YHchen,ASE,https://www.vlr.gg/player/10486/yhchen,CN,285015,148479,LotusPICK,bo3,,140,8,8,3,,,,,,1.0
Biank,BLG,https://www.vlr.gg/player/3021/biank,CN,285015,148479,LotusPICK,bo3,,302,15,13,2,,,,,,1.15
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,285015,148479,LotusPICK,bo3,,242,12,12,2,,,,,,1.0
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,285015,148479,LotusPICK,bo3,,175,8,13,5,,,,,,0.62
DK,BLG,https://www.vlr.gg/player/3024/dk,CN,285015,148479,LotusPICK,bo3,,102,3,14,7,,,,,,0.21
yosemite,BLG,https://www.vlr.gg/player/6022/yosemite,CN,285015,148479,LotusPICK,bo3,,100,4,12,3,,,,,,0.33
Life,ASE,https://www.vlr.gg/player/3028/life,CN,285015,148480,SplitPICK,bo3,,261,23,16,1,,,,,,1.44
Yuicaw,ASE,https://www.vlr.gg/player/11218/yuicaw,CN,285015,148480,SplitPICK,bo3,,203,15,19,7,,,,,,0.79
YHchen,ASE,https://www.vlr.gg/player/10486/yhchen,CN,285015,148480,SplitPICK,bo3,,176,13,19,13,,,,,,0.68
monk,ASE,https://www.vlr.gg/player/14431/monk,CN,285015,148480,SplitPICK,bo3,,168,14,14,9,,,,,,1.0
zjc,ASE,https://www.vlr.gg/player/7135/zjc,CN,285015,148480,SplitPICK,bo3,,167,13,15,3,,,,,,0.87
yosemite,BLG,https://www.vlr.gg/player/6022/yosemite,CN,285015,148480,SplitPICK,bo3,,275,22,14,10,,,,,,1.57
Biank,BLG,https://www.vlr.gg/player/3021/biank,CN,285015,148480,SplitPICK,bo3,,230,19,18,7,,,,,,1.06
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,285015,148480,SplitPICK,bo3,,224,17,19,5,,,,,,0.89
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,285015,148480,SplitPICK,bo3,,190,15,15,14,,,,,,1.0
DK,BLG,https://www.vlr.gg/player/3024/dk,CN,285015,148480,SplitPICK,bo3,,115,10,12,8,,,,,,0.83
Yuicaw,ASE,https://www.vlr.gg/player/11218/yuicaw,CN,285015,148481,Bind,bo3,,288,23,11,3,,,,,,2.09
monk,ASE,https://www.vlr.gg/player/14431/monk,CN,285015,148481,Bind,bo3,,271,23,16,12,,,,,,1.44
zjc,ASE,https://www.vlr.gg/player/7135/zjc,CN,285015,148481,Bind,bo3,,181,15,17,5,,,,,,0.88
Life,ASE,https://www.vlr.gg/player/3028/life,CN,285015,148481,Bind,bo3,,171,13,14,4,,,,,,0.93
YHchen,ASE,https://www.vlr.gg/player/10486/yhchen,CN,285015,148481,Bind,bo3,,120,8,14,18,,,,,,0.57
Biank,BLG,https://www.vlr.gg/player/3021/biank,CN,285015,148481,Bind,bo3,,262,22,15,5,,,,,,1.47
DK,BLG,https://www.vlr.gg/player/3024/dk,CN,285015,148481,Bind,bo3,,210,15,14,8,,,,,,1.07
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,285015,148481,Bind,bo3,,157,14,17,1,,,,,,0.82
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,285015,148481,Bind,bo3,,154,12,19,7,,,,,,0.63
yosemite,BLG,https://www.vlr.gg/player/6022/yosemite,CN,285015,148481,Bind,bo3,,150,9,17,8,,,,,,0.53
Biank,BLG,https://www.vlr.gg/player/3021/biank,CN,285024,148508,LotusPICK,bo3,,275,19,16,9,,,,,,1.19
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,285024,148508,LotusPICK,bo3,,231,17,20,9,,,,,,0.85
