Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD
glacier,WOL,https://www.vlr.gg/player/49973/glacier,CN,642918,all,,bo1,0.69,173,22,35,9,0.63,65%,114,31%,8,10
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,CN,642918,all,,bo1,0.54,94,15,31,11,0.48,60%,67,29%,1,4
deLb,TE,https://www.vlr.gg/player/10821/delb,CN,642918,all,,bo1,1.40,256,40,26,14,1.54,81%,163,39%,8,3
Abo,TE,https://www.vlr.gg/player/5011/abo,CN,642918,all,,bo1,1.22,183,29,21,6,1.38,74%,120,35%,2,2
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,642918,all,,bo1,1.11,246,39,29,9,1.34,81%,166,32%,7,6
Viva,TE,https://www.vlr.gg/player/36415/viva,CN,642918,all,,bo1,1.00,176,23,25,19,0.92,84%,119,23%,2,3
Xlele,TE,https://www.vlr.gg/player/54487/xlele,CN,642918,all,,bo1,0.97,198,31,28,13,1.11,77%,112,24%,6,4
nephh,BLG,https://www.vlr.gg/player/10698/nephh,CN,642919,all,,bo1,1.16,216,45,39,11,1.15,67%,138,21%,3,3
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,642919,all,,bo1,1.15,256,52,44,14,1.18,72%,155,22%,13,10
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,642919,all,,bo1,1.12,209,43,41,18,1.05,72%,152,30%,2,2
rushia,BLG,https://www.vlr.gg/player/48878/rushia,CN,642919,all,,bo1,0.93,197,36,40,16,0.9,78%,125,16%,2,2
yilai,BLG,https://www.vlr.gg/player/62947/yilai,CN,642919,all,,bo1,0.58,150,26,48,20,0.54,69%,90,15%,7,13
Scales,TYL,https://www.vlr.gg/player/39485/scales,CN,642919,all,,bo1,1.20,248,54,39,9,1.38,83%,156,26%,13,4
slowly,TYL,https://www.vlr.gg/player/41739/slowly,CN,642919,all,,bo1,1.18,214,44,37,16,1.19,69%,153,27%,3,4
Erv,TYL,https://www.vlr.gg/player/55085/erv,CN,642919,all,,bo1,1.04,211,40,42,32,0.95,81%,146,24%,3,1
splash,TYL,https://www.vlr.gg/player/36685/splash,CN,642919,all,,bo1,1.01,241,46,46,16,1.0,79%,148,20%,11,14
sword9,TYL,https://www.vlr.gg/player/3049/sword9,CN,642919,all,,bo1,0.84,147,28,39,24,0.72,69%,104,31%,0,4
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,642920,all,,bo1,1.49,240,31,20,26,1.55,92%,150,36%,4,0
Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,CN,642920,all,,bo1,1.29,212,30,20,14,1.5,92%,130,30%,0,3
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,642920,all,,bo1,1.26,199,31,21,9,1.48,89%,130,37%,6,2
SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,CN,642920,all,,bo1,1.18,248,33,25,6,1.32,76%,175,37%,1,6
Life,DRG,https://www.vlr.gg/player/3028/life,CN,642920,all,,bo1,1.08,258,36,30,7,1.2,76%,163,49%,9,7
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,642920,all,,bo1,0.87,212,28,33,4,0.85,66%,139,29%,7,5
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,642920,all,,bo1,0.84,162,21,30,11,0.7,71%,114,25%,2,1
qiutiaN,NOVA,https://www.vlr.gg/player/43007/qiutian,CN,642920,all,,bo1,0.83,207,28,33,8,0.85,71%,136,28%,3,3
GREEN,NOVA,https://www.vlr.gg/player/34181/green,CN,642920,all,,bo1,0.63,171,20,32,6,0.62,61%,122,46%,3,3
swagzor,NOVA,https://www.vlr.gg/player/45492/swagzor,CN,642920,all,,bo1,0.58,155,19,33,8,0.58,66%,107,35%,3,8
Setrod,FPX,https://www.vlr.gg/player/50025/setrod,CN,642921,all,,bo1,1.40,262,35,20,7,1.75,86%,156,25%,5,3
Ben1Ley,FPX,https://www.vlr.gg/player/55823/ben1ley,CN,642921,all,,bo1,1.22,233,31,19,7,1.63,78%,148,23%,6,2
KovaQ,FPX,https://www.vlr.gg/player/7987/kovaq,CN,642921,all,,bo1,1.13,191,25,19,11,1.32,86%,122,29%,6,4
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,642921,all,,bo1,1.04,179,26,21,9,1.24,84%,121,37%,3,3
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,642921,all,,bo1,1.04,153,23,20,17,1.15,78%,102,40%,1,4
f4ngeer,AG,https://www.vlr.gg/player/21216/f4ngeer,CN,642921,all,,bo1,0.92,177,22,26,5,0.85,70%,109,25%,4,5
Shr1mp,AG,https://www.vlr.gg/player/25494/shr1mp,CN,642921,all,,bo1,0.91,166,20,28,13,0.71,68%,114,21%,1,0
K1ra,AG,https://www.vlr.gg/player/46748/k1ra,CN,642921,all,,bo1,0.87,167,21,27,3,0.78,59%,114,25%,1,1
Septem7,AG,https://www.vlr.gg/player/3031/septem7,CN,642921,all,,bo1,0.64,127,16,29,10,0.55,62%,73,30%,4,7
iamgrq,AG,https://www.vlr.gg/player/58959/iamgrq,CN,642921,all,,bo1,0.64,164,20,30,7,0.67,65%,103,13%,6,8
Scales,TYL,https://www.vlr.gg/player/39485/scales,CN,642922,all,,bo1,1.36,248,44,28,6,1.57,74%,175,33%,5,6
Erv,TYL,https://www.vlr.gg/player/55085/erv,CN,642922,all,,bo1,1.18,253,38,31,15,1.23,78%,157,34%,8,5
slowly,TYL,https://www.vlr.gg/player/41739/slowly,CN,642922,all,,bo1,1.12,198,29,31,28,0.94,89%,129,32%,0,7
sword9,TYL,https://www.vlr.gg/player/3049/sword9,CN,642922,all,,bo1,0.97,152,25,26,12,0.96,74%,108,22%,1,3
splash,TYL,https://www.vlr.gg/player/36685/splash,CN,642922,all,,bo1,0.94,252,38,38,8,1.0,67%,153,29%,5,6
Spitfires,TEC,https://www.vlr.gg/player/4881/spitfires,CN,642922,all,,bo1,1.08,227,34,35,15,0.97,74%,149,23%,11,2
lucas,TEC,https://www.vlr.gg/player/19677/lucas,CN,642922,all,,bo1,1.07,202,37,32,12,1.16,65%,141,35%,1,4
Haodong,TEC,https://www.vlr.gg/player/4720/haodong,CN,642922,all,,bo1,1.06,201,33,32,16,1.03,72%,129,30%,4,2
Dynamite,TEC,https://www.vlr.gg/player/42235/dynamite,CN,642922,all,,bo1,1.01,218,33,36,15,0.92,74%,135,19%,8,2
Coco,TEC,https://www.vlr.gg/player/47629/coco,CN,642922,all,,bo1,0.38,112,17,39,11,0.44,61%,82,22%,3,9
jowa,WOL,https://www.vlr.gg/player/19292/jowa,CN,642923,all,,bo1,1.06,185,29,32,16,0.91,73%,115,45%,3,2
yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,CN,642923,all,,bo1,1.02,213,34,36,7,0.94,73%,143,39%,3,3
glacier,WOL,https://www.vlr.gg/player/49973/glacier,CN,642923,all,,bo1,1.02,234,35,36,14,0.97,71%,146,26%,13,9
Spring,WOL,https://www.vlr.gg/player/14125/spring,CN,642923,all,,bo1,0.81,179,26,36,14,0.72,69%,121,22%,5,4
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,CN,642923,all,,bo1,0.77,130,21,32,15,0.66,73%,89,40%,0,3
ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,CN,642923,all,,bo1,1.39,291,45,30,14,1.5,82%,198,20%,7,4
nobody,EDG,https://www.vlr.gg/player/3017/nobody,CN,642923,all,,bo1,1.17,212,32,27,22,1.19,76%,127,19%,4,1
Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,CN,642923,all,,bo1,1.14,239,38,30,20,1.27,78%,161,38%,2,10
CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,CN,642923,all,,bo1,1.09,184,33,26,12,1.27,71%,124,29%,4,2
Jieni7,EDG,https://www.vlr.gg/player/51244/jieni7,CN,642923,all,,bo1,0.69,140,24,32,10,0.75,71%,94,21%,4,7
Xlele,TE,https://www.vlr.gg/player/54487/xlele,CN,642924,all,,bo1,1.22,243,60,45,13,1.33,78%,156,37%,4,8
deLb,TE,https://www.vlr.gg/player/10821/delb,CN,642924,all,,bo1,1.22,226,55,44,16,1.25,77%,147,38%,5,5
Abo,TE,https://www.vlr.gg/player/5011/abo,CN,642924,all,,bo1,0.94,174,38,44,8,0.86,63%,121,35%,6,5
Viva,TE,https://www.vlr.gg/player/36415/viva,CN,642924,all,,bo1,0.81,173,36,49,21,0.73,75%,115,26%,6,9
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,642924,all,,bo1,0.70,156,33,48,14,0.69,71%,99,26%,4,13
WsLeo,XLG,https://www.vlr.gg/player/24308/wsleo,CN,642924,all,,bo1,1.21,219,53,41,18,1.29,75%,142,34%,5,3
happywei,XLG,https://www.vlr.gg/player/37927/happywei,CN,642924,all,,bo1,1.10,230,47,43,22,1.09,80%,151,30%,8,4
Lysoar,XLG,https://www.vlr.gg/player/37489/lysoar,CN,642924,all,,bo1,1.07,216,49,46,23,1.07,80%,149,31%,6,2
Rarga,XLG,https://www.vlr.gg/player/22047/rarga,CN,642924,all,,bo1,0.98,227,50,49,13,1.02,75%,146,24%,16,4
NoMan,XLG,https://www.vlr.gg/player/11527/noman,CN,642924,all,,bo1,0.74,132,31,43,15,0.72,63%,82,22%,5,12
nephh,BLG,https://www.vlr.gg/player/10698/nephh,CN,642925,all,,bo1,1.98,304,45,16,17,2.81,92%,172,19%,2,2
rushia,BLG,https://www.vlr.gg/player/48878/rushia,CN,642925,all,,bo1,1.10,219,26,23,16,1.13,75%,160,18%,3,4
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,642925,all,,bo1,1.08,218,28,25,11,1.12,78%,138,19%,7,6
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,642925,all,,bo1,1.06,165,22,21,9,1.05,83%,104,24%,3,1
yilai,BLG,https://www.vlr.gg/player/62947/yilai,CN,642925,all,,bo1,0.98,233,31,26,11,1.19,75%,146,18%,2,6
jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,CN,642925,all,,bo1,1.22,228,29,27,22,1.07,75%,147,34%,4,4
zhe,JDG,https://www.vlr.gg/player/49476/zhe,CN,642925,all,,bo1,0.82,171,20,28,14,0.71,72%,111,27%,2,2
Yuicaw,JDG,https://www.vlr.gg/player/11218/yuicaw,CN,642925,all,,bo1,0.74,191,23,33,10,0.7,58%,132,27%,2,3
stew,JDG,https://www.vlr.gg/player/16924/stew,CN,642925,all,,bo1,0.64,177,24,33,4,0.73,69%,113,30%,8,4
coconut,JDG,https://www.vlr.gg/player/12365/coconut,CN,642925,all,,bo1,0.59,154,15,31,9,0.48,50%,114,38%,3,4
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,642927,all,,bo1,1.88,317,76,48,17,1.58,83%,215,38%,5,1
KovaQ,FPX,https://www.vlr.gg/player/7987/kovaq,CN,642927,all,,bo1,0.97,194,48,44,17,1.09,61%,126,19%,2,3
Setrod,FPX,https://www.vlr.gg/player/50025/setrod,CN,642927,all,,bo1,0.95,183,43,50,15,0.86,67%,111,19%,7,7
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,642927,all,,bo1,0.32,191,46,48,18,0.96,50%,283,29%,3,8
Ben1Ley,FPX,https://www.vlr.gg/player/55823/ben1ley,CN,642927,all,,bo1,0.05,140,33,48,14,0.69,61%,105,32%,2,4
slowly,TYL,https://www.vlr.gg/player/41739/slowly,CN,642927,all,,bo1,1.29,220,58,45,16,1.29,83%,131,27%,1,4
Erv,TYL,https://www.vlr.gg/player/55085/erv,CN,642927,all,,bo1,1.23,179,39,51,16,0.76,78%,142,36%,8,6
sword9,TYL,https://www.vlr.gg/player/3049/sword9,CN,642927,all,,bo1,1.15,155,34,46,20,0.74,72%,103,26%,2,2
Scales,TYL,https://www.vlr.gg/player/39485/scales,CN,642927,all,,bo1,1.13,202,45,50,13,0.9,94%,136,19%,3,1
splash,TYL,https://www.vlr.gg/player/36685/splash,CN,642927,all,,bo1,1.06,268,62,54,18,1.15,78%,167,23%,9,6
Coco,TEC,https://www.vlr.gg/player/47629/coco,CN,642928,all,,bo1,1.20,218,38,34,21,1.12,71%,136,24%,3,2
Spitfires,TEC,https://www.vlr.gg/player/4881/spitfires,CN,642928,all,,bo1,1.14,241,44,37,9,1.19,71%,159,39%,12,7
Dynamite,TEC,https://www.vlr.gg/player/42235/dynamite,CN,642928,all,,bo1,1.12,233,41,37,12,1.11,75%,147,29%,7,8
lucas,TEC,https://www.vlr.gg/player/19677/lucas,CN,642928,all,,bo1,1.11,156,30,31,23,0.97,63%,104,33%,3,3
Haodong,TEC,https://www.vlr.gg/player/4720/haodong,CN,642928,all,,bo1,0.79,162,29,37,10,0.78,67%,111,29%,0,6
whzy,BLG,https://www.vlr.gg/player/4885/whzy,CN,642928,all,,bo1,1.17,248,43,35,12,1.23,73%,162,27%,7,4
rushia,BLG,https://www.vlr.gg/player/48878/rushia,CN,642928,all,,bo1,1.01,226,41,38,12,1.08,67%,149,22%,4,5
yilai,BLG,https://www.vlr.gg/player/62947/yilai,CN,642928,all,,bo1,0.95,238,43,40,9,1.07,67%,166,27%,11,8
nephh,BLG,https://www.vlr.gg/player/10698/nephh,CN,642928,all,,bo1,0.88,171,29,35,22,0.83,75%,101,30%,3,5
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,642928,all,,bo1,0.73,135,20,34,16,0.59,69%,100,19%,1,3
happywei,XLG,https://www.vlr.gg/player/37927/happywei,CN,642929,all,,bo1,1.30,197,33,23,14,1.43,80%,135,36%,3,2
WsLeo,XLG,https://www.vlr.gg/player/24308/wsleo,CN,642929,all,,bo1,1.08,215,33,29,10,1.14,71%,141,39%,6,1
NoMan,XLG,https://www.vlr.gg/player/11527/noman,CN,642929,all,,bo1,1.03,205,33,29,7,1.14,80%,131,28%,6,6
Rarga,XLG,https://www.vlr.gg/player/22047/rarga,CN,642929,all,,bo1,0.96,205,32,32,10,1.0,62%,129,29%,5,12
Lysoar,XLG,https://www.vlr.gg/player/37489/lysoar,CN,642929,all,,bo1,0.95,194,30,31,12,0.97,73%,125,27%,1,3
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,642929,all,,bo1,1.09,203,33,30,3,1.1,64%,134,27%,5,0
swagzor,NOVA,https://www.vlr.gg/player/45492/swagzor,CN,642929,all,,bo1,0.97,239,36,36,8,1.0,69%,148,39%,10,11
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,642929,all,,bo1,0.92,188,29,34,16,0.85,71%,119,33%,3,4
qiutiaN,NOVA,https://www.vlr.gg/player/43007/qiutian,CN,642929,all,,bo1,0.86,157,25,28,9,0.89,71%,106,22%,3,4
GREEN,NOVA,https://www.vlr.gg/player/34181/green,CN,642929,all,,bo1,0.74,144,21,33,15,0.64,67%,100,30%,3,2
ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,CN,642930,all,,bo1,1.56,338,51,29,9,1.76,81%,205,28%,10,7
Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,CN,642930,all,,bo1,1.10,248,35,30,14,1.17,86%,136,34%,8,2
CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,CN,642930,all,,bo1,1.01,154,28,24,7,1.17,77%,120,32%,2,4
Jieni7,EDG,https://www.vlr.gg/player/51244/jieni7,CN,642930,all,,bo1,0.91,163,27,26,11,1.04,67%,117,30%,2,3
nobody,EDG,https://www.vlr.gg/player/3017/nobody,CN,642930,all,,bo1,0.88,168,23,27,18,0.85,84%,119,28%,1,4
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,642930,all,,bo1,1.09,242,34,33,6,1.03,67%,158,30%,6,7
Xlele,TE,https://www.vlr.gg/player/54487/xlele,CN,642930,all,,bo1,0.93,223,32,36,16,0.89,77%,131,25%,4,3
deLb,TE,https://www.vlr.gg/player/10821/delb,CN,642930,all,,bo1,0.90,199,26,33,13,0.79,72%,122,36%,6,4
Viva,TE,https://www.vlr.gg/player/36415/viva,CN,642930,all,,bo1,0.86,144,23,31,8,0.74,67%,101,24%,1,5
Abo,TE,https://www.vlr.gg/player/5011/abo,CN,642930,all,,bo1,0.83,154,21,31,9,0.68,56%,124,34%,3,4
coconut,JDG,https://www.vlr.gg/player/12365/coconut,CN,642931,all,,bo1,1.17,220,31,30,12,1.03,66%,154,30%,4,2
Yuicaw,JDG,https://www.vlr.gg/player/11218/yuicaw,CN,642931,all,,bo1,0.91,169,26,33,7,0.79,61%,120,26%,3,4
zhe,JDG,https://www.vlr.gg/player/49476/zhe,CN,642931,all,,bo1,0.89,240,33,36,5,0.92,59%,146,28%,6,7
jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,CN,642931,all,,bo1,0.81,157,22,31,21,0.71,78%,100,31%,1,5
stew,JDG,https://www.vlr.gg/player/16924/stew,CN,642931,all,,bo1,0.55,137,19,34,5,0.56,63%,92,17%,3,6
Shr1mp,AG,https://www.vlr.gg/player/25494/shr1mp,CN,642931,all,,bo1,1.53,263,40,19,16,2.11,83%,169,25%,1,2
K1ra,AG,https://www.vlr.gg/player/46748/k1ra,CN,642931,all,,bo1,1.48,269,39,23,7,1.7,76%,161,29%,7,2
f4ngeer,AG,https://www.vlr.gg/player/21216/f4ngeer,CN,642931,all,,bo1,1.44,282,43,26,15,1.65,76%,186,34%,7,4
iamgrq,AG,https://www.vlr.gg/player/58959/iamgrq,CN,642931,all,,bo1,0.77,155,22,29,22,0.76,78%,99,22%,4,3
Youze,AG,https://www.vlr.gg/player/46040/youze,CN,642931,all,,bo1,0.50,144,20,34,10,0.59,63%,90,18%,5,6
Life,DRG,https://www.vlr.gg/player/3028/life,CN,642932,all,,bo1,1.31,301,57,36,8,1.58,78%,185,46%,11,9
Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,CN,642932,all,,bo1,1.07,189,37,32,23,1.16,78%,111,25%,3,3
Nicc,DRG,https://www.vlr.gg/player/11524/nicc,CN,642932,all,,bo1,1.04,165,28,31,33,0.9,73%,104,33%,2,1
vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,CN,642932,all,,bo1,1.01,178,36,33,13,1.09,73%,118,31%,6,2
SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,CN,642932,all,,bo1,0.86,191,40,39,8,1.03,69%,135,36%,11,7
yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,CN,642932,all,,bo1,1.24,244,52,38,4,1.37,67%,159,30%,5,4
Spring,WOL,https://www.vlr.gg/player/14125/spring,CN,642932,all,,bo1,1.01,165,30,38,16,0.79,64%,110,36%,1,7
jowa,WOL,https://www.vlr.gg/player/19292/jowa,CN,642932,all,,bo1,0.88,145,26,39,25,0.67,65%,109,37%,3,5
glacier,WOL,https://www.vlr.gg/player/49973/glacier,CN,642932,all,,bo1,0.82,208,40,44,6,0.91,64%,135,36%,10,14
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,CN,642932,all,,bo1,0.78,137,23,39,13,0.59,60%,95,34%,3,3
qiutiaN,NOVA,https://www.vlr.gg/player/43007/qiutian,CN,642933,all,,bo1,1.20,226,40,34,10,1.18,65%,143,34%,5,0
swagzor,NOVA,https://www.vlr.gg/player/45492/swagzor,CN,642933,all,,bo1,1.08,249,42,40,14,1.05,69%,165,26%,13,9
GuanG,NOVA,https://www.vlr.gg/player/41054/guang,CN,642933,all,,bo1,0.79,146,25,36,10,0.69,65%,95,29%,3,5
Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,CN,642933,all,,bo1,0.77,146,25,37,14,0.68,73%,99,21%,3,3
GREEN,NOVA,https://www.vlr.gg/player/34181/green,CN,642933,all,,bo1,0.73,147,22,38,20,0.58,61%,100,29%,2,6
Kai,TE,https://www.vlr.gg/player/37494/kai,CN,642933,all,,bo1,1.37,257,46,30,10,1.53,82%,169,33%,12,7
Xlele,TE,https://www.vlr.gg/player/54487/xlele,CN,642933,all,,bo1,1.21,238,43,31,15,1.39,78%,149,29%,3,4
Abo,TE,https://www.vlr.gg/player/5011/abo,CN,642933,all,,bo1,1.12,252,45,33,7,1.36,76%,155,30%,5,6
deLb,TE,https://www.vlr.gg/player/10821/delb,CN,642933,all,,bo1,1.02,165,30,28,16,1.07,71%,108,48%,1,6
Viva,TE,https://www.vlr.gg/player/36415/viva,CN,642933,all,,bo1,0.78,153,21,32,25,0.66,78%,111,31%,2,3
AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,CN,642934,all,,bo1,1.25,256,51,39,12,1.31,81%,163,43%,9,3
Setrod,FPX,https://www.vlr.gg/player/50025/setrod,CN,642934,all,,bo1,0.98,212,45,44,8,1.02,71%,141,24%,6,7
Ben1Ley,FPX,https://www.vlr.gg/player/55823/ben1ley,CN,642934,all,,bo1,0.88,217,45,48,12,0.94,72%,136,28%,6,9
KovaQ,FPX,https://www.vlr.gg/player/7987/kovaq,CN,642934,all,,bo1,0.78,147,32,41,14,0.78,67%,109,32%,1,7
BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,CN,642934,all,,bo1,0.76,154,30,42,23,0.71,72%,100,31%,3,7
Knight,BLG,https://www.vlr.gg/player/4774/knight,CN,642934,all,,bo1,1.41,231,51,34,12,1.5,78%,152,39%,5,4
