Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
xffero,RRQ,https://www.vlr.gg/player/4871/xffero,Mixed,706754,all,,bo3,1.02,194,30,32,7,68%,145,38%,2,2,0.94
Jemkin,RRQ,https://www.vlr.gg/player/24895/jemkin,Mixed,706754,all,,bo3,0.87,190,28,32,5,63%,129,46%,7,9,0.88
crazyguy,RRQ,https://www.vlr.gg/player/1430/crazyguy,Mixed,706754,all,,bo3,0.87,161,23,30,15,61%,111,27%,2,6,0.77
Xan,RRQ,https://www.vlr.gg/player/11737/xan,Mixed,706754,all,,bo3,0.82,200,27,35,10,66%,121,23%,3,7,0.77
Kushy,RRQ,https://www.vlr.gg/player/4866/kushy,Mixed,706754,all,,bo3,0.77,169,21,32,12,59%,119,30%,1,2,0.66
Timotino,100T,https://www.vlr.gg/player/29893/timotino,Mixed,706754,all,,bo3,1.37,292,42,28,11,83%,195,21%,12,7,1.5
vora,100T,https://www.vlr.gg/player/20140/vora,Mixed,706754,all,,bo3,1.20,221,33,25,11,71%,153,18%,4,2,1.32
Asuna,100T,https://www.vlr.gg/player/601/asuna,Mixed,706754,all,,bo3,1.19,260,38,27,17,78%,171,19%,3,3,1.41
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Mixed,706754,all,,bo3,1.10,173,25,22,13,80%,116,27%,3,2,1.14
bang,100T,https://www.vlr.gg/player/3880/bang,Mixed,706754,all,,bo3,0.97,168,23,27,27,85%,103,24%,4,1,0.85
Lar0k,BBL,https://www.vlr.gg/player/31305/lar0k,Mixed,706755,all,,bo3,1.40,305,75,46,16,74%,188,30%,11,11,1.63
Loita,BBL,https://www.vlr.gg/player/24344/loita,Mixed,706755,all,,bo3,1.40,260,60,44,44,79%,164,31%,6,3,1.36
lovers rock,BBL,https://www.vlr.gg/player/40935/lovers-rock,Mixed,706755,all,,bo3,1.07,200,53,44,6,74%,122,16%,14,3,1.2
Crewen,BBL,https://www.vlr.gg/player/12795/crewen,Mixed,706755,all,,bo3,0.97,182,39,43,22,73%,131,29%,3,6,0.91
Rosé,BBL,https://www.vlr.gg/player/5565/ros,Mixed,706755,all,,bo3,0.90,224,46,48,21,71%,129,27%,6,7,0.96
ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,Mixed,706755,all,,bo3,0.93,205,55,56,8,63%,139,24%,14,16,0.98
nobody,EDG,https://www.vlr.gg/player/3017/nobody,Mixed,706755,all,,bo3,0.92,185,43,54,29,70%,115,32%,7,4,0.8
signed,EDG,https://www.vlr.gg/player/1175/signed,Mixed,706755,all,,bo3,0.88,178,44,49,18,63%,120,35%,3,7,0.9
CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,Mixed,706755,all,,bo3,0.83,146,40,53,24,60%,104,23%,1,5,0.75
Jieni7,EDG,https://www.vlr.gg/player/51244/jieni7,Mixed,706755,all,,bo3,0.75,167,43,61,16,64%,126,18%,5,8,0.7
Sayonara,VIT,https://www.vlr.gg/player/33902/sayonara,Mixed,706759,all,,bo3,1.28,291,46,31,10,72%,190,34%,6,3,1.48
Derke,VIT,https://www.vlr.gg/player/5022/derke,Mixed,706759,all,,bo3,1.21,251,38,28,8,70%,180,32%,9,9,1.36
Jamppi,VIT,https://www.vlr.gg/player/9780/jamppi,Mixed,706759,all,,bo3,1.08,180,30,25,11,77%,125,36%,1,2,1.2
PROFEK,VIT,https://www.vlr.gg/player/5554/profek,Mixed,706759,all,,bo3,1.06,166,27,23,10,72%,113,30%,2,5,1.17
Chronicle,VIT,https://www.vlr.gg/player/458/chronicle,Mixed,706759,all,,bo3,0.91,164,24,26,8,67%,120,27%,3,3,0.92
dos9,KC,https://www.vlr.gg/player/16215/dos9,Mixed,706759,all,,bo3,1.04,200,31,31,12,72%,124,38%,4,4,1.0
N4RRATE,KC,https://www.vlr.gg/player/36245/n4rrate,Mixed,706759,all,,bo3,0.94,190,27,32,8,63%,124,22%,4,3,0.84
LewN,KC,https://www.vlr.gg/player/20144/lewn,Mixed,706759,all,,bo3,0.86,184,29,36,7,72%,117,29%,5,8,0.81
Avez,KC,https://www.vlr.gg/player/5654/avez,Mixed,706759,all,,bo3,0.80,168,24,34,15,63%,117,20%,4,3,0.71
SUYGETSU,KC,https://www.vlr.gg/player/2858/suygetsu,Mixed,706759,all,,bo3,0.72,138,22,32,5,60%,99,35%,5,3,0.69
keiko,NRG,https://www.vlr.gg/player/11494/keiko,Mixed,706760,all,,bo3,1.22,220,54,40,9,71%,142,28%,13,8,1.35
brawk,NRG,https://www.vlr.gg/player/2172/brawk,Mixed,706760,all,,bo3,1.15,213,46,42,31,78%,141,20%,6,2,1.1
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Mixed,706760,all,,bo3,1.07,202,42,41,29,70%,134,26%,1,4,1.02
skuba,NRG,https://www.vlr.gg/player/11118/skuba,Mixed,706760,all,,bo3,1.01,178,41,40,12,70%,121,21%,4,2,1.02
mada,NRG,https://www.vlr.gg/player/5132/mada,Mixed,706760,all,,bo3,0.86,163,36,41,17,70%,103,30%,12,11,0.88
something,PRX,https://www.vlr.gg/player/17086/something,Mixed,706760,all,,bo3,1.17,199,47,41,14,70%,134,36%,11,5,1.15
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Mixed,706760,all,,bo3,1.15,227,50,41,15,76%,154,30%,6,5,1.22
invy,PRX,https://www.vlr.gg/player/8504/invy,Mixed,706760,all,,bo3,0.88,160,37,42,12,68%,108,27%,2,5,0.88
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Mixed,706760,all,,bo3,0.75,154,37,46,15,71%,108,26%,4,13,0.8
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Mixed,706760,all,,bo3,0.67,160,33,49,16,68%,108,19%,4,8,0.67
Verno,MIBR,https://www.vlr.gg/player/21668/verno,Mixed,706769,all,,bo3,2.04,310,36,11,23,90%,208,35%,3,0,3.27
