Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,KAST,ADR,HS%,FK,FD,K:D
benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,Mixed,582193,all,,bo1,1.04,198,15,16,4,65%,123,43%,2,3,0.94
Boo,TH,https://www.vlr.gg/player/1144/boo,Mixed,582193,all,,bo1,0.88,181,12,17,9,75%,107,18%,0,4,0.71
ComeBack,TH,https://www.vlr.gg/player/40591/comeback,Mixed,582193,all,,bo1,0.85,207,14,18,3,55%,129,30%,2,2,0.78
paTiTek,TH,https://www.vlr.gg/player/309/patitek,Mixed,582193,all,,bo1,0.69,159,10,16,6,65%,108,24%,1,3,0.62
Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,Mixed,582193,all,,bo1,0.59,131,8,16,9,65%,96,31%,1,2,0.5
Francis,NS,https://www.vlr.gg/player/31828/francis,Mixed,582193,all,,bo1,1.70,323,25,10,1,70%,176,23%,8,3,2.5
Xross,NS,https://www.vlr.gg/player/42772/xross,Mixed,582193,all,,bo1,1.27,232,16,12,11,90%,173,26%,2,0,1.33
Ivy,NS,https://www.vlr.gg/player/31829/ivy,Mixed,582193,all,,bo1,1.20,234,16,11,6,75%,151,35%,1,1,1.45
Dambi,NS,https://www.vlr.gg/player/31827/dambi,Mixed,582193,all,,bo1,1.13,251,18,14,6,85%,159,32%,2,1,1.29
Rb,NS,https://www.vlr.gg/player/488/rb,Mixed,582193,all,,bo1,0.66,102,8,12,3,75%,61,32%,1,1,0.67
BeYN,KRX,https://www.vlr.gg/player/4678/beyn,Mixed,582194,all,,bo1,1.73,318,23,12,10,95%,228,23%,0,0,1.92
MaKo,KRX,https://www.vlr.gg/player/4462/mako,Mixed,582194,all,,bo1,1.29,200,16,11,9,76%,143,30%,0,2,1.45
Flashback,KRX,https://www.vlr.gg/player/35013/flashback,Mixed,582194,all,,bo1,1.11,221,19,15,4,71%,143,19%,3,2,1.27
free1ng,KRX,https://www.vlr.gg/player/1916/free1ng,Mixed,582194,all,,bo1,0.79,211,15,18,4,62%,133,27%,5,0,0.83
Flicker,KRX,https://www.vlr.gg/player/51100/flicker,Mixed,582194,all,,bo1,0.72,173,13,17,5,81%,115,23%,4,5,0.76
Rb,NS,https://www.vlr.gg/player/488/rb,Mixed,582194,all,,bo1,1.26,250,19,17,10,71%,166,26%,0,0,1.12
Xross,NS,https://www.vlr.gg/player/42772/xross,Mixed,582194,all,,bo1,1.18,225,17,15,8,76%,152,47%,4,2,1.13
Dambi,NS,https://www.vlr.gg/player/31827/dambi,Mixed,582194,all,,bo1,1.01,222,15,17,8,76%,137,12%,2,6,0.88
Francis,NS,https://www.vlr.gg/player/31828/francis,Mixed,582194,all,,bo1,0.68,168,12,19,7,67%,97,15%,2,2,0.63
Ivy,NS,https://www.vlr.gg/player/31829/ivy,Mixed,582194,all,,bo1,0.48,140,10,18,5,62%,100,18%,1,2,0.56
Flashback,KRX,https://www.vlr.gg/player/35013/flashback,Mixed,582195,all,,bo1,2.00,397,28,10,0,94%,215,14%,7,1,2.8
Flicker,KRX,https://www.vlr.gg/player/51100/flicker,Mixed,582195,all,,bo1,1.26,289,15,12,8,76%,194,26%,4,3,1.25
BeYN,KRX,https://www.vlr.gg/player/4678/beyn,Mixed,582195,all,,bo1,1.09,161,11,8,3,76%,108,21%,0,1,1.38
free1ng,KRX,https://www.vlr.gg/player/1916/free1ng,Mixed,582195,all,,bo1,0.97,208,14,11,3,65%,136,32%,1,0,1.27
MaKo,KRX,https://www.vlr.gg/player/4462/mako,Mixed,582195,all,,bo1,0.74,102,6,8,4,82%,72,23%,0,0,0.75
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,Mixed,582195,all,,bo1,1.33,237,15,13,8,88%,144,33%,0,0,1.15
jowa,WOL,https://www.vlr.gg/player/19292/jowa,Mixed,582195,all,,bo1,1.06,233,12,15,9,76%,157,48%,0,2,0.8
Spring,WOL,https://www.vlr.gg/player/14125/spring,Mixed,582195,all,,bo1,0.88,185,11,14,4,53%,120,23%,2,2,0.79
yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,Mixed,582195,all,,bo1,0.53,132,7,15,3,47%,99,19%,2,4,0.47
Satoshi,WOL,https://www.vlr.gg/player/46532/satoshi,Mixed,582195,all,,bo1,0.06,71,4,17,3,35%,54,31%,1,4,0.24
ComeBack,TH,https://www.vlr.gg/player/40591/comeback,Mixed,582196,all,,bo1,1.06,145,12,11,2,78%,89,20%,5,0,1.09
Boo,TH,https://www.vlr.gg/player/1144/boo,Mixed,582196,all,,bo1,1.04,178,15,11,5,70%,116,32%,0,2,1.36
Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,Mixed,582196,all,,bo1,0.94,216,16,18,4,83%,142,30%,6,3,0.89
benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,Mixed,582196,all,,bo1,0.81,136,10,13,4,70%,91,33%,3,2,0.77
paTiTek,TH,https://www.vlr.gg/player/309/patitek,Mixed,582196,all,,bo1,0.56,116,9,17,4,65%,76,26%,1,1,0.53
yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,Mixed,582196,all,,bo1,1.36,260,23,11,6,83%,170,19%,1,3,2.09
jowa,WOL,https://www.vlr.gg/player/19292/jowa,Mixed,582196,all,,bo1,1.28,195,15,11,10,78%,120,33%,3,1,1.36
Spring,WOL,https://www.vlr.gg/player/14125/spring,Mixed,582196,all,,bo1,1.11,214,17,14,4,70%,137,25%,3,3,1.21
SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,Mixed,582196,all,,bo1,1.01,125,9,9,6,78%,91,26%,0,0,1.0
Satoshi,WOL,https://www.vlr.gg/player/46532/satoshi,Mixed,582196,all,,bo1,0.44,88,6,17,4,57%,62,13%,1,8,0.35
ComeBack,TH,https://www.vlr.gg/player/40591/comeback,Mixed,582197,all,,bo1,1.29,272,20,17,4,71%,166,37%,6,2,1.18
Boo,TH,https://www.vlr.gg/player/1144/boo,Mixed,582197,all,,bo1,0.92,175,13,14,13,76%,97,43%,2,5,0.93
paTiTek,TH,https://www.vlr.gg/player/309/patitek,Mixed,582197,all,,bo1,0.86,187,14,17,6,76%,127,26%,1,1,0.82
benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,Mixed,582197,all,,bo1,0.72,143,12,17,0,62%,90,52%,1,0,0.71
