Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD,SeriesFormat
Akame,DFM,https://www.vlr.gg/player/13002/akame,Pacific,595658,all,,0.58,100,14,30,6,0.47,51%,73,27%,0,2,bo3
yatsuka,DFM,https://www.vlr.gg/player/29843/yatsuka,Pacific,595658,all,,0.55,130,18,34,5,0.53,51%,81,43%,5,11,bo3
something,PRX,https://www.vlr.gg/player/17086/something,Pacific,595658,all,,1.33,217,34,17,7,2.0,82%,166,28%,3,3,bo3
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Pacific,595658,all,,1.3,265,37,22,16,1.68,82%,165,34%,7,2,bo3
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Pacific,595658,all,,1.27,264,36,22,7,1.64,74%,164,25%,7,3,bo3
invy,PRX,https://www.vlr.gg/player/8504/invy,Pacific,595658,all,,1.07,194,24,20,9,1.2,79%,123,30%,2,1,bo3
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Pacific,595658,all,,1.05,192,28,23,8,1.22,79%,121,24%,7,4,bo3
Monyet,RRQ,https://www.vlr.gg/player/8497/monyet,Pacific,595650,all,,1.06,221,54,58,23,0.93,73%,141,27%,10,13,bo5
Jemkin,RRQ,https://www.vlr.gg/player/24895/jemkin,Pacific,595650,all,,0.96,183,48,55,10,0.87,76%,121,31%,13,9,bo5
xffero,RRQ,https://www.vlr.gg/player/4871/xffero,Pacific,595650,all,,0.91,173,39,53,31,0.74,72%,111,31%,3,5,bo5
Kushy,RRQ,https://www.vlr.gg/player/4866/kushy,Pacific,595650,all,,0.72,130,39,57,10,0.68,62%,104,26%,4,2,bo5
crazyguy,RRQ,https://www.vlr.gg/player/1430/crazyguy,Pacific,595650,all,,0.64,107,25,53,23,0.47,61%,70,31%,3,9,bo5
iZu,T1,https://www.vlr.gg/player/29833/izu,Pacific,595650,all,,1.27,259,65,40,11,1.62,82%,160,36%,10,5,bo5
Meteor,T1,https://www.vlr.gg/player/13039/meteor,Pacific,595650,all,,1.18,258,69,50,14,1.38,83%,168,34%,12,10,bo5
Munchkin,T1,https://www.vlr.gg/player/2489/munchkin,Pacific,595650,all,,1.07,169,45,35,31,1.29,82%,108,24%,2,6,bo5
stax,T1,https://www.vlr.gg/player/485/stax,Pacific,595650,all,,1.04,158,40,35,23,1.14,77%,108,26%,2,1,bo5
BuZz,T1,https://www.vlr.gg/player/804/buzz,Pacific,595650,all,,0.91,232,57,49,16,1.16,72%,146,22%,12,11,bo5
Jemkin,RRQ,https://www.vlr.gg/player/24895/jemkin,Pacific,595659,all,,1.1,244,79,68,9,1.16,63%,150,29%,17,12,bo5
crazyguy,RRQ,https://www.vlr.gg/player/1430/crazyguy,Pacific,595659,all,,1.06,179,57,57,25,1.0,63%,123,28%,3,5,bo5
xffero,RRQ,https://www.vlr.gg/player/4871/xffero,Pacific,595659,all,,0.98,200,61,65,18,0.94,78%,137,34%,5,4,bo5
Kushy,RRQ,https://www.vlr.gg/player/4866/kushy,Pacific,595659,all,,0.87,186,57,69,19,0.83,73%,121,31%,9,6,bo5
Monyet,RRQ,https://www.vlr.gg/player/8497/monyet,Pacific,595659,all,,0.72,186,49,79,33,0.62,64%,125,25%,8,21,bo5
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Pacific,595659,all,,1.44,296,101,58,11,1.74,76%,191,39%,12,7,bo5
invy,PRX,https://www.vlr.gg/player/8504/invy,Pacific,595659,all,,1.07,182,59,56,30,1.05,77%,126,29%,7,7,bo5
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Pacific,595659,all,,1.01,216,66,62,20,1.06,72%,137,23%,15,8,bo5
something,PRX,https://www.vlr.gg/player/17086/something,Pacific,595659,all,,0.83,183,61,67,13,0.91,68%,122,28%,9,13,bo5
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Pacific,595659,all,,0.75,163,51,60,24,0.85,73%,111,17%,5,7,bo5
