Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD,SeriesFormat
something,PRX,https://www.vlr.gg/player/17086/something,Pacific,542195,all,,1.6,283,40,23,21,1.74,88%,188,20%,6,1,bo3
f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,Pacific,542195,all,,1.36,268,41,25,17,1.64,78%,165,37%,6,7,bo3
Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,Pacific,542195,all,,1.32,286,39,27,12,1.44,78%,183,16%,6,5,bo3
d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,Pacific,542195,all,,0.91,158,25,25,12,1.0,73%,107,22%,2,3,bo3
PatMen,PRX,https://www.vlr.gg/player/13744/patmen,Pacific,542195,all,,0.66,128,18,26,7,0.69,65%,89,35%,2,2,bo3
NoMan,XLG,https://www.vlr.gg/player/11527/noman,CN,542195,all,,1.05,253,35,34,5,1.03,70%,159,34%,6,4,bo3
Rarga,XLG,https://www.vlr.gg/player/22047/rarga,CN,542195,all,,0.96,193,27,32,9,0.84,68%,125,27%,5,3,bo3
Viva,XLG,https://www.vlr.gg/player/36415/viva,CN,542195,all,,0.73,142,20,30,11,0.67,58%,96,35%,0,3,bo3
happywei,XLG,https://www.vlr.gg/player/37927/happywei,CN,542195,all,,0.71,165,21,32,13,0.66,55%,122,36%,3,8,bo3
coconut,XLG,https://www.vlr.gg/player/12365/coconut,CN,542195,all,,0.63,165,23,35,12,0.66,65%,101,36%,4,4,bo3
Cloud,GX,https://www.vlr.gg/player/4181/cloud,EMEA,542196,all,,1.34,254,51,36,15,1.42,71%,158,26%,6,5,bo3
Flickless,GX,https://www.vlr.gg/player/6959/flickless,EMEA,542196,all,,0.98,159,32,32,27,1.0,84%,106,26%,1,5,bo3
ara,GX,https://www.vlr.gg/player/11332/ara,EMEA,542196,all,,0.96,204,43,40,8,1.07,74%,132,32%,13,9,bo3
westside,GX,https://www.vlr.gg/player/34684/westside,EMEA,542196,all,,0.94,181,37,37,7,1.0,59%,118,49%,3,4,bo3
grubinho,GX,https://www.vlr.gg/player/5550/grubinho,EMEA,542196,all,,0.8,173,36,42,20,0.86,72%,111,27%,7,5,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,542196,all,,1.26,207,46,35,17,1.31,81%,122,33%,4,3,bo3
N4RRATE,SEN,https://www.vlr.gg/player/36245/n4rrate,Americas,542196,all,,1.05,204,38,40,27,0.95,71%,133,32%,4,5,bo3
