Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD,SeriesFormat
icy,G2,https://www.vlr.gg/player/8402/icy,Americas,314624,all,,0.62,136,17,27,11,0.63,70%,92,21%,6,4,bo3
NaturE,EG,https://www.vlr.gg/player/4927/nature,Americas,314624,all,,1.39,303,38,28,14,1.36,76%,203,34%,2,4,bo3
Derrek,EG,https://www.vlr.gg/player/1533/derrek,Americas,314624,all,,0.72,152,20,32,11,0.62,65%,111,32%,1,3,bo3
jawgemo,EG,https://www.vlr.gg/player/3993/jawgemo,Americas,314624,all,,0.65,155,17,31,7,0.55,54%,114,19%,5,7,bo3
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,314624,all,,0.63,147,19,31,10,0.61,62%,93,37%,3,5,bo3
Apoth,EG,https://www.vlr.gg/player/5188/apoth,Americas,314624,all,,0.52,125,16,32,9,0.5,57%,93,29%,2,5,bo3
Sacy,SEN,https://www.vlr.gg/player/659/sacy,Americas,314625,all,,1.4,233,36,25,17,1.44,74%,158,34%,4,3,bo3
Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,Americas,314625,all,,1.21,184,27,21,12,1.29,86%,128,26%,2,2,bo3
TenZ,SEN,https://www.vlr.gg/player/9/tenz,Americas,314625,all,,1.17,213,29,28,35,1.04,76%,127,25%,4,4,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,314625,all,,1.16,198,30,21,7,1.43,71%,135,36%,2,3,bo3
zekken,SEN,https://www.vlr.gg/player/4004/zekken,Americas,314625,all,,0.94,239,34,32,8,1.06,67%,150,25%,8,10,bo3
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,314625,all,,1.22,247,40,30,3,1.33,74%,171,29%,9,3,bo3
bang,100T,https://www.vlr.gg/player/3880/bang,Americas,314625,all,,1.04,215,29,33,16,0.88,76%,147,32%,3,6,bo3
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,314625,all,,0.88,152,21,29,9,0.72,74%,106,34%,3,2,bo3
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,314625,all,,0.82,191,27,32,8,0.84,60%,120,24%,4,4,bo3
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,314625,all,,0.33,82,10,32,12,0.31,52%,58,14%,3,5,bo3
heat,KRÜ,https://www.vlr.gg/player/8673/heat,Americas,314626,all,,1.53,259,64,38,39,1.68,83%,176,38%,5,4,bo3
keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,Americas,314626,all,,1.31,283,66,44,11,1.5,75%,181,32%,14,7,bo3
Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,Americas,314626,all,,1.06,158,38,32,14,1.19,78%,115,25%,3,2,bo3
Melser,KRÜ,https://www.vlr.gg/player/1311/melser,Americas,314626,all,,0.98,183,40,41,22,0.98,73%,131,33%,5,5,bo3
Klaus,KRÜ,https://www.vlr.gg/player/2610/klaus,Americas,314626,all,,0.78,167,33,43,14,0.77,73%,119,28%,11,8,bo3
nzr,FUR,https://www.vlr.gg/player/725/nzr,Americas,314626,all,,0.99,194,44,46,20,0.96,66%,124,34%,3,1,bo3
Khalil,FUR,https://www.vlr.gg/player/1711/khalil,Americas,314626,all,,0.92,175,38,44,14,0.86,70%,122,33%,3,5,bo3
mwzera,FUR,https://www.vlr.gg/player/939/mwzera,Americas,314626,all,,0.87,210,46,52,8,0.88,59%,139,17%,9,14,bo3
kon4n,FUR,https://www.vlr.gg/player/1671/kon4n,Americas,314626,all,,0.73,150,32,48,16,0.67,67%,108,22%,5,8,bo3
havoc,FUR,https://www.vlr.gg/player/8706/havoc,Americas,314626,all,,0.72,167,38,51,8,0.75,61%,121,47%,6,10,bo3
trent,G2,https://www.vlr.gg/player/15500/trent,Americas,314628,all,,1.14,246,35,33,23,1.06,72%,162,35%,3,4,bo3
leaf,G2,https://www.vlr.gg/player/7873/leaf,Americas,314628,all,,0.92,193,27,31,8,0.87,65%,130,30%,3,3,bo3
JonahP,G2,https://www.vlr.gg/player/4581/jonahp,Americas,314628,all,,0.9,153,20,27,25,0.74,79%,103,16%,2,1,bo3
valyn,G2,https://www.vlr.gg/player/3885/valyn,Americas,314628,all,,0.88,165,29,30,8,0.97,74%,98,26%,6,3,bo3
icy,G2,https://www.vlr.gg/player/8402/icy,Americas,314628,all,,0.75,179,24,32,11,0.75,67%,117,19%,6,12,bo3
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,314628,all,,1.25,193,33,23,7,1.43,70%,127,27%,3,1,bo3
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,314628,all,,1.24,229,34,28,22,1.21,77%,153,24%,2,0,bo3
bang,100T,https://www.vlr.gg/player/3880/bang,Americas,314628,all,,1.22,215,31,25,21,1.24,79%,138,28%,5,3,bo3
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,314628,all,,0.99,224,31,30,11,1.03,58%,154,20%,12,13,bo3
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,314628,all,,0.88,147,23,29,7,0.79,74%,98,25%,1,3,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,314629,all,,0.98,162,35,36,16,0.97,73%,126,32%,3,2,bo3
Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,Americas,314629,all,,0.94,203,39,40,3,0.97,70%,134,16%,6,7,bo3
TenZ,SEN,https://www.vlr.gg/player/9/tenz,Americas,314629,all,,0.91,190,37,45,25,0.82,72%,121,26%,7,8,bo3
zekken,SEN,https://www.vlr.gg/player/4004/zekken,Americas,314629,all,,0.77,204,41,48,6,0.85,65%,125,26%,7,8,bo3
Sacy,SEN,https://www.vlr.gg/player/659/sacy,Americas,314629,all,,0.76,134,28,43,16,0.65,67%,107,30%,5,6,bo3
aspas,LEV,https://www.vlr.gg/player/8480/aspas,Americas,314629,all,,1.61,314,68,34,9,2.0,78%,213,32%,13,7,bo3
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,314629,all,,1.14,222,46,36,14,1.28,78%,150,33%,6,4,bo3
Mazino,LEV,https://www.vlr.gg/player/7603/mazino,Americas,314629,all,,0.89,161,36,36,21,1.0,75%,115,30%,5,3,bo3
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,314629,all,,0.89,170,33,39,22,0.85,75%,105,22%,4,10,bo3
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,314629,all,,0.79,133,29,35,6,0.83,75%,92,26%,3,4,bo3
Klaus,KRÜ,https://www.vlr.gg/player/2610/klaus,Americas,314630,all,,1.21,212,30,24,17,1.25,85%,136,24%,2,1,bo3
keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,Americas,314630,all,,1.18,268,38,27,6,1.41,70%,184,26%,7,8,bo3
heat,KRÜ,https://www.vlr.gg/player/8673/heat,Americas,314630,all,,1.17,203,31,25,13,1.24,75%,136,42%,3,4,bo3
Melser,KRÜ,https://www.vlr.gg/player/1311/melser,Americas,314630,all,,1.03,178,27,22,6,1.23,73%,130,38%,7,5,bo3
Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,Americas,314630,all,,1.01,168,24,23,8,1.04,78%,120,31%,1,2,bo3
jzz,MIBR,https://www.vlr.gg/player/13093/jzz,Americas,314630,all,,0.97,208,29,31,9,0.94,70%,144,40%,7,3,bo3
frz,MIBR,https://www.vlr.gg/player/651/frz,Americas,314630,all,,0.93,203,27,28,6,0.96,68%,134,20%,2,7,bo3
artzin,MIBR,https://www.vlr.gg/player/5957/artzin,Americas,314630,all,,0.91,212,28,35,4,0.8,58%,141,26%,7,5,bo3
RgLMeister,MIBR,https://www.vlr.gg/player/5351/rglmeister,Americas,314630,all,,0.76,147,20,30,12,0.67,68%,89,21%,2,3,bo3
mazin,MIBR,https://www.vlr.gg/player/8872/mazin,Americas,314630,all,,0.75,130,17,26,11,0.65,73%,86,28%,2,2,bo3
Victor,NRG,https://www.vlr.gg/player/261/victor,Americas,314631,all,,1.44,305,40,23,8,1.74,78%,203,24%,7,3,bo3
Demon1,NRG,https://www.vlr.gg/player/26171/demon1,Americas,314631,all,,1.31,272,38,23,1,1.65,81%,185,52%,9,3,bo3
Marved,NRG,https://www.vlr.gg/player/263/marved,Americas,314631,all,,1.22,208,26,18,14,1.44,78%,135,28%,2,3,bo3
crashies,NRG,https://www.vlr.gg/player/4/crashies,Americas,314631,all,,0.98,185,24,22,15,1.09,86%,114,50%,0,1,bo3
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,314631,all,,0.94,158,20,20,16,1.0,78%,113,25%,3,5,bo3
nzr,FUR,https://www.vlr.gg/player/725/nzr,Americas,314631,all,,1.16,200,25,26,10,0.96,67%,136,23%,1,1,bo3
mwzera,FUR,https://www.vlr.gg/player/939/mwzera,Americas,314631,all,,0.77,178,23,31,10,0.74,64%,113,29%,2,6,bo3
Khalil,FUR,https://www.vlr.gg/player/1711/khalil,Americas,314631,all,,0.75,147,18,30,8,0.6,64%,98,19%,2,0,bo3
kon4n,FUR,https://www.vlr.gg/player/1671/kon4n,Americas,314631,all,,0.72,153,19,29,13,0.66,61%,94,25%,4,3,bo3
havoc,FUR,https://www.vlr.gg/player/8706/havoc,Americas,314631,all,,0.67,184,21,32,6,0.66,64%,120,33%,6,11,bo3
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,314632,all,,1.6,372,76,45,13,1.69,83%,225,27%,15,10,bo3
runi,C9,https://www.vlr.gg/player/16003/runi,Americas,314632,all,,1.19,196,44,33,22,1.33,75%,144,37%,5,4,bo3
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,314632,all,,1.05,203,43,39,22,1.1,77%,119,27%,5,6,bo3
moose,C9,https://www.vlr.gg/player/7458/moose,Americas,314632,all,,1.02,171,37,34,13,1.09,70%,120,30%,1,5,bo3
vanity,C9,https://www.vlr.gg/player/7870/vanity,Americas,314632,all,,0.78,141,29,40,21,0.72,73%,83,18%,4,5,bo3
NaturE,EG,https://www.vlr.gg/player/4927/nature,Americas,314632,all,,0.94,166,35,42,20,0.83,72%,117,38%,2,3,bo3
Apoth,EG,https://www.vlr.gg/player/5188/apoth,Americas,314632,all,,0.94,195,40,44,12,0.91,67%,135,39%,7,9,bo3
Derrek,EG,https://www.vlr.gg/player/1533/derrek,Americas,314632,all,,0.91,185,35,44,23,0.8,62%,124,34%,2,1,bo3
jawgemo,EG,https://www.vlr.gg/player/3993/jawgemo,Americas,314632,all,,0.8,206,43,52,3,0.83,60%,136,28%,12,8,bo3
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,314632,all,,0.8,192,37,47,18,0.79,70%,126,33%,7,9,bo3
TenZ,SEN,https://www.vlr.gg/player/9/tenz,Americas,314634,all,,1.62,251,34,15,22,2.27,86%,154,29%,4,0,bo3
zekken,SEN,https://www.vlr.gg/player/4004/zekken,Americas,314634,all,,1.42,325,40,24,10,1.67,89%,203,25%,14,7,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,314634,all,,1.33,224,29,17,16,1.71,89%,141,32%,1,4,bo3
Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,Americas,314634,all,,1.25,203,26,19,18,1.37,83%,141,18%,0,2,bo3
Sacy,SEN,https://www.vlr.gg/player/659/sacy,Americas,314634,all,,0.94,150,22,19,9,1.16,81%,95,44%,3,1,bo3
mazin,MIBR,https://www.vlr.gg/player/8872/mazin,Americas,314634,all,,0.96,166,20,26,19,0.77,61%,97,34%,1,3,bo3
RgLMeister,MIBR,https://www.vlr.gg/player/5351/rglmeister,Americas,314634,all,,0.82,168,21,31,10,0.68,50%,111,38%,3,0,bo3
frz,MIBR,https://www.vlr.gg/player/651/frz,Americas,314634,all,,0.67,141,17,30,6,0.57,50%,100,23%,2,8,bo3
artzin,MIBR,https://www.vlr.gg/player/5957/artzin,Americas,314634,all,,0.63,180,21,32,7,0.66,53%,125,25%,5,8,bo3
jzz,MIBR,https://www.vlr.gg/player/13093/jzz,Americas,314634,all,,0.52,134,15,32,6,0.47,53%,92,39%,3,3,bo3
runi,C9,https://www.vlr.gg/player/16003/runi,Americas,314635,all,,1.23,226,55,38,15,1.45,87%,149,39%,7,4,bo3
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,314635,all,,1.19,283,63,49,17,1.29,76%,187,27%,17,13,bo3
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,314635,all,,1.05,176,40,39,41,1.03,84%,108,28%,5,4,bo3
moose,C9,https://www.vlr.gg/player/7458/moose,Americas,314635,all,,1.03,157,39,32,10,1.22,79%,100,23%,2,0,bo3
vanity,C9,https://www.vlr.gg/player/7870/vanity,Americas,314635,all,,1.02,167,37,36,28,1.03,79%,113,20%,7,4,bo3
saadhak,LOUD,https://www.vlr.gg/player/727/saadhak,Americas,314635,all,,1.06,231,46,46,18,1.0,67%,152,23%,4,10,bo3
Less,LOUD,https://www.vlr.gg/player/8447/less,Americas,314635,all,,0.98,197,45,44,11,1.02,65%,136,32%,4,5,bo3
cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,Americas,314635,all,,0.94,191,39,49,18,0.8,73%,129,24%,6,6,bo3
tuyz,LOUD,https://www.vlr.gg/player/2408/tuyz,Americas,314635,all,,0.86,153,33,46,19,0.72,62%,100,27%,2,2,bo3
ambitioN,LOUD,https://www.vlr.gg/player/1575/ambition,Americas,314635,all,,0.73,159,31,49,15,0.63,65%,115,15%,9,15,bo3
Klaus,KRÜ,https://www.vlr.gg/player/2610/klaus,Americas,314636,all,,1.27,238,35,21,9,1.67,78%,149,32%,8,2,bo3
heat,KRÜ,https://www.vlr.gg/player/8673/heat,Americas,314636,all,,1.21,231,31,23,11,1.35,78%,151,49%,3,3,bo3
Melser,KRÜ,https://www.vlr.gg/player/1311/melser,Americas,314636,all,,1.19,188,27,21,13,1.29,70%,138,38%,2,2,bo3
keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,Americas,314636,all,,1.18,252,37,23,5,1.61,65%,160,31%,6,10,bo3
Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,Americas,314636,all,,0.95,163,23,23,13,1.0,78%,110,18%,2,2,bo3
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,314636,all,,0.95,198,28,31,6,0.9,68%,134,39%,5,2,bo3
Derrek,EG,https://www.vlr.gg/player/1533/derrek,Americas,314636,all,,0.94,179,25,28,6,0.89,63%,124,39%,2,0,bo3
NaturE,EG,https://www.vlr.gg/player/4927/nature,Americas,314636,all,,0.88,192,26,32,5,0.81,53%,123,35%,4,3,bo3
Apoth,EG,https://www.vlr.gg/player/5188/apoth,Americas,314636,all,,0.61,125,14,29,6,0.48,50%,79,34%,6,8,bo3
jawgemo,EG,https://www.vlr.gg/player/3993/jawgemo,Americas,314636,all,,0.51,140,18,33,5,0.55,45%,94,28%,2,8,bo3
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,314637,all,,1.05,210,23,28,13,0.82,59%,123,26%,2,1,bo3
Marved,NRG,https://www.vlr.gg/player/263/marved,Americas,314637,all,,0.75,200,23,30,5,0.77,56%,132,26%,3,4,bo3
crashies,NRG,https://www.vlr.gg/player/4/crashies,Americas,314637,all,,0.6,119,14,28,4,0.5,38%,84,40%,0,3,bo3
Victor,NRG,https://www.vlr.gg/player/261/victor,Americas,314637,all,,0.47,134,13,30,8,0.43,59%,81,31%,3,1,bo3
Demon1,NRG,https://www.vlr.gg/player/26171/demon1,Americas,314637,all,,0.38,123,13,30,5,0.43,44%,82,29%,2,15,bo3
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,314637,all,,1.57,271,34,17,20,2.0,85%,181,30%,3,1,bo3
aspas,LEV,https://www.vlr.gg/player/8480/aspas,Americas,314637,all,,1.51,250,34,15,7,2.27,82%,169,32%,7,3,bo3
Mazino,LEV,https://www.vlr.gg/player/7603/mazino,Americas,314637,all,,1.5,292,37,21,15,1.76,85%,192,37%,6,3,bo3
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,314637,all,,1.19,184,23,16,12,1.44,79%,119,36%,5,1,bo3
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,314637,all,,0.99,144,17,17,15,1.0,85%,98,32%,3,2,bo3
trent,G2,https://www.vlr.gg/player/15500/trent,Americas,314638,all,,1.73,248,31,10,14,3.1,88%,161,33%,2,0,bo3
leaf,G2,https://www.vlr.gg/player/7873/leaf,Americas,314638,all,,1.5,244,33,11,5,3.0,91%,146,19%,5,1,bo3
JonahP,G2,https://www.vlr.gg/player/4581/jonahp,Americas,314638,all,,1.44,250,30,17,10,1.76,91%,159,28%,3,1,bo3
icy,G2,https://www.vlr.gg/player/8402/icy,Americas,314638,all,,1.17,231,26,20,8,1.3,88%,144,21%,11,3,bo3
valyn,G2,https://www.vlr.gg/player/3885/valyn,Americas,314638,all,,0.99,161,19,17,12,1.12,84%,96,20%,3,3,bo3
nzr,FUR,https://www.vlr.gg/player/725/nzr,Americas,314638,all,,0.89,168,20,26,4,0.77,53%,99,20%,2,1,bo3
havoc,FUR,https://www.vlr.gg/player/8706/havoc,Americas,314638,all,,0.66,160,17,28,5,0.61,47%,114,40%,1,5,bo3
kon4n,FUR,https://www.vlr.gg/player/1671/kon4n,Americas,314638,all,,0.58,148,17,28,2,0.61,50%,97,32%,2,5,bo3
Khalil,FUR,https://www.vlr.gg/player/1711/khalil,Americas,314638,all,,0.5,119,10,26,8,0.38,47%,98,30%,1,6,bo3
mwzera,FUR,https://www.vlr.gg/player/939/mwzera,Americas,314638,all,,0.33,122,11,31,12,0.35,59%,78,15%,2,7,bo3
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,314639,all,,0.99,255,35,37,7,0.95,64%,165,36%,9,7,bo3
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,314639,all,,0.9,180,21,31,17,0.68,72%,136,22%,1,3,bo3
vanity,C9,https://www.vlr.gg/player/7870/vanity,Americas,314639,all,,0.7,152,19,33,18,0.58,56%,101,24%,2,5,bo3
runi,C9,https://www.vlr.gg/player/16003/runi,Americas,314639,all,,0.59,127,17,32,4,0.53,56%,90,23%,3,3,bo3
moose,C9,https://www.vlr.gg/player/7458/moose,Americas,314639,all,,0.58,117,15,32,7,0.47,54%,79,17%,2,4,bo3
Asuna,100T,https://www.vlr.gg/player/601/asuna,Americas,314639,all,,1.46,251,36,21,27,1.71,90%,162,22%,3,2,bo3
eeiu,100T,https://www.vlr.gg/player/796/eeiu,Americas,314639,all,,1.37,194,29,17,9,1.71,82%,144,31%,1,0,bo3
bang,100T,https://www.vlr.gg/player/3880/bang,Americas,314639,all,,1.36,236,36,19,11,1.89,90%,141,33%,4,4,bo3
Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,Americas,314639,all,,1.34,282,40,25,11,1.6,79%,181,21%,9,4,bo3
Boostio,100T,https://www.vlr.gg/player/604/boostio,Americas,314639,all,,0.92,195,24,25,15,0.96,85%,131,17%,5,7,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,314640,all,,1.12,207,54,47,27,1.15,70%,126,22%,3,4,bo3
TenZ,SEN,https://www.vlr.gg/player/9/tenz,Americas,314640,all,,1.06,223,52,53,32,0.98,73%,139,24%,8,5,bo3
Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,Americas,314640,all,,1.01,204,46,50,32,0.92,64%,130,25%,7,11,bo3
zekken,SEN,https://www.vlr.gg/player/4004/zekken,Americas,314640,all,,0.97,231,54,55,10,0.98,69%,159,22%,16,8,bo3
Sacy,SEN,https://www.vlr.gg/player/659/sacy,Americas,314640,all,,0.85,164,40,50,23,0.8,69%,112,31%,3,5,bo3
jawgemo,EG,https://www.vlr.gg/player/3993/jawgemo,Americas,314640,all,,1.11,253,59,51,10,1.16,69%,165,19%,14,10,bo3
Apoth,EG,https://www.vlr.gg/player/5188/apoth,Americas,314640,all,,1.06,215,53,47,15,1.13,60%,141,39%,3,11,bo3
NaturE,EG,https://www.vlr.gg/player/4927/nature,Americas,314640,all,,0.96,182,48,47,28,1.02,69%,121,28%,2,4,bo3
supamen,EG,https://www.vlr.gg/player/826/supamen,Americas,314640,all,,0.95,194,51,51,14,1.0,73%,127,37%,10,6,bo3
Derrek,EG,https://www.vlr.gg/player/1533/derrek,Americas,314640,all,,0.89,169,44,50,15,0.88,66%,116,28%,4,6,bo3
Victor,NRG,https://www.vlr.gg/player/261/victor,Americas,314641,all,,1.49,280,40,21,8,1.9,79%,186,34%,3,2,bo3
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,314641,all,,1.31,244,34,19,13,1.79,87%,160,22%,2,5,bo3
crashies,NRG,https://www.vlr.gg/player/4/crashies,Americas,314641,all,,1.12,201,29,21,7,1.38,68%,118,26%,5,3,bo3
Marved,NRG,https://www.vlr.gg/player/263/marved,Americas,314641,all,,1.03,197,26,21,11,1.24,74%,131,34%,4,5,bo3
Demon1,NRG,https://www.vlr.gg/player/26171/demon1,Americas,314641,all,,0.94,174,22,24,9,0.92,82%,119,25%,5,4,bo3
artzin,MIBR,https://www.vlr.gg/player/5957/artzin,Americas,314641,all,,1.0,220,27,33,11,0.82,66%,154,31%,6,7,bo3
frz,MIBR,https://www.vlr.gg/player/651/frz,Americas,314641,all,,0.98,167,22,28,11,0.79,58%,110,25%,3,4,bo3
jzz,MIBR,https://www.vlr.gg/player/13093/jzz,Americas,314641,all,,0.97,219,27,31,8,0.87,66%,154,24%,8,4,bo3
RgLMeister,MIBR,https://www.vlr.gg/player/5351/rglmeister,Americas,314641,all,,0.58,106,16,30,10,0.53,53%,66,18%,1,1,bo3
mazin,MIBR,https://www.vlr.gg/player/8872/mazin,Americas,314641,all,,0.5,87,14,29,8,0.48,47%,63,22%,1,3,bo3
leaf,G2,https://www.vlr.gg/player/7873/leaf,Americas,314642,all,,1.24,256,54,43,11,1.26,69%,176,26%,6,7,bo3
JonahP,G2,https://www.vlr.gg/player/4581/jonahp,Americas,314642,all,,1.03,191,42,43,12,0.98,69%,118,28%,5,2,bo3
valyn,G2,https://www.vlr.gg/player/3885/valyn,Americas,314642,all,,0.84,158,33,45,14,0.73,68%,105,30%,4,7,bo3
icy,G2,https://www.vlr.gg/player/8402/icy,Americas,314642,all,,0.72,169,35,50,9,0.7,61%,111,22%,6,10,bo3
trent,G2,https://www.vlr.gg/player/15500/trent,Americas,314642,all,,0.65,135,29,48,8,0.6,58%,97,39%,4,11,bo3
aspas,LEV,https://www.vlr.gg/player/8480/aspas,Americas,314642,all,,1.43,258,63,34,8,1.85,79%,173,29%,8,7,bo3
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,314642,all,,1.07,200,42,40,33,1.05,79%,132,38%,8,2,bo3
Mazino,LEV,https://www.vlr.gg/player/7603/mazino,Americas,314642,all,,1.01,200,45,41,30,1.1,77%,131,24%,4,5,bo3
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,314642,all,,0.98,203,44,37,4,1.19,74%,138,43%,11,8,bo3
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,314642,all,,0.85,168,35,41,16,0.85,71%,113,23%,6,3,bo3
Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,Americas,314643,all,,1.29,236,36,26,13,1.38,71%,168,28%,5,2,bo3
Melser,KRÜ,https://www.vlr.gg/player/1311/melser,Americas,314643,all,,1.24,174,30,20,10,1.5,76%,116,23%,1,4,bo3
heat,KRÜ,https://www.vlr.gg/player/8673/heat,Americas,314643,all,,1.24,208,35,22,12,1.59,81%,134,34%,3,4,bo3
keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,Americas,314643,all,,1.16,225,32,29,13,1.1,74%,155,27%,8,7,bo3
Klaus,KRÜ,https://www.vlr.gg/player/2610/klaus,Americas,314643,all,,0.88,170,23,30,15,0.77,71%,113,18%,4,4,bo3
saadhak,LOUD,https://www.vlr.gg/player/727/saadhak,Americas,314643,all,,1.05,226,30,31,20,0.97,67%,151,31%,8,3,bo3
Less,LOUD,https://www.vlr.gg/player/8447/less,Americas,314643,all,,0.96,191,29,30,4,0.97,60%,131,24%,2,3,bo3
