Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD,SeriesFormat
mazin,MIBR,https://www.vlr.gg/player/8872/mazin,Americas,353177,all,,1.18,244,35,29,15,1.21,71%,156,31%,6,2,bo3
artzin,MIBR,https://www.vlr.gg/player/5957/artzin,Americas,353177,all,,1.06,229,34,30,13,1.13,69%,144,34%,7,3,bo3
ShahZaM,MIBR,https://www.vlr.gg/player/46/shahzam,Americas,353177,all,,0.91,173,23,29,14,0.79,74%,124,24%,3,4,bo3
liazzi,MIBR,https://www.vlr.gg/player/2567/liazzi,Americas,353177,all,,0.65,140,21,30,6,0.7,67%,104,31%,1,3,bo3
Pa1nt,MIBR,https://www.vlr.gg/player/23407/pa1nt,Americas,353177,all,,0.53,141,19,35,12,0.54,64%,101,24%,4,9,bo3
kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,Americas,353177,all,,1.27,232,34,24,16,1.42,69%,158,26%,6,3,bo3
aspas,LEV,https://www.vlr.gg/player/8480/aspas,Americas,353177,all,,1.17,206,32,24,8,1.33,74%,144,31%,7,5,bo3
Mazino,LEV,https://www.vlr.gg/player/7603/mazino,Americas,353177,all,,1.15,221,31,29,21,1.07,76%,150,27%,2,6,bo3
tex,LEV,https://www.vlr.gg/player/1818/tex,Americas,353177,all,,1.07,198,29,28,5,1.04,64%,143,30%,4,6,bo3
C0M,LEV,https://www.vlr.gg/player/619/c0m,Americas,353177,all,,1.06,185,27,27,12,1.0,71%,130,23%,2,1,bo3
zekken,SEN,https://www.vlr.gg/player/4004/zekken,Americas,353178,all,,1.41,317,46,33,21,1.39,77%,213,29%,12,8,bo3
Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,Americas,353178,all,,1.28,212,37,24,22,1.54,83%,135,22%,2,1,bo3
TenZ,SEN,https://www.vlr.gg/player/9/tenz,Americas,353178,all,,1.22,209,36,29,24,1.24,77%,134,20%,5,3,bo3
Sacy,SEN,https://www.vlr.gg/player/659/sacy,Americas,353178,all,,1.22,218,38,26,17,1.46,81%,145,36%,3,5,bo3
johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,Americas,353178,all,,0.87,150,25,28,9,0.89,70%,102,33%,3,4,bo3
