Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD,SeriesFormat
Ethan,NRG,https://www.vlr.gg/player/11225/ethan,Americas,295605,all,,1.32,245,37,24,23,1.54,84%,164,24%,3,5,bo3
Demon1,NRG,https://www.vlr.gg/player/26171/demon1,Americas,295605,all,,1.16,214,33,26,6,1.27,70%,146,26%,12,5,bo3
Victor,NRG,https://www.vlr.gg/player/261/victor,Americas,295605,all,,1.15,223,35,27,9,1.3,82%,143,28%,8,3,bo3
crashies,NRG,https://www.vlr.gg/player/4/crashies,Americas,295605,all,,1.04,183,29,24,15,1.21,80%,120,28%,3,1,bo3
Marved,NRG,https://www.vlr.gg/player/263/marved,Americas,295605,all,,0.82,153,24,31,20,0.77,80%,109,24%,1,3,bo3
mwzera,FUR,https://www.vlr.gg/player/939/mwzera,Americas,295605,all,,1.29,230,36,29,10,1.24,77%,147,24%,9,8,bo3
Khalil,FUR,https://www.vlr.gg/player/1711/khalil,Americas,295605,all,,0.96,180,29,31,5,0.94,66%,128,32%,1,3,bo3
liazzi,FUR,https://www.vlr.gg/player/2567/liazzi,Americas,295605,all,,0.96,186,27,31,19,0.87,73%,112,36%,3,4,bo3
kon4n,FUR,https://www.vlr.gg/player/1671/kon4n,Americas,295605,all,,0.95,180,26,30,11,0.87,77%,112,14%,2,1,bo3
havoc,FUR,https://www.vlr.gg/player/8706/havoc,Americas,295605,all,,0.32,115,14,37,14,0.38,48%,77,23%,2,11,bo3
wippie,C9,https://www.vlr.gg/player/4373/wippie,Americas,295606,all,,1.16,191,44,37,17,1.19,82%,129,19%,5,3,bo3
OXY,C9,https://www.vlr.gg/player/18796/oxy,Americas,295606,all,,1.1,276,65,56,9,1.16,66%,179,37%,17,13,bo3
vanity,C9,https://www.vlr.gg/player/7870/vanity,Americas,295606,all,,1.07,174,42,41,23,1.02,74%,111,24%,1,10,bo3
Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,Americas,295606,all,,1.04,212,52,50,20,1.04,84%,131,27%,8,8,bo3
jakee,C9,https://www.vlr.gg/player/8742/jakee,Americas,295606,all,,0.97,168,37,44,33,0.84,76%,112,20%,1,2,bo3
RgLMeister,MIBR,https://www.vlr.gg/player/5351/rglmeister,Americas,295606,all,,1.12,189,46,39,30,1.18,84%,123,27%,2,4,bo3
jzz,MIBR,https://www.vlr.gg/player/13093/jzz,Americas,295606,all,,0.94,216,50,53,17,0.94,76%,147,29%,11,12,bo3
mazin,MIBR,https://www.vlr.gg/player/8872/mazin,Americas,295606,all,,0.92,178,43,49,27,0.88,71%,118,27%,5,3,bo3
artzin,MIBR,https://www.vlr.gg/player/5957/artzin,Americas,295606,all,,0.87,203,47,51,9,0.92,75%,133,19%,12,7,bo3
frz,MIBR,https://www.vlr.gg/player/651/frz,Americas,295606,all,,0.81,165,42,48,12,0.88,63%,109,23%,6,6,bo3
