match_id,map_num,map_name,round,winner_org,winner_side,win_condition,score_after,date,event
167348,113040,IceboxPICK,1,MKOI,attack,elimination,1-0,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,2,MKOI,attack,elimination,2-0,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,3,MKOI,attack,elimination,3-0,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,4,MKOI,attack,elimination,4-0,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,5,NRG,defense,elimination,4-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,6,MKOI,attack,elimination,5-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,7,MKOI,attack,elimination,6-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,8,MKOI,attack,elimination,7-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,9,MKOI,attack,elimination,8-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,10,NRG,defense,defuse,8-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,11,MKOI,attack,detonate,9-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,12,NRG,defense,elimination,9-3,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,13,NRG,attack,elimination,9-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,14,NRG,attack,elimination,9-5,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,15,NRG,attack,elimination,9-6,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,16,NRG,attack,elimination,9-7,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,17,MKOI,defense,defuse,10-7,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,18,NRG,attack,detonate,10-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,19,NRG,attack,detonate,10-9,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,20,NRG,attack,elimination,10-10,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,21,NRG,attack,detonate,10-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,22,MKOI,defense,elimination,11-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,23,NRG,attack,elimination,11-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113040,IceboxPICK,24,NRG,attack,elimination,11-13,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,1,MKOI,defense,defuse,1-0,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,2,NRG,attack,elimination,1-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,3,NRG,attack,detonate,1-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,4,MKOI,defense,defuse,2-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,5,NRG,attack,detonate,2-3,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,6,MKOI,defense,defuse,3-3,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,7,NRG,attack,detonate,3-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,8,NRG,attack,detonate,3-5,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,9,NRG,attack,detonate,3-6,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,10,MKOI,defense,elimination,4-6,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,11,NRG,attack,elimination,4-7,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,12,NRG,attack,elimination,4-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,13,MKOI,attack,elimination,5-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,14,MKOI,attack,elimination,6-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,15,MKOI,attack,detonate,7-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,16,MKOI,attack,detonate,8-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,17,NRG,defense,defuse,8-9,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,18,NRG,defense,elimination,8-10,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,19,NRG,defense,defuse,8-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,20,MKOI,attack,elimination,9-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,21,NRG,defense,defuse,9-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167348,113041,HavenPICK,22,NRG,defense,defuse,9-13,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,1,GIA,defense,elimination,0-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,2,GIA,defense,elimination,0-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,3,DFM,attack,elimination,1-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,4,GIA,defense,defuse,1-3,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,5,GIA,defense,elimination,1-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,6,DFM,attack,detonate,2-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,7,DFM,attack,elimination,3-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,8,DFM,attack,elimination,4-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,9,GIA,defense,defuse,4-5,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,10,GIA,defense,defuse,4-6,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,11,GIA,defense,elimination,4-7,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,12,GIA,defense,defuse,4-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,13,GIA,attack,elimination,4-9,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,14,GIA,attack,elimination,4-10,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,15,GIA,attack,detonate,4-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,16,GIA,attack,detonate,4-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113043,HavenPICK,17,GIA,attack,elimination,4-13,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,1,GIA,attack,elimination,0-1,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,2,GIA,attack,elimination,0-2,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,3,GIA,attack,elimination,0-3,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,4,GIA,attack,elimination,0-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,5,DFM,defense,time,1-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,6,DFM,defense,defuse,2-4,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,7,GIA,attack,elimination,2-5,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,8,DFM,defense,defuse,3-5,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,9,GIA,attack,elimination,3-6,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,10,GIA,attack,elimination,3-7,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,11,GIA,attack,elimination,3-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,12,DFM,defense,elimination,4-8,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,13,GIA,defense,elimination,4-9,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,14,GIA,defense,elimination,4-10,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,15,DFM,attack,elimination,5-10,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,16,GIA,defense,time,5-11,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,17,GIA,defense,defuse,5-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,18,DFM,attack,elimination,6-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,19,DFM,attack,elimination,7-12,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167349,113044,IceboxPICK,20,GIA,defense,elimination,7-13,2023-02-13,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,1,LOUD,defense,defuse,0-1,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,2,LOUD,defense,elimination,0-2,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,3,LOUD,defense,elimination,0-3,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,4,LOUD,defense,elimination,0-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,5,GEN,attack,elimination,1-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,6,GEN,attack,elimination,2-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,7,GEN,attack,elimination,3-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,8,GEN,attack,detonate,4-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,9,GEN,attack,detonate,5-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,10,GEN,attack,elimination,6-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,11,GEN,attack,elimination,7-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,12,LOUD,defense,elimination,7-5,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,13,GEN,defense,defuse,8-5,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,14,GEN,defense,defuse,9-5,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,15,LOUD,attack,elimination,9-6,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,16,LOUD,attack,detonate,9-7,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,17,LOUD,attack,elimination,9-8,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,18,LOUD,attack,elimination,9-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,19,LOUD,attack,elimination,9-10,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,20,LOUD,attack,elimination,9-11,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,21,LOUD,attack,elimination,9-12,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113046,PearlPICK,22,LOUD,attack,elimination,9-13,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,1,GEN,defense,elimination,1-0,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,2,GEN,defense,defuse,2-0,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,3,GEN,defense,elimination,3-0,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,4,LOUD,attack,elimination,3-1,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,5,LOUD,attack,detonate,3-2,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,6,LOUD,attack,detonate,3-3,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,7,LOUD,attack,elimination,3-4,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,8,LOUD,attack,elimination,3-5,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,9,LOUD,attack,elimination,3-6,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,10,LOUD,attack,elimination,3-7,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,11,LOUD,attack,elimination,3-8,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,12,GEN,defense,defuse,4-8,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,13,GEN,attack,elimination,5-8,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,14,GEN,attack,elimination,6-8,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,15,LOUD,defense,defuse,6-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,16,GEN,attack,elimination,7-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,17,GEN,attack,elimination,8-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,18,GEN,attack,elimination,9-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,19,GEN,attack,elimination,10-9,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,20,LOUD,defense,defuse,10-10,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,21,GEN,attack,elimination,11-10,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,22,GEN,attack,elimination,12-10,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,23,LOUD,defense,elimination,12-11,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,24,LOUD,defense,elimination,12-12,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,25,LOUD,attack,elimination,12-13,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167350,113047,FracturePICK,26,LOUD,defense,defuse,12-14,2023-02-15,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,1,KC,defense,elimination,0-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,2,KC,defense,elimination,0-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,3,FPX,attack,detonate,1-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,4,KC,defense,elimination,1-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,5,FPX,attack,elimination,2-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,6,FPX,attack,elimination,3-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,7,KC,defense,elimination,3-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,8,FPX,attack,elimination,4-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,9,KC,defense,elimination,4-5,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,10,KC,defense,elimination,4-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,11,KC,defense,defuse,4-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,12,KC,defense,defuse,4-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,13,KC,attack,elimination,4-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,14,KC,attack,elimination,4-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,15,FPX,defense,elimination,5-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,16,KC,attack,elimination,5-11,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,17,KC,attack,elimination,5-12,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,18,FPX,defense,time,6-12,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113049,LotusPICK,19,KC,attack,elimination,6-13,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,1,FPX,defense,elimination,1-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,2,FPX,defense,defuse,2-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,3,KC,attack,elimination,2-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,4,FPX,defense,defuse,3-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,5,FPX,defense,defuse,4-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,6,KC,attack,elimination,4-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,7,KC,attack,elimination,4-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,8,KC,attack,elimination,4-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,9,FPX,defense,defuse,5-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,10,FPX,defense,defuse,6-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,11,KC,attack,elimination,6-5,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,12,KC,attack,elimination,6-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,13,FPX,attack,elimination,7-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,14,FPX,attack,elimination,8-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,15,KC,defense,elimination,8-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,16,FPX,attack,detonate,9-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,17,FPX,attack,detonate,10-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,18,KC,defense,defuse,10-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,19,FPX,attack,elimination,11-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,20,FPX,attack,detonate,12-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113050,HavenPICK,21,FPX,attack,elimination,13-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,1,FPX,defense,defuse,1-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,2,FPX,defense,elimination,2-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,3,KC,attack,elimination,2-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,4,KC,attack,detonate,2-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,5,FPX,defense,elimination,3-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,6,KC,attack,elimination,3-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,7,KC,attack,detonate,3-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,8,KC,attack,detonate,3-5,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,9,KC,attack,elimination,3-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,10,FPX,defense,time,4-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,11,FPX,defense,time,5-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,12,KC,attack,elimination,5-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,13,KC,defense,elimination,5-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,14,KC,defense,elimination,5-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,15,FPX,attack,elimination,6-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,16,KC,defense,elimination,6-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,17,KC,defense,elimination,6-11,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,18,KC,defense,defuse,6-12,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167351,113051,Pearl,19,KC,defense,defuse,6-13,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,1,KRX,attack,elimination,0-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,2,KRX,attack,detonate,0-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,3,KRX,attack,elimination,0-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,4,KRX,attack,elimination,0-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,5,KRX,attack,detonate,0-5,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,6,KRX,attack,elimination,0-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,7,BBL,defense,defuse,1-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,8,BBL,defense,elimination,2-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,9,BBL,defense,elimination,3-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,10,KRX,attack,detonate,3-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,11,KRX,attack,detonate,3-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,12,KRX,attack,elimination,3-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,13,KRX,defense,elimination,3-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,14,KRX,defense,elimination,3-11,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,15,KRX,defense,elimination,3-12,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113052,PearlPICK,16,KRX,defense,defuse,3-13,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,1,BBL,attack,elimination,1-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,2,BBL,attack,elimination,2-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,3,BBL,attack,elimination,3-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,4,BBL,attack,elimination,4-0,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,5,KRX,defense,elimination,4-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,6,KRX,defense,defuse,4-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,7,KRX,defense,elimination,4-3,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,8,KRX,defense,defuse,4-4,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,9,KRX,defense,elimination,4-5,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,10,KRX,defense,elimination,4-6,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,11,KRX,defense,elimination,4-7,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,12,KRX,defense,elimination,4-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,13,BBL,defense,elimination,5-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,14,BBL,defense,elimination,6-8,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,15,KRX,attack,detonate,6-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,16,BBL,defense,elimination,7-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,17,BBL,defense,elimination,8-9,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,18,KRX,attack,elimination,8-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,19,BBL,defense,elimination,9-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,20,BBL,defense,elimination,10-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,21,BBL,defense,elimination,11-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,22,BBL,defense,elimination,12-10,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,23,KRX,attack,elimination,12-11,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113053,AscentPICK,24,BBL,defense,defuse,13-11,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113054,Haven,1,KRX,attack,elimination,0-1,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
167352,113054,Haven,2,KRX,attack,elimination,0-2,2023-02-14,Champions Tour 2023: LOCK//IN São Paulo
