match_id,map_num,killer,victim,kills,deaths
167357,113068,cauanzin,Nivera,2,3
167357,113068,Less,xms,7,1
167357,113068,Less,sh1n,4,5
167357,113068,Less,Newzera,3,3
167357,113068,Less,ScreaM,4,1
167357,113068,Less,Nivera,5,4
167357,113068,aspas,xms,1,3
167357,113068,aspas,sh1n,4,0
167357,113068,aspas,Newzera,6,4
167357,113068,aspas,ScreaM,5,2
167357,113068,aspas,Nivera,3,3
167357,113068,tuyz,xms,1,3
167357,113068,tuyz,sh1n,4,4
167357,113068,tuyz,Newzera,0,3
167357,113068,tuyz,ScreaM,2,2
167357,113068,tuyz,Nivera,0,3
167357,113068,saadhak,xms,3,2
167357,113068,saadhak,sh1n,5,5
167357,113068,saadhak,Newzera,2,0
167357,113068,saadhak,ScreaM,3,3
167357,113068,saadhak,Nivera,3,3
167358,113070,Zest,leaf,2,5
167358,113070,Zest,vanity,1,2
167358,113070,Zest,Xeppaa,3,3
167358,113070,Zest,Zellsis,0,4
167358,113070,Zest,yay,1,0
167358,113070,BuZz,leaf,0,5
167358,113070,BuZz,vanity,3,4
167358,113070,BuZz,Xeppaa,1,2
167358,113070,BuZz,Zellsis,4,1
167358,113070,BuZz,yay,1,4
167358,113070,stax,leaf,2,4
167358,113070,stax,vanity,1,1
167358,113070,stax,Xeppaa,1,6
167358,113070,stax,Zellsis,0,2
167358,113070,stax,yay,2,2
167358,113070,MaKo,leaf,2,4
167358,113070,MaKo,vanity,3,3
167358,113070,MaKo,Xeppaa,4,3
167358,113070,MaKo,Zellsis,2,2
167358,113070,MaKo,yay,3,1
167358,113070,Rb,leaf,2,1
167358,113070,Rb,vanity,1,2
167358,113070,Rb,Xeppaa,2,3
167358,113070,Rb,Zellsis,2,5
167358,113070,Rb,yay,0,3
167358,113071,Zest,leaf,1,1
167358,113071,Zest,vanity,3,0
167358,113071,Zest,Xeppaa,2,2
167358,113071,Zest,Zellsis,5,2
167358,113071,Zest,yay,4,4
167358,113071,BuZz,leaf,4,4
167358,113071,BuZz,vanity,2,2
167358,113071,BuZz,Xeppaa,4,1
167358,113071,BuZz,Zellsis,3,3
167358,113071,BuZz,yay,5,3
167358,113071,stax,leaf,6,1
167358,113071,stax,vanity,4,3
167358,113071,stax,Xeppaa,7,2
167358,113071,stax,Zellsis,2,4
167358,113071,stax,yay,0,4
167358,113071,MaKo,leaf,3,1
167358,113071,MaKo,vanity,5,3
167358,113071,MaKo,Xeppaa,3,1
167358,113071,MaKo,Zellsis,2,2
167358,113071,MaKo,yay,1,4
167358,113071,Rb,leaf,2,3
167358,113071,Rb,vanity,2,1
167358,113071,Rb,Xeppaa,1,3
167358,113071,Rb,Zellsis,3,3
167358,113071,Rb,yay,3,1
167358,113072,Zest,leaf,4,0
167358,113072,Zest,vanity,2,1
167358,113072,Zest,Xeppaa,0,1
167358,113072,Zest,Zellsis,0,1
167358,113072,Zest,yay,1,2
167358,113072,BuZz,leaf,2,2
167358,113072,BuZz,vanity,3,3
167358,113072,BuZz,Xeppaa,3,3
167358,113072,BuZz,Zellsis,7,0
167358,113072,BuZz,yay,2,3
167358,113072,stax,leaf,2,2
167358,113072,stax,vanity,4,0
167358,113072,stax,Xeppaa,4,0
167358,113072,stax,Zellsis,2,1
167358,113072,stax,yay,4,2
167358,113072,MaKo,leaf,2,1
167358,113072,MaKo,vanity,1,1
167358,113072,MaKo,Xeppaa,2,1
167358,113072,MaKo,Zellsis,2,1
167358,113072,MaKo,yay,3,2
167358,113072,Rb,leaf,4,0
167358,113072,Rb,vanity,3,1
167358,113072,Rb,Xeppaa,3,4
167358,113072,Rb,Zellsis,2,1
167358,113072,Rb,yay,2,2
167359,113073,BcJ,Sushiboys,1,4
167359,113073,BcJ,Crws,4,3
167359,113073,BcJ,foxz,4,4
167359,113073,BcJ,garnetS,4,3
167359,113073,BcJ,JitBoyS,2,3
167359,113073,C0M,Sushiboys,2,1
167359,113073,C0M,Crws,4,3
167359,113073,C0M,foxz,2,3
167359,113073,C0M,garnetS,1,5
167359,113073,C0M,JitBoyS,4,5
167359,113073,Ethan,Sushiboys,4,2
167359,113073,Ethan,Crws,2,5
167359,113073,Ethan,foxz,3,4
167359,113073,Ethan,garnetS,3,2
167359,113073,Ethan,JitBoyS,4,5
167359,113073,Boostio,Sushiboys,4,4
167359,113073,Boostio,Crws,4,1
167359,113073,Boostio,foxz,2,3
167359,113073,Boostio,garnetS,3,4
167359,113073,Boostio,JitBoyS,1,6
167359,113073,jawgemo,Sushiboys,2,3
167359,113073,jawgemo,Crws,3,2
167359,113073,jawgemo,foxz,4,2
167359,113073,jawgemo,garnetS,5,7
167359,113073,jawgemo,JitBoyS,3,5
167359,113074,BcJ,Sushiboys,1,4
167359,113074,BcJ,Crws,3,2
167359,113074,BcJ,foxz,1,3
167359,113074,BcJ,garnetS,6,3
167359,113074,BcJ,JitBoyS,3,4
167359,113074,C0M,Sushiboys,2,1
167359,113074,C0M,Crws,5,2
167359,113074,C0M,foxz,2,4
167359,113074,C0M,garnetS,3,4
167359,113074,C0M,JitBoyS,4,6
167359,113074,Ethan,Sushiboys,1,5
167359,113074,Ethan,Crws,3,3
167359,113074,Ethan,foxz,3,4
167359,113074,Ethan,garnetS,1,1
167359,113074,Ethan,JitBoyS,2,5
167359,113074,Boostio,Sushiboys,4,2
167359,113074,Boostio,Crws,4,5
