Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,BABYBAY,G2,https://www.vlr.gg/player/2170/babybay,40%20%20%+1,102,1.25,227,1.37,84%,148.2,0.80,0.25,0.18,0.06,22%,14%,2/14,23,82,60,26,18,6
Americas,eeiu,100T,https://www.vlr.gg/player/796/eeiu,83%17%,126,1.19,225,1.21,73%,147.5,0.82,0.32,0.06,0.06,37%,5%,1/21,26,103,85,40,8,7
Americas,Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,67%17%17%,126,1.19,249,1.25,83%,161.1,0.88,0.25,0.17,0.11,36%,7%,1/14,35,111,89,31,22,14
Americas,brawk,NRG,https://www.vlr.gg/player/2172/brawk,67%20%13%,311,1.17,220,1.23,73%,147.0,0.77,0.29,0.07,0.04,20%,14%,6/43,25,239,194,90,23,11
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,40%40%10%+1,213,1.13,200,1.20,76%,124.9,0.72,0.36,0.11,0.08,23%,23%,6/26,19,154,128,76,24,16
Americas,Okeanos,LEV,https://www.vlr.gg/player/8373/okeanos,50%25%13%+1,166,1.13,227,1.06,78%,153.2,0.79,0.34,0.08,0.07,32%,16%,3/19,30,131,124,57,13,11
Americas,Ethan,NRG,https://www.vlr.gg/player/11225/ethan,47%20%13%+2,311,1.12,205,1.08,77%,133.4,0.71,0.46,0.09,0.07,24%,15%,4/27,23,220,204,143,27,22
Americas,Mazino,KRÜ,https://www.vlr.gg/player/7603/mazino,67%33%,66,1.08,227,1.16,77%,151.4,0.77,0.26,0.11,0.08,26%,22%,2/9,22,51,44,17,7,5
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,40%40%20%,111,1.07,211,1.11,66%,139.5,0.75,0.20,0.14,0.11,26%,23%,3/13,20,83,75,22,16,12
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,44%22%22%+1,196,1.06,186,1.05,78%,118.0,0.66,0.40,0.06,0.05,28%,9%,3/33,20,129,123,79,11,9
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,70%30%,213,1.06,199,1.10,76%,129.3,0.73,0.40,0.09,0.06,29%,8%,1/12,22,155,141,86,20,13
Americas,s0m,NRG,https://www.vlr.gg/player/4164/s0m,67%13%13%+1,311,1.05,201,1.05,75%,129.9,0.71,0.37,0.10,0.10,27%,17%,5/29,22,221,211,114,30,31
Americas,jawgemo,G2,https://www.vlr.gg/player/3993/jawgemo,60%30%10%,213,1.04,226,1.18,72%,138.2,0.83,0.16,0.14,0.14,20%,17%,2/12,25,176,149,34,29,29
Americas,v1c,C9,https://www.vlr.gg/player/17433/v1c,82%18%,247,1.04,201,1.01,77%,131.8,0.70,0.38,0.09,0.09,30%,17%,5/29,22,174,172,93,23,21
Americas,mada,NRG,https://www.vlr.gg/player/5132/mada,33%27%20%+1,311,1.02,221,1.08,72%,143.2,0.77,0.21,0.20,0.18,25%,0%,0/10,26,241,223,64,61,56
Americas,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,50%38%13%,166,1.02,193,0.99,69%,126.1,0.66,0.30,0.07,0.09,27%,17%,4/24,19,110,111,49,11,15
Americas,skuba,NRG,https://www.vlr.gg/player/11118/skuba,67%13%13%+1,311,1.01,185,1.06,75%,120.9,0.67,0.32,0.07,0.09,26%,16%,7/45,19,207,196,101,23,27
Americas,OXY,C9,https://www.vlr.gg/player/18796/oxy,64%18%18%,247,1.01,224,1.04,72%,144.4,0.79,0.17,0.17,0.18,26%,18%,3/17,27,196,188,42,41,45
Americas,icy,EG,https://www.vlr.gg/player/8402/icy,50%50%,43,0.99,221,0.94,63%,150.7,0.74,0.19,0.12,0.16,26%,0%,0/6,22,32,34,8,5,7
Americas,Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,44%22%22%+1,196,0.98,197,0.95,76%,129.4,0.65,0.41,0.05,0.07,21%,3%,1/30,18,128,135,81,10,13
Americas,Sato,LEV,https://www.vlr.gg/player/21659/sato,38%25%25%+1,166,0.97,236,1.02,71%,153.3,0.82,0.14,0.19,0.20,32%,0%,0/7,30,136,133,23,31,34
Americas,Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,67%33%,66,0.97,200,0.91,70%,138.3,0.65,0.30,0.09,0.06,30%,9%,1/11,15,43,47,20,6,4
Americas,N4RRATE,SEN,https://www.vlr.gg/player/36245/n4rrate,67%22%11%,196,0.97,199,0.96,70%,127.1,0.68,0.29,0.13,0.11,24%,18%,2/11,27,134,139,56,26,22
Americas,yay,EG,https://www.vlr.gg/player/881/yay,50%50%,43,0.96,192,0.94,60%,121.0,0.72,0.19,0.07,0.19,37%,0%,0/5,20,31,33,8,3,8
