Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,trent,G2,https://www.vlr.gg/player/15500/trent,100%,390,1.31,224,1.39,80%,153.5,0.80,0.34,0.08,0.05,27%,26%,17/66,28,312,225,132,32,21
Americas,mitch,C9,https://www.vlr.gg/player/612/mitch,50%25%25%,94,1.19,213,1.11,69%,141.4,0.74,0.36,0.09,0.11,22%,54%,7/13,25,70,63,34,8,10
Americas,aspas,MIBR,https://www.vlr.gg/player/8480/aspas,70%30%,218,1.19,238,1.28,72%,149.4,0.85,0.18,0.20,0.16,26%,22%,4/18,30,185,144,39,43,34
Americas,Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,50%50%,89,1.18,227,1.31,78%,149.3,0.87,0.20,0.08,0.03,25%,6%,1/18,26,77,59,18,7,3
Americas,zander,100T,https://www.vlr.gg/player/8082/zander,43%29%14%+1,155,1.17,211,1.17,79%,135.6,0.75,0.39,0.08,0.08,25%,22%,4/18,28,117,100,61,13,13
Americas,Verno,MIBR,https://www.vlr.gg/player/21668/verno,80%20%,218,1.17,195,1.25,74%,133.3,0.69,0.25,0.05,0.06,24%,17%,6/35,21,150,120,54,11,12
Americas,yay,EG,https://www.vlr.gg/player/881/yay,43%29%14%+1,166,1.15,254,1.18,70%,162.7,0.92,0.19,0.21,0.15,34%,15%,3/20,27,152,129,32,35,25
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,53%41%6%,390,1.14,238,1.20,74%,153.2,0.83,0.29,0.14,0.10,22%,4%,1/27,29,325,271,112,55,39
Americas,zekken,SEN,https://www.vlr.gg/player/4004/zekken,55%27%9%+1,244,1.12,237,1.19,71%,145.6,0.85,0.22,0.21,0.16,26%,24%,6/25,25,208,175,54,52,38
Americas,icy,EG,https://www.vlr.gg/player/8402/icy,57%29%14%,166,1.10,250,1.14,69%,165.2,0.88,0.16,0.17,0.16,26%,29%,5/17,28,146,128,26,29,26
Americas,keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,50%50%,89,1.09,224,1.03,70%,147.4,0.76,0.25,0.20,0.16,22%,8%,1/12,25,68,66,22,18,14
Americas,bang,SEN,https://www.vlr.gg/player/3880/bang,73%18%9%,244,1.09,220,1.12,73%,134.6,0.77,0.38,0.11,0.09,33%,24%,4/17,22,187,167,92,27,21
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,55%27%18%,244,1.08,190,1.09,75%,127.8,0.68,0.38,0.05,0.04,25%,7%,3/42,22,165,151,92,11,9
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,59%35%6%,390,1.05,201,1.12,74%,127.8,0.76,0.30,0.07,0.10,26%,14%,5/37,24,295,263,118,27,39
Americas,Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,29%29%14%+2,155,1.05,204,1.05,69%,137.8,0.76,0.19,0.08,0.14,24%,17%,3/18,30,118,112,30,13,21
Americas,eeiu,100T,https://www.vlr.gg/player/796/eeiu,43%43%14%,155,1.00,177,0.89,74%,121.6,0.61,0.30,0.03,0.06,30%,25%,7/28,17,95,107,47,5,10
Americas,Derrek,EG,https://www.vlr.gg/player/1533/derrek,71%29%,166,0.97,178,0.96,72%,124.1,0.63,0.25,0.03,0.04,32%,13%,3/23,21,105,109,41,5,7
Americas,mada,NRG,https://www.vlr.gg/player/5132/mada,50%50%,42,0.96,219,0.97,67%,156.8,0.76,0.19,0.19,0.26,20%,25%,1/4,18,32,33,8,8,11
Americas,v1c,C9,https://www.vlr.gg/player/17433/v1c,25%25%25%+1,94,0.96,177,0.86,72%,120.4,0.64,0.31,0.06,0.05,39%,15%,3/20,21,60,70,29,6,5
Americas,Ethan,NRG,https://www.vlr.gg/player/11225/ethan,100%,42,0.95,174,0.87,76%,115.0,0.64,0.29,0.07,0.02,24%,50%,1/2,17,27,31,12,3,1
Americas,xenom,MIBR,https://www.vlr.gg/player/20240/xenom,80%20%,218,0.95,182,1.04,68%,121.7,0.67,0.23,0.06,0.10,33%,18%,4/22,21,146,140,51,13,21
Americas,jawgemo,G2,https://www.vlr.gg/player/3993/jawgemo,76%18%6%,390,0.94,207,0.98,74%,132.6,0.70,0.25,0.18,0.15,21%,8%,2/26,22,274,281,97,70,60
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,59%18%18%+1,390,0.94,163,0.83,75%,102.7,0.54,0.54,0.06,0.06,18%,8%,4/48,19,212,256,211,22,25
Americas,supamen,EG,https://www.vlr.gg/player/826/supamen,71%14%14%,166,0.93,183,0.90,68%,122.0,0.63,0.30,0.04,0.06,38%,15%,4/26,19,104,116,49,7,10
Americas,cortezia,MIBR,https://www.vlr.gg/player/5395/cortezia,60%20%10%+1,218,0.90,189,0.96,71%,124.1,0.69,0.28,0.10,0.10,30%,7%,1/15,21,150,157,61,22,21
Americas,OXY,C9,https://www.vlr.gg/player/18796/oxy,50%25%25%,94,0.89,211,0.88,69%,139.4,0.74,0.17,0.19,0.22,31%,14%,1/7,25,70,80,16,18,21
Americas,N4RRATE,SEN,https://www.vlr.gg/player/36245/n4rrate,36%27%18%+2,244,0.89,180,0.86,73%,121.7,0.61,0.38,0.08,0.08,23%,10%,2/21,22,149,174,93,19,20
Americas,brawk,NRG,https://www.vlr.gg/player/2172/brawk,100%,42,0.88,204,0.83,76%,139.5,0.69,0.26,0.05,0.07,18%,0%,0/6,17,29,35,11,2,3
Americas,Mazino,KRÜ,https://www.vlr.gg/player/7603/mazino,50%50%,89,0.88,191,0.83,78%,125.3,0.64,0.39,0.10,0.12,26%,0%,0/7,23,57,69,35,9,11
Americas,Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,25%25%25%+1,94,0.88,183,0.76,64%,126.5,0.59,0.32,0.04,0.06,24%,8%,1/12,19,55,72,30,4,6
Americas,s0m,NRG,https://www.vlr.gg/player/4164/s0m,50%50%,42,0.87,202,0.77,79%,132.8,0.64,0.52,0.10,0.07,26%,0%,0/5,20,27,35,22,4,3
Americas,Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,45%36%9%+1,244,0.85,167,0.80,69%,113.7,0.57,0.28,0.09,0.11,25%,15%,4/27,21,138,173,68,21,27
Americas,Asuna,100T,https://www.vlr.gg/player/601/asuna,57%29%14%,155,0.84,205,0.83,72%,132.6,0.68,0.28,0.19,0.17,24%,0%,0/6,21,105,126,43,30,26
Americas,adverso,KRÜ,https://www.vlr.gg/player/3826/adverso,50%50%,89,0.84,174,0.78,70%,118.8,0.56,0.25,0.07,0.10,22%,14%,1/7,15,50,64,22,6,9
Americas,NaturE,EG,https://www.vlr.gg/player/4927/nature,29%29%29%+1,166,0.82,164,0.78,73%,105.6,0.57,0.39,0.05,0.08,23%,27%,3/11,20,94,121,65,9,13
