Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
Mixed,Tonbo,MRG,https://www.vlr.gg/player/686/tonbo,67%33%,3,60,1.63,294,2.03,87%,198.1,1.12,0.32,1.75,0.12,0.07,33%,25%,1/4,27,67,33,19,7,4
Mixed,alois,DNE,https://www.vlr.gg/player/25543/alois,100%,2,50,1.48,311,1.35,74%,213.1,1.00,0.30,2.33,0.28,0.12,17%,20%,1/5,31,50,37,15,14,6
Mixed,Leo,FNC,https://www.vlr.gg/player/1380/leo,67%22%11%,9,177,1.36,221,1.62,82%,148.7,0.81,0.39,2.00,0.05,0.02,21%,11%,2/18,22,144,89,69,8,4
Mixed,Jinboong,SG,https://www.vlr.gg/player/4052/jinboong,67%33%,6,113,1.33,262,1.51,76%,170.6,0.96,0.13,1.89,0.15,0.08,32%,30%,3/10,24,109,72,15,17,9
Mixed,RieNs,TH,https://www.vlr.gg/player/10971/riens,100%,3,60,1.29,252,1.31,75%,162.5,0.85,0.32,2.33,0.12,0.05,42%,17%,1/6,20,51,39,19,7,3
Mixed,MeatPieN,RIG,https://www.vlr.gg/player/34760/meatpien,50%50%,4,66,1.29,214,1.42,77%,129.9,0.77,0.36,3.50,0.11,0.03,30%,29%,2/7,17,51,36,24,7,2
Mixed,Chronicle,FNC,https://www.vlr.gg/player/458/chronicle,56%33%11%,9,177,1.27,244,1.26,80%,162.0,0.84,0.44,1.19,0.11,0.09,24%,16%,3/19,26,149,118,77,19,16
Mixed,Reita,VL,https://www.vlr.gg/player/1003/reita,40%40%20%,5,107,1.27,222,1.21,87%,149.4,0.75,0.51,1.75,0.07,0.04,24%,14%,2/14,20,80,66,55,7,4
Mixed,MrFaliN,East,https://www.vlr.gg/player/8044/mrfalin,44%22%11%+2,9,190,1.25,231,1.28,78%,146.5,0.81,0.42,1.36,0.08,0.06,24%,15%,4/26,25,154,120,80,15,11
Mixed,Caspell,Xene,https://www.vlr.gg/player/29837/caspell,60%40%,5,106,1.25,262,1.29,73%,178.4,0.95,0.17,1.21,0.22,0.18,28%,11%,1/9,27,101,78,18,23,19
Mixed,oitaN,IGZ,https://www.vlr.gg/player/1971/oitan,33%33%33%,3,61,1.23,261,1.38,70%,168.4,0.95,0.23,1.63,0.21,0.13,37%,0%,0/8,25,58,42,14,13,8
Mixed,Saintpaulia,Farr,https://www.vlr.gg/player/40711/saintpaulia,67%33%,3,67,1.23,267,1.32,69%,168.2,0.99,0.06,1.17,0.10,0.09,28%,8%,1/13,24,66,50,4,7,6
Mixed,Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,100%,3,60,1.22,222,1.21,77%,152.9,0.78,0.48,1.33,0.13,0.10,41%,25%,2/8,26,47,39,29,8,6
Mixed,OXY,C9,https://www.vlr.gg/player/18796/oxy,54%23%23%,13,260,1.21,273,1.38,69%,169.1,0.97,0.17,1.14,0.22,0.19,27%,8%,1/12,28,253,184,43,56,49
