Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,(+1),190,1.28,216.3,1.39,79%,141.9,0.79,0.30,0.04,0.03,31%,23%,9/39,30,151,109,57,8,5
Americas,dgzin,EG,https://www.vlr.gg/player/8873/dgzin,,256,1.22,242.0,1.36,73%,155.5,0.89,0.16,0.21,0.13,28%,11%,2/19,30,229,168,40,53,34
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,,255,1.18,229.9,1.27,79%,145.3,0.81,0.35,0.09,0.04,27%,16%,5/32,25,206,162,88,22,9
Americas,koalanoob,FUR,https://www.vlr.gg/player/3722/koalanoob,(+1),261,1.16,236.8,1.24,73%,148.7,0.86,0.20,0.20,0.15,24%,18%,4/22,25,224,180,51,51,40
Americas,Neon,LEV,https://www.vlr.gg/player/29243/neon,,127,1.14,211.5,1.26,75%,135.3,0.76,0.14,0.22,0.09,25%,27%,3/11,20,97,77,18,28,12
Americas,Demon1,ENVY,https://www.vlr.gg/player/26171/demon1,(+1),168,1.13,232.9,1.23,73%,156.1,0.85,0.15,0.13,0.13,37%,6%,1/18,37,142,115,25,22,21
Americas,lukxo,LOUD,https://www.vlr.gg/player/28716/lukxo,,146,1.13,228.1,1.21,71%,151.2,0.83,0.14,0.13,0.18,31%,6%,1/18,27,121,100,21,19,26
Americas,BABYBAY,G2,https://www.vlr.gg/player/2170/babybay,(+2),255,1.10,214.8,1.21,72%,141.0,0.78,0.22,0.15,0.11,19%,12%,3/25,26,200,165,57,38,28
Americas,Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,(+1),440,1.10,217.0,1.22,73%,141.2,0.80,0.10,0.14,0.10,29%,17%,9/54,27,354,290,46,61,42
Americas,bang,100T,https://www.vlr.gg/player/3880/bang,,440,1.10,188.8,1.10,75%,122.3,0.68,0.32,0.05,0.06,36%,12%,7/59,24,300,272,139,24,27
Americas,Inspire,ENVY,https://www.vlr.gg/player/53/inspire,(+1),256,1.09,200.0,1.11,69%,136.3,0.71,0.22,0.08,0.09,33%,12%,6/52,27,183,165,56,21,22
Americas,trent,G2,https://www.vlr.gg/player/15500/trent,(+1),255,1.09,191.9,1.11,76%,129.0,0.69,0.33,0.05,0.05,28%,13%,5/39,18,176,158,84,12,12
Americas,Verno,MIBR,https://www.vlr.gg/player/21668/verno,,364,1.09,205.9,1.13,79%,134.5,0.71,0.29,0.07,0.05,29%,12%,5/41,22,260,230,105,26,19
Americas,brawk,NRG,https://www.vlr.gg/player/2172/brawk,,319,1.09,195.5,1.08,71%,131.0,0.67,0.27,0.07,0.06,21%,16%,6/37,23,215,199,86,22,18
Americas,mada,NRG,https://www.vlr.gg/player/5132/mada,,319,1.08,220.7,1.16,71%,138.8,0.78,0.21,0.19,0.16,30%,13%,3/24,23,249,215,66,62,50
Americas,v1c,C9,https://www.vlr.gg/player/17433/v1c,,350,1.08,196.6,1.10,77%,127.3,0.70,0.34,0.08,0.08,27%,25%,13/52,26,244,221,118,29,28
Americas,keiko,NRG,https://www.vlr.gg/player/11494/keiko,(+3),319,1.07,200.4,1.09,73%,127.8,0.73,0.25,0.08,0.08,36%,7%,3/42,23,232,212,80,27,24
Americas,skuba,NRG,https://www.vlr.gg/player/11118/skuba,,319,1.07,184.9,1.09,76%,127.2,0.66,0.23,0.08,0.07,30%,31%,12/39,19,212,195,74,25,21
Americas,artzin,FUR,https://www.vlr.gg/player/5957/artzin,(+2),261,1.06,188.8,1.11,75%,123.2,0.69,0.36,0.07,0.08,30%,28%,9/32,22,179,161,95,19,20
Americas,OXY,C9,https://www.vlr.gg/player/18796/oxy,(+2),230,1.06,225.2,1.15,68%,144.7,0.85,0.11,0.21,0.17,27%,13%,2/15,25,195,170,26,49,38
Americas,eeiu,FUR,https://www.vlr.gg/player/796/eeiu,,261,1.05,177.5,1.10,74%,117.6,0.65,0.28,0.05,0.05,26%,12%,4/33,17,169,154,72,12,14
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,(+2),255,1.04,200.5,1.09,73%,134.7,0.73,0.25,0.07,0.09,25%,20%,3/15,26,185,169,64,19,23
Americas,Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,(+1),350,1.04,197.2,1.04,76%,127.6,0.68,0.33,0.04,0.04,25%,10%,4/39,25,239,230,116,14,15
Americas,supamen,EG,https://www.vlr.gg/player/826/supamen,,256,1.04,190.5,1.00,73%,124.2,0.64,0.34,0.09,0.05,37%,4%,1/25,25,164,164,87,23,13
Americas,zekken,MIBR,https://www.vlr.gg/player/4004/zekken,,364,1.03,204.1,1.01,75%,131.1,0.69,0.32,0.14,0.11,27%,18%,9/51,20,252,250,118,50,41
Americas,Rossy,ENVY,https://www.vlr.gg/player/1129/rossy,(+1),304,1.02,190.8,1.02,70%,120.8,0.67,0.32,0.05,0.06,25%,8%,3/37,23,203,200,98,16,17
Americas,PxS,LEV,https://www.vlr.gg/player/13823/pxs,,104,1.01,172.6,0.98,67%,116.8,0.62,0.19,0.09,0.06,23%,14%,3/22,18,64,65,20,9,6
Americas,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,,231,1.01,189.2,1.03,68%,120.5,0.68,0.25,0.06,0.08,33%,13%,4/32,24,158,153,57,14,18
Americas,keznit,ENVY,https://www.vlr.gg/player/2462/keznit,(+1),304,1.01,215.8,1.04,72%,138.5,0.75,0.20,0.14,0.14,27%,17%,4/24,27,228,219,60,44,43
Americas,vora,100T,https://www.vlr.gg/player/20140/vora,(+1),440,0.99,193.9,0.95,74%,125.1,0.65,0.34,0.07,0.07,29%,8%,3/40,20,288,303,148,30,30
