Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
Mixed,Life,FPX,https://www.vlr.gg/player/3028/life,67%33%,3,74,,217,0.97,,,0.80,0.08,,,,,,,26,59,61,6,0,0
Mixed,Kai,TE,https://www.vlr.gg/player/37494/kai,83%17%,6,134,,240,1.09,,,0.83,0.23,,,,,,,25,111,102,31,0,0
Mixed,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,67%33%,3,74,,197,0.95,,,0.70,0.24,,,,,,,22,52,55,18,0,0
Mixed,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,67%33%,3,74,,191,0.89,,,0.66,0.27,,,,,,,20,49,55,20,0,0
Mixed,Setrod,FPX,https://www.vlr.gg/player/50025/setrod,33%33%33%,3,74,,177,0.67,,,0.53,0.31,,,,,,,15,39,58,23,0,0
Mixed,Xlele,TE,https://www.vlr.gg/player/54487/xlele,50%33%17%,6,134,,142,0.71,,,0.52,0.44,,,,,,,15,70,99,59,0,0
Mixed,FengF,TE,https://www.vlr.gg/player/4770/fengf,33%33%17%+1,6,134,,173,0.89,,,0.64,0.30,,,,,,,23,86,97,40,0,0
Mixed,deLb,TE,https://www.vlr.gg/player/10821/delb,83%17%,6,134,,233,1.08,,,0.83,0.19,,,,,,,24,111,103,25,0,0
Mixed,Viva,TE,https://www.vlr.gg/player/36415/viva,33%33%33%,6,134,,172,0.84,,,0.57,0.27,,,,,,,19,77,92,36,0,0
Mixed,sScary,FPX,https://www.vlr.gg/player/4382/sscary,33%33%33%,3,74,,205,0.98,,,0.73,0.34,,,,,,,27,54,55,25,0,0
Mixed,Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,80%20%,5,97,,227,1.46,,,0.81,0.47,,,,,,,24,79,54,46,0,0
Mixed,nobody,EDG,https://www.vlr.gg/player/3017/nobody,60%20%20%,5,97,,203,1.34,,,0.73,0.28,,,,,,,15,71,53,27,0,0
Mixed,CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,80%20%,5,97,,257,1.56,,,0.89,0.38,,,,,,,22,86,55,37,0,0
Mixed,cb,EDG,https://www.vlr.gg/player/39697/cb,40%40%20%,5,97,,262,1.60,,,0.88,0.25,,,,,,,20,85,53,24,0,0
Mixed,Jieni7,EDG,https://www.vlr.gg/player/51244/jieni7,60%20%20%,5,97,,203,1.25,,,0.76,0.23,,,,,,,20,74,59,22,0,0
Mixed,Knight,BLG,https://www.vlr.gg/player/4774/knight,50%50%,2,37,,173,0.69,,,0.59,0.19,,,,,,,12,22,32,7,0,0
Mixed,whzy,BLG,https://www.vlr.gg/player/4885/whzy,50%50%,2,37,,225,0.94,,,0.78,0.11,,,,,,,16,29,31,4,0,0
Mixed,nephh,BLG,https://www.vlr.gg/player/10698/nephh,50%50%,2,37,,129,0.50,,,0.43,0.30,,,,,,,9,16,32,11,0,0
Mixed,Levius,BLG,https://www.vlr.gg/player/40845/levius,100%,2,37,,140,0.60,,,0.49,0.14,,,,,,,13,18,30,5,0,0
Mixed,rushia,BLG,https://www.vlr.gg/player/48878/rushia,50%50%,2,37,,151,0.53,,,0.49,0.22,,,,,,,9,18,34,8,0,0
