Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,Rarga,XLG,https://www.vlr.gg/player/22047/rarga,,290,,242.2,1.14,,,0.85,0.13,,,,,,27,247,216,37,0,0
CN,Autumn,FPX,https://www.vlr.gg/player/872/autumn,(+1),167,,204.9,1.02,,,0.69,0.24,,,,,,20,116,114,40,0,0
CN,K1ra,AG,https://www.vlr.gg/player/46748/k1ra,(+1),89,,181.8,0.77,,,0.63,0.25,,,,,,17,56,73,22,0,0
CN,Lsn,AG,https://www.vlr.gg/player/50080/lsn,(+1),89,,164.8,0.81,,,0.63,0.36,,,,,,20,56,69,32,0,0
CN,SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,,186,,219.8,1.08,,,0.76,0.18,,,,,,28,142,132,33,0,0
CN,o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,,186,,143.9,0.69,,,0.49,0.44,,,,,,15,92,134,81,0,0
CN,cb,NOVA,https://www.vlr.gg/player/39697/cb,(+1),186,,214.9,1.05,,,0.75,0.32,,,,,,24,139,133,59,0,0
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,,186,,225.3,1.30,,,0.84,0.15,,,,,,25,156,120,28,0,0
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,,186,,223.4,1.07,,,0.74,0.49,,,,,,21,137,128,91,0,0
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,,244,,192.2,1.00,,,0.67,0.30,,,,,,20,164,164,74,0,0
CN,whzy,BLG,https://www.vlr.gg/player/4885/whzy,,244,,206.7,0.98,,,0.73,0.19,,,,,,30,179,183,46,0,0
CN,nephh,BLG,https://www.vlr.gg/player/10698/nephh,(+1),244,,228.5,1.06,,,0.77,0.40,,,,,,24,187,176,98,0,0
CN,Levius,BLG,https://www.vlr.gg/player/40845/levius,,244,,167.2,0.85,,,0.61,0.14,,,,,,19,150,177,33,0,0
CN,rushia,BLG,https://www.vlr.gg/player/48878/rushia,(+1),244,,163.2,0.86,,,0.59,0.35,,,,,,21,145,169,85,0,0
CN,Life,FPX,https://www.vlr.gg/player/3028/life,(+1),167,,242.9,1.11,,,0.81,0.22,,,,,,23,136,122,36,0,0
CN,deLb,AG,https://www.vlr.gg/player/10821/delb,,89,,210.4,1.01,,,0.79,0.10,,,,,,23,70,69,9,0,0
