MatchID,step,team,action,map
183796,7,,remains,Lotus
183797,1,100T,ban,Pearl
183797,2,LEV,ban,Fracture
183797,3,100T,pick,Icebox
183797,4,LEV,pick,Haven
183797,5,100T,ban,Ascent
183797,6,LEV,ban,Split
183797,7,,remains,Lotus
183798,1,LOUD,ban,Fracture
183798,2,EG,ban,Icebox
183798,3,LOUD,pick,Split
183798,4,EG,pick,Haven
183798,5,LOUD,ban,Lotus
183798,6,EG,ban,Ascent
183798,7,,remains,Pearl
183799,1,FUR,ban,Lotus
183799,2,C9,ban,Icebox
183799,3,FUR,pick,Ascent
183799,4,C9,pick,Fracture
183799,5,FUR,ban,Split
183799,6,C9,ban,Haven
183799,7,,remains,Pearl
183800,1,NRG,ban,Split
183800,2,KRÜ,ban,Icebox
183800,3,NRG,pick,Haven
183800,4,KRÜ,pick,Ascent
183800,5,NRG,ban,Fracture
183800,6,KRÜ,ban,Lotus
183800,7,,remains,Pearl
183801,1,NRG,ban,Split
183801,2,100T,ban,Pearl
183801,3,NRG,pick,Bind
183801,4,100T,pick,Fracture
183801,5,NRG,ban,Ascent
183801,6,100T,ban,Haven
183801,7,,remains,Lotus
183802,1,FUR,ban,Lotus
183802,2,MIBR,ban,Ascent
183802,3,FUR,pick,Pearl
183802,4,MIBR,pick,Split
183802,5,FUR,ban,Fracture
183802,6,MIBR,ban,Bind
183802,7,,remains,Haven
183803,1,SEN,ban,Split
183803,2,C9,ban,Pearl
183803,3,SEN,pick,Lotus
183803,4,C9,pick,Fracture
183803,5,SEN,ban,Bind
183803,6,C9,ban,Ascent
183803,7,,remains,Haven
183804,1,EG,ban,Bind
183804,2,LEV,ban,Fracture
183804,3,EG,pick,Split
183804,4,LEV,pick,Pearl
183804,5,EG,ban,Haven
183804,6,LEV,ban,Lotus
183804,7,,remains,Ascent
183805,1,LOUD,ban,Fracture
183805,2,KRÜ,ban,Lotus
183805,3,LOUD,pick,Pearl
183805,4,KRÜ,pick,Ascent
183805,5,LOUD,ban,Bind
183805,6,KRÜ,ban,Haven
183805,7,,remains,Split
183807,1,EG,ban,Haven
183807,2,SEN,ban,Split
183807,3,EG,pick,Fracture
183807,4,SEN,pick,Pearl
183807,5,EG,ban,Bind
183807,6,SEN,ban,Lotus
183807,7,,remains,Ascent
183808,1,C9,ban,Pearl
183808,2,MIBR,ban,Ascent
183808,3,C9,pick,Split
183808,4,MIBR,pick,Lotus
183808,5,C9,ban,Haven
183808,6,MIBR,ban,Fracture
183808,7,,remains,Bind
183809,1,LOUD,ban,Fracture
183809,2,100T,ban,Pearl
183809,3,LOUD,pick,Ascent
183809,4,100T,pick,Split
183809,5,LOUD,ban,Lotus
183809,6,100T,ban,Bind
183809,7,,remains,Haven
183810,1,LEV,ban,Fracture
183810,2,KRÜ,ban,Lotus
183810,3,LEV,pick,Haven
183810,4,KRÜ,pick,Split
183810,5,LEV,ban,Bind
183810,6,KRÜ,ban,Ascent
