Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,OXY,C9,https://www.vlr.gg/player/18796/oxy,(+1),442,1.17,254.6,1.25,76%,160.0,0.91,0.17,0.19,0.16,27%,20%,6/30,27,404,324,75,85,70
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,,452,1.14,213.7,1.23,76%,135.6,0.79,0.39,0.08,0.07,27%,18%,5/28,26,357,290,175,37,31
Americas,N4RRATE,SEN,https://www.vlr.gg/player/36245/n4rrate,,426,1.14,225.2,1.17,76%,144.0,0.78,0.33,0.14,0.08,26%,17%,4/24,27,332,283,141,58,36
Americas,Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,,372,1.14,221.0,1.23,78%,145.9,0.83,0.21,0.15,0.09,30%,18%,7/40,35,310,252,79,56,33
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,(+1),452,1.13,206.4,1.20,77%,129.3,0.74,0.33,0.10,0.08,23%,27%,15/55,23,333,278,150,46,34
Americas,brawk,NRG,https://www.vlr.gg/player/2172/brawk,,568,1.13,213.7,1.15,74%,139.2,0.72,0.32,0.07,0.04,19%,10%,8/80,25,411,356,179,41,22
Americas,Sato,LEV,https://www.vlr.gg/player/21659/sato,(+1),463,1.12,254.0,1.20,71%,163.7,0.90,0.17,0.19,0.18,33%,13%,2/15,35,418,349,79,86,85
Americas,aspas,MIBR,https://www.vlr.gg/player/8480/aspas,(+1),242,1.12,227.4,1.22,74%,147.3,0.80,0.16,0.19,0.09,26%,17%,4/23,24,194,159,39,46,21
Americas,keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,(+2),334,1.12,234.1,1.15,72%,151.3,0.80,0.28,0.12,0.12,23%,16%,5/31,22,268,234,93,41,41
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,(+1),426,1.11,184.2,1.18,80%,119.8,0.65,0.40,0.06,0.03,25%,10%,7/68,20,276,234,171,25,14
Americas,zekken,SEN,https://www.vlr.gg/player/4004/zekken,(+1),426,1.09,234.0,1.18,71%,148.9,0.83,0.18,0.22,0.18,24%,18%,4/22,27,355,300,76,94,75
Americas,trent,G2,https://www.vlr.gg/player/15500/trent,,452,1.08,192.1,1.14,75%,126.1,0.69,0.33,0.07,0.07,26%,19%,10/54,21,310,273,147,30,31
Americas,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,,463,1.08,194.4,1.04,73%,126.4,0.67,0.33,0.08,0.07,27%,17%,11/64,25,308,297,154,35,33
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,,111,1.07,211.4,1.11,66%,139.5,0.75,0.20,0.14,0.11,26%,23%,3/13,20,83,75,22,16,12
Americas,skuba,NRG,https://www.vlr.gg/player/11118/skuba,(+2),568,1.07,189.8,1.14,75%,126.7,0.70,0.28,0.06,0.07,25%,14%,13/91,26,397,347,161,35,41
Americas,Derrek,EG,https://www.vlr.gg/player/1533/derrek,(+2),289,1.07,210.1,1.00,70%,147.9,0.73,0.29,0.07,0.04,31%,8%,4/50,30,210,209,84,20,13
Americas,silentzz,2G,https://www.vlr.gg/player/11921/silentzz,(+3),252,1.07,198.5,1.14,69%,134.6,0.75,0.14,0.12,0.10,37%,9%,3/34,26,189,166,36,29,26
Americas,eeiu,100T,https://www.vlr.gg/player/796/eeiu,,372,1.06,194.4,1.11,74%,127.9,0.72,0.28,0.06,0.07,31%,6%,3/47,26,266,239,103,24,26
Americas,cortezia,MIBR,https://www.vlr.gg/player/5395/cortezia,(+1),242,1.06,202.7,1.11,69%,138.9,0.75,0.20,0.07,0.09,33%,21%,7/34,28,182,164,49,16,21
Americas,v1c,C9,https://www.vlr.gg/player/17433/v1c,,442,1.06,199.9,1.08,78%,129.4,0.71,0.38,0.09,0.07,30%,16%,7/43,22,315,292,169,40,32
Americas,jawgemo,G2,https://www.vlr.gg/player/3993/jawgemo,,452,1.05,227.5,1.14,74%,142.2,0.81,0.24,0.16,0.13,23%,16%,4/25,25,364,318,109,72,59
Americas,bang,SEN,https://www.vlr.gg/player/3880/bang,,426,1.05,194.6,1.09,76%,118.8,0.68,0.38,0.08,0.08,29%,14%,5/35,20,289,265,160,32,33
Americas,s0m,NRG,https://www.vlr.gg/player/4164/s0m,(+3),568,1.04,197.0,1.03,74%,128.5,0.69,0.40,0.09,0.11,26%,23%,11/47,22,393,380,229,50,61
Americas,mada,NRG,https://www.vlr.gg/player/5132/mada,(+1),568,1.04,222.9,1.11,70%,142.0,0.78,0.17,0.22,0.20,26%,12%,2/17,26,442,400,97,124,111
Americas,lukxo,LOUD,https://www.vlr.gg/player/28716/lukxo,,276,1.03,211.4,1.06,68%,139.5,0.76,0.18,0.14,0.08,34%,8%,3/39,28,209,198,49,40,23
Americas,BABYBAY,G2,https://www.vlr.gg/player/2170/babybay,(+1),341,1.02,197.5,1.09,76%,128.7,0.69,0.25,0.13,0.11,22%,15%,6/40,23,234,215,84,45,39
Americas,Okeanos,LEV,https://www.vlr.gg/player/8373/okeanos,(+3),463,1.02,200.8,1.02,75%,132.7,0.71,0.38,0.09,0.09,33%,11%,5/44,30,331,326,176,42,41
