Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
EMEA,Juicy,WOL,https://www.vlr.gg/player/7426/juicy,,349,0.95,212.0,1.00,67%,139.5,0.74,0.19,0.19,0.17,25%,31%,5/16,23,260,260,65,65,61
EMEA,Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,(+1),81,0.94,183.0,0.86,68%,118.9,0.63,0.36,0.10,0.15,34%,10%,1/10,17,51,59,29,8,12
CN,nephh,BLG,https://www.vlr.gg/player/10698/nephh,(+1),179,0.93,178.6,0.87,72%,117.9,0.59,0.46,0.07,0.08,22%,17%,3/18,21,106,122,82,12,14
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,,198,0.93,172.1,0.86,75%,109.6,0.61,0.37,0.07,0.08,22%,6%,1/18,20,121,140,73,14,16
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,,198,0.93,178.8,0.90,76%,113.2,0.61,0.39,0.04,0.14,24%,8%,1/13,20,120,133,77,8,27
EMEA,Lysoar,WOL,https://www.vlr.gg/player/37489/lysoar,(+2),349,0.91,174.5,0.88,72%,112.1,0.60,0.33,0.08,0.06,25%,13%,5/38,19,211,241,115,28,22
EMEA,SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,,349,0.91,151.1,0.88,70%,99.9,0.54,0.25,0.03,0.05,28%,23%,15/65,17,190,217,88,12,16
EMEA,paTiTek,TL,https://www.vlr.gg/player/309/patitek,,187,0.91,183.1,0.88,72%,117.7,0.61,0.21,0.09,0.07,27%,8%,2/24,23,114,130,39,17,14
CN,Levius,BLG,https://www.vlr.gg/player/40845/levius,(+1),179,0.90,158.1,0.94,70%,111.4,0.59,0.16,0.03,0.11,23%,,0/26,19,105,112,28,5,19
Pacific,xffero,RRQ,https://www.vlr.gg/player/4871/xffero,,100,0.90,175.2,0.89,65%,118.8,0.64,0.17,0.07,0.07,32%,8%,1/13,15,64,72,17,7,7
EMEA,Yuicaw,WOL,https://www.vlr.gg/player/11218/yuicaw,(+2),349,0.89,175.0,0.89,63%,117.3,0.62,0.19,0.09,0.10,27%,9%,4/47,24,218,244,68,33,34
Pacific,Foxy9,GEN,https://www.vlr.gg/player/11600/foxy9,,255,0.88,179.2,0.98,71%,111.6,0.65,0.18,0.08,0.08,32%,28%,7/25,21,167,170,46,20,21
Pacific,Kushy,RRQ,https://www.vlr.gg/player/4866/kushy,,100,0.88,174.0,0.86,70%,114.0,0.62,0.22,0.01,0.05,39%,17%,2/12,23,62,72,22,1,5
EMEA,nAts,TL,https://www.vlr.gg/player/457/nats,,111,0.88,186.0,0.88,74%,121.2,0.64,0.20,0.08,0.05,28%,12%,2/17,18,71,81,22,9,6
CN,Rarga,XLG,https://www.vlr.gg/player/22047/rarga,,75,0.86,217.0,0.88,64%,136.1,0.76,0.16,0.20,0.25,41%,33%,2/6,20,57,65,12,15,19
EMEA,RieNs,TH,https://www.vlr.gg/player/10971/riens,,81,0.85,191.5,0.84,63%,125.0,0.63,0.25,0.09,0.12,28%,,0/7,17,51,61,20,7,10
EMEA,benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,,81,0.85,178.8,0.85,62%,119.9,0.63,0.11,0.12,0.06,30%,17%,2/12,18,51,60,9,10,5
Pacific,Jemkin,RRQ,https://www.vlr.gg/player/24895/jemkin,,100,0.85,196.8,0.88,66%,138.2,0.69,0.14,0.21,0.16,33%,,0/5,19,69,78,14,21,16
EMEA,Boaster,FNC,https://www.vlr.gg/player/438/boaster,,419,0.84,143.4,0.76,72%,94.4,0.47,0.36,0.08,0.08,25%,9%,3/35,21,199,261,149,33,33
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,,179,0.83,149.1,0.81,69%,105.0,0.51,0.23,0.06,0.09,26%,7%,1/15,18,92,113,42,11,16
EMEA,Serial,TL,https://www.vlr.gg/player/18162/serial,(+1),142,0.83,155.2,0.84,66%,103.1,0.57,0.16,0.09,0.07,45%,32%,6/19,20,81,97,23,13,10
EMEA,Boo,TH,https://www.vlr.gg/player/1144/boo,,81,0.76,139.5,0.70,62%,86.7,0.48,0.43,0.02,0.10,38%,6%,1/17,14,39,56,35,2,8
Pacific,crazyguy,RRQ,https://www.vlr.gg/player/1430/crazyguy,,100,0.75,144.2,0.65,64%,90.7,0.47,0.34,0.11,0.14,25%,9%,2/22,11,47,72,34,11,14
EMEA,MiniBoo,TH,https://www.vlr.gg/player/18350/miniboo,,81,0.74,167.5,0.81,60%,105.6,0.64,0.09,0.12,0.11,31%,,0/8,19,52,64,7,10,9
Americas,xenom,MIBR,https://www.vlr.gg/player/20240/xenom,,71,0.71,148.3,0.65,63%,101.7,0.55,0.15,0.06,0.14,35%,,0/12,15,39,60,11,4,10
Americas,cortezia,MIBR,https://www.vlr.gg/player/5395/cortezia,,71,0.69,164.0,0.66,59%,115.2,0.55,0.17,0.10,0.14,33%,,0/10,12,39,59,12,7,10
CN,Viva,XLG,https://www.vlr.gg/player/36415/viva,,75,0.67,147.0,0.51,59%,107.6,0.44,0.28,0.05,0.03,27%,,0/16,11,33,65,21,4,2
CN,coconut,XLG,https://www.vlr.gg/player/12365/coconut,,75,0.65,128.3,0.57,65%,82.6,0.45,0.29,0.01,0.08,26%,23%,3/13,12,34,60,22,1,6
CN,Midi,XLG,https://www.vlr.gg/player/37017/midi,,75,0.59,132.0,0.58,61%,88.8,0.48,0.19,0.04,0.03,34%,,0/5,14,36,62,14,3,2
Americas,aspas,MIBR,https://www.vlr.gg/player/8480/aspas,,71,0.53,129.8,0.53,59%,88.8,0.44,0.17,0.07,0.21,18%,20%,1/5,10,31,59,12,5,15
Americas,artzin,MIBR,https://www.vlr.gg/player/5957/artzin,,71,0.51,121.5,0.52,66%,86.3,0.44,0.25,0.04,0.15,26%,,0/5,12,31,60,18,3,11
