MatchID,MapNum,WinnerOrg,Score,MatchName
428002,195794,SEN,13-4,Main Event: Grand Final
428002,195795,G2,13-8,Main Event: Grand Final
428002,195796,SEN,13-9,Main Event: Grand Final
428002,195797,G2,13-5,Main Event: Grand Final
428002,195798,G2,13-10,Main Event: Grand Final
428002,all,G2,3-2,Main Event: Grand Final
428003,195799,EG,13-7,Main Event: Lower Round 1
428003,195800,EG,13-7,Main Event: Lower Round 1
428003,all,EG,2-0,Main Event: Lower Round 1
428004,195802,C9,13-7,Main Event: Lower Round 1
428004,195803,MIBR,13-10,Main Event: Lower Round 1
428004,195804,MIBR,13-7,Main Event: Lower Round 1
428004,all,MIBR,2-1,Main Event: Lower Round 1
428005,195805,100T,14-12,Main Event: Lower Round 1
428005,195806,NRG,13-9,Main Event: Lower Round 1
428005,195807,NRG,13-9,Main Event: Lower Round 1
428005,all,NRG,2-1,Main Event: Lower Round 1
428006,195808,KRÜ,13-3,Main Event: Lower Round 1
428006,195809,KRÜ,13-2,Main Event: Lower Round 1
428006,all,KRÜ,2-0,Main Event: Lower Round 1
428007,195811,MIBR,13-10,Main Event: Lower Round 2
428007,195812,MIBR,13-3,Main Event: Lower Round 2
428007,all,MIBR,2-0,Main Event: Lower Round 2
428008,195814,KRÜ,13-8,Main Event: Lower Round 2
428008,195815,NRG,13-10,Main Event: Lower Round 2
428008,195816,KRÜ,13-7,Main Event: Lower Round 2
428008,all,KRÜ,2-1,Main Event: Lower Round 2
428009,195817,LEV,13-7,Main Event: Lower Round 3
428009,195818,MIBR,13-9,Main Event: Lower Round 3
428009,195819,MIBR,14-12,Main Event: Lower Round 3
428009,all,MIBR,2-1,Main Event: Lower Round 3
428010,195820,KRÜ,13-5,Main Event: Lower Round 3
428010,195821,KRÜ,13-11,Main Event: Lower Round 3
428010,all,KRÜ,2-0,Main Event: Lower Round 3
428011,195823,KRÜ,13-8,Main Event: Lower Round 4
428011,195824,MIBR,13-8,Main Event: Lower Round 4
428011,195825,MIBR,13-11,Main Event: Lower Round 4
428011,all,MIBR,2-1,Main Event: Lower Round 4
428012,195826,SEN,13-7,Main Event: Lower Final
428012,195827,SEN,13-5,Main Event: Lower Final
428012,195828,MIBR,21-19,Main Event: Lower Final
428012,195829,SEN,13-7,Main Event: Lower Final
428012,all,SEN,3-1,Main Event: Lower Final
429379,196067,MKOI,13-10,Main Event: Upper Round 1
429379,196068,TL,13-3,Main Event: Upper Round 1
429379,196069,TL,13-10,Main Event: Upper Round 1
429379,all,TL,2-1,Main Event: Upper Round 1
429380,196070,NAVI,13-10,Main Event: Upper Round 1
429380,196071,KC,13-2,Main Event: Upper Round 1
429380,196072,KC,13-6,Main Event: Upper Round 1
429380,all,KC,2-1,Main Event: Upper Round 1
429381,196073,BBL,13-9,Main Event: Upper Round 1
429381,196074,GX,14-12,Main Event: Upper Round 1
429381,196075,BBL,13-5,Main Event: Upper Round 1
429381,all,BBL,2-1,Main Event: Upper Round 1
429382,196076,M8,13-7,Main Event: Upper Round 1
429382,196077,M8,14-12,Main Event: Upper Round 1
429382,all,M8,2-0,Main Event: Upper Round 1
429383,196079,FUT,13-7,Main Event: Upper Quarterfinals
429383,196080,FUT,13-6,Main Event: Upper Quarterfinals
429383,all,FUT,2-0,Main Event: Upper Quarterfinals
429384,196082,VIT,13-5,Main Event: Upper Quarterfinals
429384,196083,KC,13-9,Main Event: Upper Quarterfinals
429384,196084,VIT,17-15,Main Event: Upper Quarterfinals
429384,all,VIT,2-1,Main Event: Upper Quarterfinals
429385,196085,BBL,13-8,Main Event: Upper Quarterfinals
429385,196086,FNC,13-8,Main Event: Upper Quarterfinals
429385,196087,BBL,13-10,Main Event: Upper Quarterfinals
429385,all,BBL,2-1,Main Event: Upper Quarterfinals
429386,196088,M8,13-4,Main Event: Upper Quarterfinals
429386,196089,TH,13-3,Main Event: Upper Quarterfinals
429386,196090,TH,13-8,Main Event: Upper Quarterfinals
429386,all,TH,2-1,Main Event: Upper Quarterfinals
429387,196091,VIT,13-7,Main Event: Upper Semifinals
429387,196092,VIT,13-4,Main Event: Upper Semifinals
429387,all,VIT,2-0,Main Event: Upper Semifinals
429388,196094,TH,13-11,Main Event: Upper Semifinals
429388,196095,TH,13-7,Main Event: Upper Semifinals
429388,all,TH,2-0,Main Event: Upper Semifinals
429389,196097,VIT,13-10,Main Event: Upper Final
429389,196098,VIT,13-1,Main Event: Upper Final
429389,all,VIT,2-0,Main Event: Upper Final
429390,196100,TL,13-10,Main Event: Grand Final
429390,196101,TL,13-7,Main Event: Grand Final
429390,196102,VIT,13-6,Main Event: Grand Final
429390,196103,VIT,13-7,Main Event: Grand Final
429390,196104,VIT,13-8,Main Event: Grand Final
429390,all,VIT,3-2,Main Event: Grand Final
429391,196105,M8,13-3,Main Event: Lower Round 1
429391,196106,MKOI,13-7,Main Event: Lower Round 1
429391,196107,M8,13-6,Main Event: Lower Round 1
429391,all,M8,2-1,Main Event: Lower Round 1
429392,196108,FNC,13-9,Main Event: Lower Round 1
429392,196109,NAVI,13-8,Main Event: Lower Round 1
429392,196110,FNC,15-13,Main Event: Lower Round 1
429392,all,FNC,2-1,Main Event: Lower Round 1
429393,196111,KC,14-12,Main Event: Lower Round 1
429393,196112,GX,13-8,Main Event: Lower Round 1
429393,196113,GX,13-10,Main Event: Lower Round 1
429393,all,GX,2-1,Main Event: Lower Round 1
429394,196114,TL,13-9,Main Event: Lower Round 1
429394,196115,APK,13-11,Main Event: Lower Round 1
429394,196116,TL,13-6,Main Event: Lower Round 1
429394,all,TL,2-1,Main Event: Lower Round 1
429395,196117,FNC,13-5,Main Event: Lower Round 2
429395,196118,FNC,13-6,Main Event: Lower Round 2
429395,all,FNC,2-0,Main Event: Lower Round 2
429396,196120,TL,13-8,Main Event: Lower Round 2
429396,196121,TL,13-6,Main Event: Lower Round 2
429396,all,TL,2-0,Main Event: Lower Round 2
429397,196123,FUT,13-10,Main Event: Lower Round 3
429397,196124,FUT,13-6,Main Event: Lower Round 3
429397,all,FUT,2-0,Main Event: Lower Round 3
429398,196126,TL,13-11,Main Event: Lower Round 3
429398,196127,BBL,13-9,Main Event: Lower Round 3
429398,196128,TL,13-10,Main Event: Lower Round 3
429398,all,TL,2-1,Main Event: Lower Round 3
429400,196129,TL,13-7,Main Event: Lower Round 4
429400,196130,FUT,13-11,Main Event: Lower Round 4
429400,196131,TL,13-4,Main Event: Lower Round 4
429400,all,TL,2-1,Main Event: Lower Round 4
429401,196132,TL,13-4,Main Event: Lower Final
429401,196133,TL,13-4,Main Event: Lower Final
429401,196134,TL,13-7,Main Event: Lower Final
429401,all,TL,3-0,Main Event: Lower Final
430514,196410,T1,13-11,Main Event: Upper Round 1
430514,196411,BME,13-8,Main Event: Upper Round 1
430514,196412,T1,13-7,Main Event: Upper Round 1
430514,all,T1,2-1,Main Event: Upper Round 1
430515,196413,NS,13-9,Main Event: Upper Round 1
430515,196414,NS,13-9,Main Event: Upper Round 1
430515,all,NS,2-0,Main Event: Upper Round 1
430516,196416,TS,13-3,Main Event: Upper Round 1
430516,196417,GE,13-7,Main Event: Upper Round 1
430516,196418,GE,13-6,Main Event: Upper Round 1
430516,all,GE,2-1,Main Event: Upper Round 1
430517,196419,DFM,14-12,Main Event: Upper Round 1
430517,196420,RRQ,13-3,Main Event: Upper Round 1
430517,196421,RRQ,13-3,Main Event: Upper Round 1
430517,all,RRQ,2-1,Main Event: Upper Round 1
430518,196422,T1,13-6,Main Event: Upper Quarterfinals
430518,196423,PRX,13-8,Main Event: Upper Quarterfinals
430518,196424,T1,13-11,Main Event: Upper Quarterfinals
430518,all,T1,2-1,Main Event: Upper Quarterfinals
430519,196425,GE,13-6,Main Event: Upper Quarterfinals
430519,196426,TLN,13-9,Main Event: Upper Quarterfinals
430519,196427,TLN,13-8,Main Event: Upper Quarterfinals
430519,all,TLN,2-1,Main Event: Upper Quarterfinals
430520,196428,RRQ,13-6,Main Event: Upper Quarterfinals
430520,196429,GEN,13-8,Main Event: Upper Quarterfinals
430520,196430,GEN,14-12,Main Event: Upper Quarterfinals
430520,all,GEN,2-1,Main Event: Upper Quarterfinals
430521,196431,KRX,13-11,Main Event: Upper Quarterfinals
430521,196432,NS,13-6,Main Event: Upper Quarterfinals
430521,196433,KRX,13-9,Main Event: Upper Quarterfinals
430521,all,KRX,2-1,Main Event: Upper Quarterfinals
430522,196434,T1,13-5,Main Event: Upper Semifinals
430522,196435,TLN,13-4,Main Event: Upper Semifinals
430522,196436,T1,13-9,Main Event: Upper Semifinals
430522,all,T1,2-1,Main Event: Upper Semifinals
430523,196437,KRX,13-9,Main Event: Upper Semifinals
430523,196438,KRX,15-13,Main Event: Upper Semifinals
430523,all,KRX,2-0,Main Event: Upper Semifinals
430524,196440,T1,13-11,Main Event: Upper Final
430524,196441,KRX,15-13,Main Event: Upper Final
430524,196442,KRX,13-10,Main Event: Upper Final
430524,all,KRX,2-1,Main Event: Upper Final
430525,196443,KRX,13-3,Main Event: Grand Final
430525,196444,T1,13-6,Main Event: Grand Final
430525,196445,KRX,13-9,Main Event: Grand Final
430525,196446,T1,14-12,Main Event: Grand Final
430525,196447,KRX,13-11,Main Event: Grand Final
430525,all,KRX,3-2,Main Event: Grand Final
430526,196448,NS,13-3,Main Event: Lower Round 1
430526,196449,BME,13-7,Main Event: Lower Round 1
430526,196450,NS,13-9,Main Event: Lower Round 1
430526,all,NS,2-1,Main Event: Lower Round 1
430527,196451,TS,13-9,Main Event: Lower Round 1
430527,196452,RRQ,13-4,Main Event: Lower Round 1
430527,196453,RRQ,13-4,Main Event: Lower Round 1
430527,all,RRQ,2-1,Main Event: Lower Round 1
430528,196454,DFM,13-8,Main Event: Lower Round 1
430528,196455,DFM,14-12,Main Event: Lower Round 1
430528,all,DFM,2-0,Main Event: Lower Round 1
430529,196457,PRX,13-5,Main Event: Lower Round 1
430529,196458,PRX,13-8,Main Event: Lower Round 1
430529,all,PRX,2-0,Main Event: Lower Round 1
430530,196460,RRQ,14-12,Main Event: Lower Round 2
430530,196461,NS,22-20,Main Event: Lower Round 2
430530,196462,NS,13-8,Main Event: Lower Round 2
430530,all,NS,2-1,Main Event: Lower Round 2
430531,196463,DFM,13-10,Main Event: Lower Round 2
430531,196464,DFM,13-1,Main Event: Lower Round 2
430531,all,DFM,2-0,Main Event: Lower Round 2
430532,196466,NS,13-9,Main Event: Lower Round 3
430532,196467,TLN,13-10,Main Event: Lower Round 3
430532,196468,TLN,13-5,Main Event: Lower Round 3
430532,all,TLN,2-1,Main Event: Lower Round 3
430533,196469,GEN,13-6,Main Event: Lower Round 3
430533,196470,GEN,13-6,Main Event: Lower Round 3
430533,all,GEN,2-0,Main Event: Lower Round 3
430534,196472,GEN,13-7,Main Event: Lower Round 4
430534,196473,GEN,13-2,Main Event: Lower Round 4
430534,all,GEN,2-0,Main Event: Lower Round 4
430535,196475,T1,13-8,Main Event: Lower Final
430535,196476,T1,13-8,Main Event: Lower Final
430535,196477,GEN,13-5,Main Event: Lower Final
430535,196478,GEN,17-15,Main Event: Lower Final
430535,196479,T1,13-10,Main Event: Lower Final
430535,all,T1,3-2,Main Event: Lower Final
448597,202492,G2,13-8,Swiss Stage: Round 1
448597,202493,G2,13-3,Swiss Stage: Round 1
448597,all,G2,2-0,Swiss Stage: Round 1
448598,202495,EDG,18-16,Swiss Stage: Round 1
448598,202496,EDG,13-6,Swiss Stage: Round 1
448598,all,EDG,2-0,Swiss Stage: Round 1
448599,202498,VIT,13-10,Swiss Stage: Round 1
448599,202499,VIT,13-9,Swiss Stage: Round 1
448599,all,VIT,2-0,Swiss Stage: Round 1
448600,202501,KRX,13-3,Swiss Stage: Round 1
448600,202502,KRX,13-10,Swiss Stage: Round 1
448600,all,KRX,2-0,Swiss Stage: Round 1
449000,202765,VIT,13-8,Swiss Stage: Round 2 (1-0)
449000,202766,KRX,13-11,Swiss Stage: Round 2 (1-0)
449000,202767,VIT,13-11,Swiss Stage: Round 2 (1-0)
449000,all,VIT,2-1,Swiss Stage: Round 2 (1-0)
449001,202768,G2,18-16,Swiss Stage: Round 2 (1-0)
449001,202769,EDG,13-8,Swiss Stage: Round 2 (1-0)
449001,202770,EDG,13-4,Swiss Stage: Round 2 (1-0)
449001,all,EDG,2-1,Swiss Stage: Round 2 (1-0)
449002,202771,T1,13-3,Swiss Stage: Round 2 (0-1)
449002,202772,T1,13-8,Swiss Stage: Round 2 (0-1)
449002,all,T1,2-0,Swiss Stage: Round 2 (0-1)
449003,202774,SEN,13-7,Swiss Stage: Round 2 (0-1)
449003,202775,TL,16-14,Swiss Stage: Round 2 (0-1)
449003,202776,TL,13-1,Swiss Stage: Round 2 (0-1)
449003,all,TL,2-1,Swiss Stage: Round 2 (0-1)
449004,202777,T1,13-11,Swiss Stage: Round 3
449004,202778,T1,13-4,Swiss Stage: Round 3
449004,all,T1,2-0,Swiss Stage: Round 3
449005,202780,G2,13-5,Swiss Stage: Round 3
449005,202781,G2,13-7,Swiss Stage: Round 3
449005,all,G2,2-0,Swiss Stage: Round 3
449008,202783,EDG,13-7,Playoffs: Upper Semifinals
449008,202784,T1,13-6,Playoffs: Upper Semifinals
449008,202785,EDG,13-11,Playoffs: Upper Semifinals
449008,all,EDG,2-1,Playoffs: Upper Semifinals
449009,202786,G2,15-13,Playoffs: Upper Semifinals
449009,202787,G2,13-9,Playoffs: Upper Semifinals
449009,all,G2,2-0,Playoffs: Upper Semifinals
449010,202789,G2,13-8,Playoffs: Upper Final
449010,202790,G2,13-7,Playoffs: Upper Final
449010,all,G2,2-0,Playoffs: Upper Final
449011,202792,G2,13-5,Playoffs: Grand Final
449011,202793,T1,13-9,Playoffs: Grand Final
449011,202794,G2,13-11,Playoffs: Grand Final
449011,202795,T1,15-13,Playoffs: Grand Final
449011,202796,T1,16-14,Playoffs: Grand Final
449011,all,T1,3-2,Playoffs: Grand Final
449012,202797,VIT,14-12,Playoffs: Lower Round 1
449012,202798,T1,13-4,Playoffs: Lower Round 1
449012,202799,T1,13-5,Playoffs: Lower Round 1
449012,all,T1,2-1,Playoffs: Lower Round 1
449013,202800,T1,13-4,Playoffs: Lower Final
449013,202801,T1,13-10,Playoffs: Lower Final
449013,202802,EDG,14-12,Playoffs: Lower Final
449013,202803,T1,13-5,Playoffs: Lower Final
449013,all,T1,3-1,Playoffs: Lower Final
450589,203837,THAi,13-9,Showmatch: Main Event
450589,all,THAi,1-0,Showmatch: Main Event
458805,206150,GE,13-7,Group Stage: Week 1
458805,206151,GE,13-11,Group Stage: Week 1
458805,all,GE,2-0,Group Stage: Week 1
458806,206153,T1,13-7,Group Stage: Week 1
458806,206154,ZETA,14-12,Group Stage: Week 1
458806,206155,T1,13-5,Group Stage: Week 1
458806,all,T1,2-1,Group Stage: Week 1
458807,206156,KRX,13-9,Group Stage: Week 1
458807,206157,PRX,13-10,Group Stage: Week 1
458807,206158,KRX,13-7,Group Stage: Week 1
458807,all,KRX,2-1,Group Stage: Week 1
458808,206159,TS,13-5,Group Stage: Week 1
458808,206160,TLN,13-2,Group Stage: Week 1
458808,206161,TLN,13-9,Group Stage: Week 1
458808,all,TLN,2-1,Group Stage: Week 1
458809,206162,BME,13-8,Group Stage: Week 1
458809,206163,BME,17-15,Group Stage: Week 1
458809,all,BME,2-0,Group Stage: Week 1
458810,206165,RRQ,13-5,Group Stage: Week 1
458810,206166,NS,13-8,Group Stage: Week 1
458810,206167,NS,13-10,Group Stage: Week 1
458810,all,NS,2-1,Group Stage: Week 1
458811,206168,ZETA,13-11,Group Stage: Week 2
458811,206169,ZETA,13-10,Group Stage: Week 2
458811,all,ZETA,2-0,Group Stage: Week 2
458812,206171,T1,13-10,Group Stage: Week 2
458812,206172,T1,13-11,Group Stage: Week 2
458812,all,T1,2-0,Group Stage: Week 2
458813,206174,GEN,13-10,Group Stage: Week 2
458813,206175,PRX,13-6,Group Stage: Week 2
458813,206176,GEN,13-4,Group Stage: Week 2
458813,all,GEN,2-1,Group Stage: Week 2
458814,206177,KRX,13-3,Group Stage: Week 2
458814,206178,KRX,13-8,Group Stage: Week 2
458814,all,KRX,2-0,Group Stage: Week 2
458815,206180,RRQ,13-8,Group Stage: Week 2
458815,206181,RRQ,13-5,Group Stage: Week 2
458815,all,RRQ,2-0,Group Stage: Week 2
458816,206183,BME,13-1,Group Stage: Week 2
458816,206184,BME,13-11,Group Stage: Week 2
458816,all,BME,2-0,Group Stage: Week 2
458817,206186,GEN,13-2,Group Stage: Week 3
458817,206187,GEN,13-4,Group Stage: Week 3
458817,all,GEN,2-0,Group Stage: Week 3
458818,206189,RRQ,13-6,Group Stage: Week 3
458818,210878,RRQ,13-9,Group Stage: Week 3
458818,all,RRQ,2-0,Group Stage: Week 3
458819,206193,PRX,13-8,Group Stage: Week 3
458819,206194,BME,13-9,Group Stage: Week 3
458819,211027,BME,13-10,Group Stage: Week 3
458819,all,BME,2-1,Group Stage: Week 3
458820,206195,NS,13-5,Group Stage: Week 3
458820,206196,TLN,13-8,Group Stage: Week 3
458820,206197,TLN,13-6,Group Stage: Week 3
458820,all,TLN,2-1,Group Stage: Week 3
458821,211411,KRX,13-3,Group Stage: Week 3
458821,211440,KRX,13-10,Group Stage: Week 3
458821,all,KRX,2-0,Group Stage: Week 3
458822,206201,T1,13-6,Group Stage: Week 3
458822,206202,TS,13-9,Group Stage: Week 3
458822,206203,T1,13-8,Group Stage: Week 3
458822,all,T1,2-1,Group Stage: Week 3
458823,206204,NS,13-10,Group Stage: Week 4
458823,206205,NS,13-3,Group Stage: Week 4
458823,all,NS,2-0,Group Stage: Week 4
458824,206207,BME,13-8,Group Stage: Week 4
458824,206208,KRX,14-12,Group Stage: Week 4
458824,206209,BME,13-8,Group Stage: Week 4
458824,all,BME,2-1,Group Stage: Week 4
458825,206210,T1,13-10,Group Stage: Week 4
458825,206211,RRQ,13-10,Group Stage: Week 4
458825,206212,RRQ,13-5,Group Stage: Week 4
458825,all,RRQ,2-1,Group Stage: Week 4
458826,206213,GEN,13-5,Group Stage: Week 4
458826,206214,GEN,13-7,Group Stage: Week 4
458826,all,GEN,2-0,Group Stage: Week 4
458827,206216,ZETA,13-4,Group Stage: Week 4
458827,206217,ZETA,13-10,Group Stage: Week 4
458827,all,ZETA,2-0,Group Stage: Week 4
458828,206219,DFM,13-11,Group Stage: Week 4
458828,206220,PRX,13-7,Group Stage: Week 4
458828,206221,PRX,15-13,Group Stage: Week 4
458828,all,PRX,2-1,Group Stage: Week 4
458830,206222,PRX,13-5,Group Stage: Week 5
458830,206223,PRX,13-9,Group Stage: Week 5
458830,all,PRX,2-0,Group Stage: Week 5
458831,206225,TLN,13-6,Group Stage: Week 5
458831,206226,TLN,13-7,Group Stage: Week 5
458831,all,TLN,2-0,Group Stage: Week 5
458832,206228,GEN,13-8,Group Stage: Week 5
458832,206229,KRX,13-10,Group Stage: Week 5
458832,206230,KRX,13-9,Group Stage: Week 5
458832,all,KRX,2-1,Group Stage: Week 5
458833,206231,NS,13-6,Group Stage: Week 5
458833,206232,ZETA,13-11,Group Stage: Week 5
458833,206233,NS,13-7,Group Stage: Week 5
458833,all,NS,2-1,Group Stage: Week 5
458834,206234,BME,13-8,Group Stage: Week 5
458834,206235,BME,13-6,Group Stage: Week 5
458834,all,BME,2-0,Group Stage: Week 5
458835,206237,RRQ,15-13,Group Stage: Week 5
458835,206238,TS,13-5,Group Stage: Week 5
458835,206239,TS,13-9,Group Stage: Week 5
458835,all,TS,2-1,Group Stage: Week 5
459517,206933,NRG,13-6,Group Stage: Week 1
459517,206934,C9,13-5,Group Stage: Week 1
459517,206935,C9,13-9,Group Stage: Week 1
459517,all,C9,2-1,Group Stage: Week 1
459518,206936,LOUD,13-3,Group Stage: Week 1
459518,206937,KRÜ,13-2,Group Stage: Week 1
459518,206938,KRÜ,13-10,Group Stage: Week 1
459518,all,KRÜ,2-1,Group Stage: Week 1
459519,206939,G2,13-10,Group Stage: Week 1
459519,206940,G2,13-7,Group Stage: Week 1
459519,all,G2,2-0,Group Stage: Week 1
459520,206942,MIBR,13-7,Group Stage: Week 1
459520,206943,MIBR,13-8,Group Stage: Week 1
459520,all,MIBR,2-0,Group Stage: Week 1
459521,206945,EG,13-11,Group Stage: Week 1
459521,206946,EG,13-8,Group Stage: Week 1
459521,all,EG,2-0,Group Stage: Week 1
459522,206948,SEN,13-5,Group Stage: Week 1
459522,206949,100T,13-9,Group Stage: Week 1
459522,206950,SEN,13-1,Group Stage: Week 1
459522,all,SEN,2-1,Group Stage: Week 1
459523,206951,FUR,13-10,Group Stage: Week 2
459523,206952,NRG,13-2,Group Stage: Week 2
459523,206953,NRG,13-4,Group Stage: Week 2
459523,all,NRG,2-1,Group Stage: Week 2
459524,206954,KRÜ,13-7,Group Stage: Week 2
459524,206955,KRÜ,13-8,Group Stage: Week 2
459524,all,KRÜ,2-0,Group Stage: Week 2
459525,206957,100T,13-10,Group Stage: Week 2
459525,206958,100T,13-7,Group Stage: Week 2
459525,all,100T,2-0,Group Stage: Week 2
459526,206960,MIBR,14-12,Group Stage: Week 2
459526,206961,G2,13-11,Group Stage: Week 2
459526,206962,G2,13-8,Group Stage: Week 2
459526,all,G2,2-1,Group Stage: Week 2
459527,206963,2G,14-12,Group Stage: Week 2
459527,206964,2G,13-11,Group Stage: Week 2
459527,all,2G,2-0,Group Stage: Week 2
459528,206966,C9,13-8,Group Stage: Week 2
459528,206967,C9,13-3,Group Stage: Week 2
459528,all,C9,2-0,Group Stage: Week 2
459529,206969,SEN,13-4,Group Stage: Week 3
459529,206970,SEN,13-6,Group Stage: Week 3
459529,all,SEN,2-0,Group Stage: Week 3
459530,206972,LOUD,13-6,Group Stage: Week 3
459530,206973,100T,13-11,Group Stage: Week 3
459530,206974,100T,13-8,Group Stage: Week 3
459530,all,100T,2-1,Group Stage: Week 3
459531,206975,KRÜ,13-6,Group Stage: Week 3
459531,206976,2G,13-6,Group Stage: Week 3
459531,206977,KRÜ,13-6,Group Stage: Week 3
459531,all,KRÜ,2-1,Group Stage: Week 3
459532,206978,G2,13-1,Group Stage: Week 3
459532,206979,G2,13-6,Group Stage: Week 3
459532,all,G2,2-0,Group Stage: Week 3
459533,206981,LEV,13-4,Group Stage: Week 3
459533,206982,LEV,13-5,Group Stage: Week 3
459533,all,LEV,2-0,Group Stage: Week 3
459534,206984,C9,13-9,Group Stage: Week 3
459534,206985,MIBR,15-13,Group Stage: Week 3
459534,206986,MIBR,13-11,Group Stage: Week 3
459534,all,MIBR,2-1,Group Stage: Week 3
459535,206987,100T,15-13,Group Stage: Week 4
459535,206988,100T,13-6,Group Stage: Week 4
459535,all,100T,2-0,Group Stage: Week 4
459536,206990,G2,13-10,Group Stage: Week 4
459536,206991,LEV,13-11,Group Stage: Week 4
459536,206992,G2,13-7,Group Stage: Week 4
459536,all,G2,2-1,Group Stage: Week 4
459537,206993,C9,16-14,Group Stage: Week 4
459537,206994,C9,13-1,Group Stage: Week 4
459537,all,C9,2-0,Group Stage: Week 4
459538,206996,SEN,13-10,Group Stage: Week 4
459538,206997,LOUD,13-11,Group Stage: Week 4
459538,211889,SEN,13-5,Group Stage: Week 4
459538,all,SEN,2-1,Group Stage: Week 4
459539,206999,EG,13-4,Group Stage: Week 4
459539,207000,EG,13-7,Group Stage: Week 4
459539,all,EG,2-0,Group Stage: Week 4
459540,207002,MIBR,13-6,Group Stage: Week 4
459540,207003,MIBR,13-5,Group Stage: Week 4
459540,all,MIBR,2-0,Group Stage: Week 4
459541,207005,G2,13-5,Group Stage: Week 5
459541,207006,C9,13-4,Group Stage: Week 5
459541,207007,G2,13-11,Group Stage: Week 5
459541,all,G2,2-1,Group Stage: Week 5
459542,207008,MIBR,13-3,Group Stage: Week 5
459542,207009,FUR,13-9,Group Stage: Week 5
459542,207010,MIBR,13-8,Group Stage: Week 5
459542,all,MIBR,2-1,Group Stage: Week 5
459543,207011,SEN,13-4,Group Stage: Week 5
459543,207012,SEN,13-5,Group Stage: Week 5
459543,all,SEN,2-0,Group Stage: Week 5
459544,207014,KRÜ,13-10,Group Stage: Week 5
459544,207015,KRÜ,13-9,Group Stage: Week 5
459544,all,KRÜ,2-0,Group Stage: Week 5
459545,207017,LOUD,13-11,Group Stage: Week 5
459545,207018,EG,14-12,Group Stage: Week 5
459545,207019,EG,13-11,Group Stage: Week 5
459545,all,EG,2-1,Group Stage: Week 5
459546,207020,NRG,15-13,Group Stage: Week 5
459546,207021,NRG,13-8,Group Stage: Week 5
459546,all,NRG,2-0,Group Stage: Week 5
459826,207147,VIT,13-9,Group Stage: Week 1
459826,207148,VIT,13-2,Group Stage: Week 1
459826,all,VIT,2-0,Group Stage: Week 1
459827,207150,KC,13-3,Group Stage: Week 1
459827,207151,BBL,13-11,Group Stage: Week 1
459827,207152,BBL,13-8,Group Stage: Week 1
459827,all,BBL,2-1,Group Stage: Week 1
459828,207153,APK,13-5,Group Stage: Week 1
459828,207154,TH,13-8,Group Stage: Week 1
459828,207155,TH,13-6,Group Stage: Week 1
459828,all,TH,2-1,Group Stage: Week 1
459829,207156,FUT,13-4,Group Stage: Week 1
459829,207157,FUT,14-12,Group Stage: Week 1
459829,all,FUT,2-0,Group Stage: Week 1
459830,207159,FNC,13-5,Group Stage: Week 1
459830,207160,FNC,13-11,Group Stage: Week 1
459830,all,FNC,2-0,Group Stage: Week 1
459831,207162,TL,13-6,Group Stage: Week 1
459831,207163,M8,14-12,Group Stage: Week 1
459831,207164,M8,13-6,Group Stage: Week 1
459831,all,M8,2-1,Group Stage: Week 1
459832,207165,TL,13-7,Group Stage: Week 2
459832,207166,BBL,13-4,Group Stage: Week 2
459832,207167,TL,13-4,Group Stage: Week 2
459832,all,TL,2-1,Group Stage: Week 2
459833,207168,APK,13-10,Group Stage: Week 2
459833,207169,NAVI,13-11,Group Stage: Week 2
459833,207170,NAVI,13-6,Group Stage: Week 2
459833,all,NAVI,2-1,Group Stage: Week 2
459834,207171,M8,13-10,Group Stage: Week 2
459834,207172,FUT,18-16,Group Stage: Week 2
459834,207173,FUT,13-4,Group Stage: Week 2
459834,all,FUT,2-1,Group Stage: Week 2
459835,207174,TH,13-3,Group Stage: Week 2
459835,207175,GX,13-11,Group Stage: Week 2
459835,207176,TH,13-8,Group Stage: Week 2
459835,all,TH,2-1,Group Stage: Week 2
459836,207177,VIT,18-16,Group Stage: Week 2
459836,207178,FNC,13-6,Group Stage: Week 2
459836,207179,FNC,13-10,Group Stage: Week 2
459836,all,FNC,2-1,Group Stage: Week 2
459837,207180,KC,13-2,Group Stage: Week 2
459837,207181,KC,14-12,Group Stage: Week 2
459837,all,KC,2-0,Group Stage: Week 2
459839,207183,BBL,13-6,Group Stage: Week 3
459839,207184,BBL,13-9,Group Stage: Week 3
459839,all,BBL,2-0,Group Stage: Week 3
459840,207186,GX,13-9,Group Stage: Week 3
459840,207187,NAVI,13-7,Group Stage: Week 3
459840,207188,NAVI,13-0,Group Stage: Week 3
459840,all,NAVI,2-1,Group Stage: Week 3
459841,207189,TL,13-1,Group Stage: Week 3
459841,207190,TL,13-9,Group Stage: Week 3
459841,all,TL,2-0,Group Stage: Week 3
459842,207192,TH,13-10,Group Stage: Week 3
459842,207193,TH,13-6,Group Stage: Week 3
459842,all,TH,2-0,Group Stage: Week 3
459843,207195,FNC,13-5,Group Stage: Week 3
459843,207196,FNC,16-14,Group Stage: Week 3
459843,all,FNC,2-0,Group Stage: Week 3
459844,207198,KC,14-12,Group Stage: Week 3
459844,207199,KC,13-2,Group Stage: Week 3
459844,all,KC,2-0,Group Stage: Week 3
459845,207201,VIT,13-5,Group Stage: Week 4
459845,207202,VIT,13-10,Group Stage: Week 4
459845,all,VIT,2-0,Group Stage: Week 4
459846,212700,TL,13-5,Group Stage: Week 4
