Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
CN,K1ra,AG,https://www.vlr.gg/player/46748/k1ra,55%45%,11,232,,237,1.16,,,0.80,0.31,,,,,,,21,185,160,73,0,0
CN,Shun,DRG,https://www.vlr.gg/player/56275/shun,50%50%,2,36,,149,0.67,,,0.50,0.17,,,,,,,10,18,27,6,0,0
CN,jowa,WOL,https://www.vlr.gg/player/19292/jowa,50%50%,2,51,,180,0.76,,,0.61,0.29,,,,,,,16,31,41,15,0,0
CN,Shr1mp,AG,https://www.vlr.gg/player/25494/shr1mp,36%36%27%,11,232,,188,1.14,,,0.68,0.38,,,,,,,27,157,138,89,0,0
CN,iamgrq,AG,https://www.vlr.gg/player/58959/iamgrq,73%18%9%,11,232,,206,1.23,,,0.75,0.39,,,,,,,24,174,142,91,0,0
CN,Youze,AG,https://www.vlr.gg/player/46040/youze,73%18%9%,11,232,,219,1.21,,,0.78,0.14,,,,,,,23,182,151,33,0,0
CN,Verse,DRG,https://www.vlr.gg/player/55817/verse,50%50%,2,36,,154,0.66,,,0.53,0.17,,,,,,,13,19,29,6,0,0
CN,YiMingGuNai,DRG,https://www.vlr.gg/player/58002/yiminggunai,50%50%,2,36,,141,0.50,,,0.44,0.14,,,,,,,8,16,32,5,0,0
CN,T1an,DRG,https://www.vlr.gg/player/58001/t1an,50%50%,2,36,,213,0.83,,,0.67,0.31,,,,,,,15,24,29,11,0,0
CN,glacier,WOL,https://www.vlr.gg/player/49973/glacier,50%50%,2,51,,237,1.13,,,0.84,0.10,,,,,,,26,43,38,5,0,0
CN,chenze,WBG,https://www.vlr.gg/player/58953/chenze,100%,2,40,,195,0.82,,,0.68,0.23,,,,,,,14,27,33,9,0,0
CN,Flower,DRG,https://www.vlr.gg/player/64845/flower,100%,2,36,,139,0.65,,,0.47,0.03,,,,,,,11,17,26,1,0,0
CN,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,50%25%25%,4,83,,186,0.97,,,0.67,0.14,,,,,,,25,56,58,12,0,0
CN,Setrod,FPX,https://www.vlr.gg/player/50025/setrod,75%25%,4,83,,210,1.02,,,0.72,0.13,,,,,,,18,60,59,11,0,0
CN,Ben1Ley,FPX,https://www.vlr.gg/player/55823/ben1ley,50%50%,4,83,,187,1.02,,,0.70,0.37,,,,,,,24,58,57,31,0,0
CN,Zhubibi,FPX,https://www.vlr.gg/player/58013/zhubibi,75%25%,4,83,,153,0.72,,,0.55,0.22,,,,,,,25,46,64,18,0,0
CN,yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,50%50%,2,51,,186,0.82,,,0.61,0.12,,,,,,,16,31,38,6,0,0
CN,SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,50%50%,2,51,,164,0.86,,,0.59,0.24,,,,,,,15,30,35,12,0,0
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,33%33%33%,3,69,,221,1.08,,,0.77,0.26,,,,,,,20,53,49,18,0,0
CN,Spitfires,TEC,https://www.vlr.gg/player/4881/spitfires,60%30%10%,10,220,,176,0.85,,,0.64,0.12,,,,,,,20,140,164,26,0,0
CN,KovaQ,FPX,https://www.vlr.gg/player/7987/kovaq,75%25%,4,83,,204,0.97,,,0.70,0.31,,,,,,,19,58,60,26,0,0
CN,5CM,AQ,https://www.vlr.gg/player/47101/5cm,100%,2,45,,198,0.86,,,0.67,0.22,,,,,,,21,30,35,10,0,0
CN,FKEY,TE,https://www.vlr.gg/player/51249/fkey,100%,3,69,,215,0.98,,,0.77,0.20,,,,,,,18,53,54,14,0,0
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,33%33%33%,3,69,,254,1.24,,,0.88,0.42,,,,,,,26,61,49,29,0,0
CN,Xlele,TE,https://www.vlr.gg/player/54487/xlele,33%33%33%,3,69,,196,0.90,,,0.68,0.39,,,,,,,18,47,52,27,0,0
CN,Juicy,AQ,https://www.vlr.gg/player/7426/juicy,50%50%,2,45,,243,1.12,,,0.84,0.42,,,,,,,30,38,34,19,0,0
CN,S1Mon,AQ,https://www.vlr.gg/player/13768/s1mon,50%50%,2,45,,129,0.70,,,0.47,0.42,,,,,,,12,21,30,19,0,0
CN,FFs,AQ,https://www.vlr.gg/player/14439/ffs,100%,2,45,,174,0.82,,,0.62,0.36,,,,,,,17,28,34,16,0,0
CN,Dannyy,AQ,https://www.vlr.gg/player/32183/dannyy,50%50%,2,45,,254,1.24,,,0.93,0.09,,,,,,,21,42,34,4,0,0
CN,deLb,TE,https://www.vlr.gg/player/10821/delb,67%33%,3,69,,172,0.91,,,0.61,0.25,,,,,,,19,42,46,17,0,0
CN,Satoshi,WBG,https://www.vlr.gg/player/46532/satoshi,50%50%,2,40,,198,0.81,,,0.65,0.10,,,,,,,17,26,32,4,0,0
CN,Haodong,TEC,https://www.vlr.gg/player/4720/haodong,40%30%20%+1,10,220,,199,1.06,,,0.71,0.35,,,,,,,20,157,148,77,0,0
CN,lucas,TEC,https://www.vlr.gg/player/19677/lucas,60%20%20%,10,220,,219,1.16,,,0.77,0.36,,,,,,,23,170,147,80,0,0
CN,Dynamite,TEC,https://www.vlr.gg/player/42235/dynamite,70%20%10%,10,220,,208,0.99,,,0.73,0.32,,,,,,,27,161,162,70,0,0
CN,Coco,TEC,https://www.vlr.gg/player/47629/coco,40%30%20%+1,10,220,,227,1.15,,,0.80,0.31,,,,,,,28,176,153,69,0,0
CN,heybay,WBG,https://www.vlr.gg/player/4712/heybay,50%50%,2,40,,170,0.85,,,0.55,0.40,,,,,,,15,22,26,16,0,0
CN,mindfreak,WBG,https://www.vlr.gg/player/9800/mindfreak,50%50%,2,40,,221,1.23,,,0.80,0.45,,,,,,,16,32,26,18,0,0
CN,Yoyo,WBG,https://www.vlr.gg/player/11843/yoyo,50%50%,2,40,,204,1.00,,,0.70,0.33,,,,,,,17,28,28,13,0,0
CN,Spring,WOL,https://www.vlr.gg/player/14125/spring,50%50%,2,51,,172,0.65,,,0.51,0.31,,,,,,,17,26,40,16,0,0
CN,Bai,AG,https://www.vlr.gg/player/52101/bai,36%27%18%+2,11,232,,194,1.05,,,0.68,0.23,,,,,,,21,158,151,54,0,0
CN,swagzor,NOVA,https://www.vlr.gg/player/45492/swagzor,64%18%18%,11,229,,289,1.44,,,1.00,0.21,,,,,,,30,229,159,49,0,0
CN,splash,TYL,https://www.vlr.gg/player/36685/splash,80%20%,10,205,,265,1.17,,,0.91,0.17,,,,,,,24,186,159,35,0,0
CN,crownfisher,JDG,https://www.vlr.gg/player/64969/crownfisher,40%40%20%,5,119,,202,0.90,,,0.68,0.22,,,,,,,25,81,90,26,0,0
CN,zhe,JDG,https://www.vlr.gg/player/49476/zhe,40%20%20%+1,5,119,,196,0.94,,,0.67,0.26,,,,,,,23,80,85,31,0,0
CN,Sharks,XLG,https://www.vlr.gg/player/64849/sharks,33%33%33%,3,72,,231,1.06,,,0.74,0.21,,,,,,,21,53,50,15,0,0
CN,Rival,XLG,https://www.vlr.gg/player/64850/rival,33%33%33%,3,72,,190,0.86,,,0.68,0.44,,,,,,,23,49,57,32,0,0
CN,xiaoyu,XLG,https://www.vlr.gg/player/64851/xiaoyu,33%33%33%,3,72,,175,0.78,,,0.63,0.19,,,,,,,23,45,58,14,0,0
CN,sanye,XLG,https://www.vlr.gg/player/64852/sanye,67%33%,3,72,,158,0.66,,,0.54,0.19,,,,,,,22,39,59,14,0,0
CN,Jyy,XLG,https://www.vlr.gg/player/64853/jyy,67%33%,3,72,,176,0.73,,,0.56,0.26,,,,,,,15,40,55,19,0,0
CN,GREEN,NOVA,https://www.vlr.gg/player/34181/green,36%27%18%+1,11,229,,167,0.90,,,0.58,0.26,,,,,,,17,133,147,60,0,0
CN,Scales,TYL,https://www.vlr.gg/player/39485/scales,80%20%,10,205,,187,1.01,,,0.69,0.16,,,,,,,25,142,140,33,0,0
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,36%27%18%+1,11,229,,216,1.33,,,0.80,0.20,,,,,,,28,183,138,46,0,0
CN,qiutiaN,NOVA,https://www.vlr.gg/player/43007/qiutian,27%18%18%+2,11,229,,208,1.15,,,0.72,0.27,,,,,,,19,164,143,62,0,0
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,36%27%18%+1,11,229,,204,1.11,,,0.72,0.37,,,,,,,27,164,148,85,0,0
CN,coldfish,KBG,https://www.vlr.gg/player/3020/coldfish,33%33%33%,3,61,,166,0.75,,,0.59,0.21,,,,,,,23,36,48,13,0,0
CN,sibeastw0w,KBG,https://www.vlr.gg/player/6126/sibeastw0w,33%33%33%,3,61,,189,0.78,,,0.66,0.11,,,,,,,16,40,51,7,0,0
CN,Ying,KBG,https://www.vlr.gg/player/51250/ying,33%33%33%,3,61,,211,1.07,,,0.75,0.28,,,,,,,17,46,43,17,0,0
CN,Tonk,KBG,https://www.vlr.gg/player/58008/tonk,33%33%33%,3,61,,163,0.70,,,0.54,0.18,,,,,,,13,33,47,11,0,0
CN,Krst1Ng,KBG,https://www.vlr.gg/player/58009/krst1ng,33%33%33%,3,61,,169,0.89,,,0.64,0.30,,,,,,,18,39,44,18,0,0
CN,Yuicaw,JDG,https://www.vlr.gg/player/11218/yuicaw,80%20%,5,119,,189,0.89,,,0.63,0.25,,,,,,,20,75,84,30,0,0
CN,jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,40%20%20%+1,5,119,,231,1.12,,,0.80,0.52,,,,,,,23,95,85,62,0,0
CN,JIAE,EDG,https://www.vlr.gg/player/64848/jiae,50%50%,2,32,,125,0.43,,,0.38,0.19,,,,,,,7,12,28,6,0,0
CN,coconut,JDG,https://www.vlr.gg/player/12365/coconut,60%20%20%,5,119,,195,1.09,,,0.71,0.29,,,,,,,23,84,77,34,0,0
CN,Erv,TYL,https://www.vlr.gg/player/55085/erv,50%30%10%+1,10,205,,176,0.89,,,0.61,0.33,,,,,,,22,125,140,68,0,0
CN,xihe,TYL,https://www.vlr.gg/player/64854/xihe,40%30%30%,10,205,,173,0.79,,,0.59,0.48,,,,,,,16,120,151,98,0,0
CN,Knyzl,EDG,https://www.vlr.gg/player/58006/knyzl,50%50%,2,32,,155,0.55,,,0.50,0.28,,,,,,,9,16,29,9,0,0
CN,Z1h,EDG,https://www.vlr.gg/player/59801/z1h,100%,2,32,,154,0.71,,,0.63,0.22,,,,,,,12,20,28,7,0,0
CN,MOONLIGHT1,EDG,https://www.vlr.gg/player/64846/moonlight1,50%50%,2,32,,187,0.73,,,0.59,0.16,,,,,,,11,19,26,5,0,0
CN,Yang,EDG,https://www.vlr.gg/player/64847/yang,100%,2,32,,177,0.73,,,0.59,0.19,,,,,,,10,19,26,6,0,0
CN,slowly,TYL,https://www.vlr.gg/player/41739/slowly,60%20%10%+1,10,205,,184,0.94,,,0.64,0.28,,,,,,,19,131,140,58,0,0
CN,nephh,BLG,https://www.vlr.gg/player/10698/nephh,50%25%25%,4,93,,220,1.05,,,0.70,0.67,,,,,,,24,65,62,62,0,0
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,50%50%,4,93,,233,1.08,,,0.83,0.27,,,,,,,24,77,71,25,0,0
CN,rushia,BLG,https://www.vlr.gg/player/48878/rushia,75%25%,4,93,,183,0.98,,,0.70,0.17,,,,,,,19,65,66,16,0,0
CN,bud,BLG,https://www.vlr.gg/player/56260/bud,50%25%25%,4,93,,180,0.85,,,0.65,0.27,,,,,,,18,60,71,25,0,0
CN,yilai,BLG,https://www.vlr.gg/player/62947/yilai,50%25%25%,4,93,,223,0.99,,,0.76,0.32,,,,,,,25,71,72,30,0,0
CN,Ninebody,UR,https://www.vlr.gg/player/3547/ninebody,50%50%,2,49,,222,1.05,,,0.80,0.16,,,,,,,24,39,37,8,0,0
CN,XII,UR,https://www.vlr.gg/player/13781/xii,50%50%,2,49,,134,0.58,,,0.45,0.20,,,,,,,13,22,38,10,0,0
CN,QiuYe,UR,https://www.vlr.gg/player/19531/qiuye,50%50%,2,49,,184,1.03,,,0.65,0.45,,,,,,,16,32,31,22,0,0
CN,MarT1n,UR,https://www.vlr.gg/player/36668/mart1n,50%50%,2,49,,201,1.00,,,0.67,0.29,,,,,,,18,33,33,14,0,0
CN,waituu,UR,https://www.vlr.gg/player/47102/waituu,100%,2,49,,232,1.05,,,0.80,0.33,,,,,,,21,39,37,16,0,0
