Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,stew,JDG,https://www.vlr.gg/player/16924/stew,(+2),308,1.20,262.4,1.22,74%,169.1,0.93,0.18,0.22,0.15,36%,,,35,286,234,54,68,47
CN,slowly,TYL,https://www.vlr.gg/player/41739/slowly,(+2),345,1.20,231.2,1.24,70%,151.7,0.83,0.24,0.17,0.15,32%,,,31,286,230,83,60,51
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,,299,1.19,226.1,1.10,74%,143.0,0.76,0.42,0.10,0.07,20%,,,26,228,207,127,29,21
CN,whzy,BLG,https://www.vlr.gg/player/4885/whzy,,543,1.18,251.8,1.24,71%,160.4,0.90,0.20,0.19,0.17,29%,,,30,491,395,110,102,92
CN,rushia,BLG,https://www.vlr.gg/player/48878/rushia,(+1),543,1.17,213.2,1.15,77%,138.7,0.74,0.41,0.08,0.10,23%,,,25,400,348,224,46,55
CN,happywei,XLG,https://www.vlr.gg/player/37927/happywei,(+1),397,1.15,248.8,1.23,75%,161.9,0.84,0.28,0.12,0.10,29%,,,24,333,270,113,36,29
CN,Shr1mp,AG,https://www.vlr.gg/player/25494/shr1mp,(+1),411,1.15,205.9,1.14,75%,135.5,0.74,0.31,0.07,0.06,26%,,,23,304,266,129,24,21
CN,nephh,BLG,https://www.vlr.gg/player/10698/nephh,(+2),543,1.15,199.2,1.08,78%,125.1,0.69,0.55,0.08,0.07,21%,,,29,374,346,296,43,39
CN,Kai,TE,https://www.vlr.gg/player/37494/kai,(+3),333,1.14,251.2,1.23,67%,156.3,0.90,0.17,0.20,0.13,27%,,,29,299,244,55,65,43
CN,Life,FPX,https://www.vlr.gg/player/3028/life,(+1),312,1.12,229.6,1.17,70%,146.8,0.81,0.15,0.20,0.20,30%,,,24,252,215,46,53,52
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,,543,1.12,204.3,1.18,73%,129.6,0.73,0.23,0.08,0.06,27%,,,27,397,336,125,43,35
CN,vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,(+1),578,1.11,214.2,1.18,77%,142.3,0.77,0.22,0.08,0.05,31%,,,25,444,376,126,45,31
CN,Rarga,XLG,https://www.vlr.gg/player/22047/rarga,(+2),397,1.11,228.5,1.09,72%,153.0,0.80,0.23,0.16,0.12,34%,,,27,316,289,93,49,35
CN,Scales,TYL,https://www.vlr.gg/player/39485/scales,(+1),345,1.08,220.4,1.12,70%,138.9,0.75,0.19,0.11,0.09,36%,,,22,260,233,67,39,31
CN,ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,(+1),546,1.07,238.3,1.12,68%,151.2,0.84,0.21,0.17,0.18,23%,,,31,457,408,115,95,101
CN,K1ra,AG,https://www.vlr.gg/player/46748/k1ra,,411,1.07,210.4,1.10,76%,136.0,0.72,0.30,0.13,0.11,26%,,,26,295,267,125,48,39
CN,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,,312,1.07,183.3,1.06,75%,125.9,0.66,0.22,0.06,0.06,41%,,,24,205,193,69,17,16
CN,Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,,578,1.06,190.5,1.03,77%,118.7,0.68,0.47,0.06,0.09,28%,,,21,391,378,269,37,50
CN,MarT1n,TE,https://www.vlr.gg/player/36668/mart1n,(+1),333,1.04,193.4,1.08,71%,123.7,0.70,0.22,0.07,0.07,32%,,,26,233,216,74,23,23
CN,Autumn,FPX,https://www.vlr.gg/player/872/autumn,(+4),312,1.04,195.7,1.02,71%,132.2,0.70,0.22,0.08,0.09,31%,,,24,218,213,70,20,24
CN,yosemite,FPX,https://www.vlr.gg/player/6022/yosemite,(+2),312,1.03,195.4,1.00,72%,130.3,0.67,0.24,0.09,0.05,24%,,,23,209,208,74,23,14
CN,nobody,EDG,https://www.vlr.gg/player/3017/nobody,(+3),546,1.03,204.1,1.07,70%,137.3,0.73,0.23,0.10,0.10,34%,,,26,400,375,127,52,57
CN,Jieni7,EDG,https://www.vlr.gg/player/51244/jieni7,(+2),444,1.02,210.5,1.03,71%,132.8,0.73,0.33,0.11,0.08,29%,,,24,324,315,148,49,36
CN,Viva,XLG,https://www.vlr.gg/player/36415/viva,,397,1.02,175.2,1.01,79%,121.6,0.62,0.31,0.04,0.06,29%,,,24,247,244,122,13,17
CN,Nicc,DRG,https://www.vlr.gg/player/11524/nicc,(+1),578,1.02,191.3,0.98,75%,130.8,0.67,0.38,0.04,0.05,35%,,,23,389,397,220,26,29
CN,NoMan,XLG,https://www.vlr.gg/player/11527/noman,(+4),397,1.01,190.2,1.03,70%,129.5,0.68,0.17,0.13,0.13,33%,,,23,269,261,68,38,38
CN,Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,(+3),546,1.01,192.2,0.99,74%,125.1,0.68,0.32,0.06,0.05,31%,,,24,371,373,174,34,26
CN,Spitfires,AG,https://www.vlr.gg/player/4881/spitfires,(+1),411,1.00,226.3,1.11,69%,141.7,0.80,0.18,0.16,0.15,28%,,,28,330,298,75,58,54
CN,Haodong,TEC,https://www.vlr.gg/player/4720/haodong,,232,1.00,187.1,0.98,71%,121.6,0.67,0.32,0.08,0.09,33%,,,22,155,158,75,18,20
CN,Spring,WOL,https://www.vlr.gg/player/14125/spring,(+4),258,1.00,206.0,0.90,66%,136.9,0.69,0.29,0.11,0.14,28%,,,25,178,198,75,29,35
CN,SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,,578,0.98,225.4,1.02,66%,147.8,0.78,0.23,0.18,0.17,34%,,,29,450,442,134,104,96
CN,Abo,TEC,https://www.vlr.gg/player/5011/abo,(+3),232,0.98,190.8,0.99,68%,127.0,0.71,0.19,0.08,0.09,37%,,,23,164,165,45,19,22
CN,Coco,TEC,https://www.vlr.gg/player/47629/coco,(+1),232,0.97,199.1,0.92,69%,134.3,0.68,0.30,0.08,0.06,34%,,,20,158,172,69,19,13
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,(+1),299,0.97,204.2,1.03,72%,131.7,0.72,0.13,0.09,0.06,25%,,,23,216,209,38,28,19
CN,cb,NOVA,https://www.vlr.gg/player/39697/cb,(+3),299,0.97,189.4,0.94,71%,127.3,0.67,0.26,0.11,0.13,28%,,,34,201,214,79,34,40
CN,HanChe,AG,https://www.vlr.gg/player/42537/hanche,,359,0.96,174.6,0.94,70%,123.6,0.60,0.25,0.09,0.08,26%,,,25,216,231,91,32,29
CN,CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,(+1),546,0.96,176.2,0.99,71%,118.5,0.63,0.21,0.07,0.08,28%,,,24,344,349,113,36,45
CN,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,,312,0.96,166.9,0.85,72%,106.9,0.57,0.36,0.06,0.11,28%,,,19,178,209,112,17,29
CN,Ninebody,TYL,https://www.vlr.gg/player/3547/ninebody,(+3),345,0.96,200.5,0.99,67%,131.3,0.69,0.21,0.12,0.10,28%,,,20,237,240,71,42,34
CN,lucas,TEC,https://www.vlr.gg/player/19677/lucas,,232,0.96,182.8,0.91,69%,121.4,0.64,0.24,0.11,0.09,28%,,,21,148,162,55,25,20
CN,Lysoar,WOL,https://www.vlr.gg/player/37489/lysoar,(+2),258,0.96,200.4,0.95,70%,130.4,0.72,0.23,0.06,0.06,27%,,,25,187,197,60,15,15
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,(+1),333,0.95,183.5,0.92,70%,120.4,0.64,0.23,0.11,0.12,28%,,,21,213,232,75,38,41
CN,jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,,308,0.94,183.1,0.91,69%,116.3,0.67,0.31,0.08,0.11,32%,,,21,205,226,95,26,34
CN,coconut,XLG,https://www.vlr.gg/player/12365/coconut,,397,0.94,166.1,0.91,73%,112.2,0.59,0.44,0.06,0.08,28%,,,20,233,256,174,19,24
CN,sword9,TYL,https://www.vlr.gg/player/3049/sword9,,345,0.93,171.1,0.92,73%,115.9,0.62,0.30,0.05,0.07,26%,,,23,213,232,102,18,25
CN,Levius,BLG,https://www.vlr.gg/player/40845/levius,(+1),543,0.91,176.9,0.91,71%,119.3,0.61,0.24,0.06,0.10,24%,,,26,329,362,133,35,53
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,,333,0.90,174.3,0.84,74%,108.1,0.60,0.43,0.11,0.06,31%,,,23,200,237,143,35,21
CN,deLb,AG,https://www.vlr.gg/player/10821/delb,(+2),411,0.90,178.0,0.97,74%,112.4,0.66,0.28,0.07,0.08,36%,,,21,270,277,117,26,28
CN,SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,,299,0.89,197.1,0.94,69%,131.9,0.71,0.18,0.14,0.15,27%,,,24,212,226,53,42,44
CN,Yoyo,TYL,https://www.vlr.gg/player/11843/yoyo,(+3),345,0.89,185.2,0.88,71%,125.5,0.63,0.29,0.07,0.06,27%,,,21,216,246,101,23,22
CN,SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,,258,0.88,148.9,0.75,66%,103.4,0.52,0.32,0.02,0.09,29%,,,23,135,181,82,5,22
CN,monk,NOVA,https://www.vlr.gg/player/14431/monk,,124,0.87,167.7,0.72,64%,108.4,0.55,0.39,0.06,0.08,24%,,,15,68,94,48,8,10
CN,Z1yan,JDG,https://www.vlr.gg/player/41029/z1yan,(+4),308,0.86,181.0,0.88,69%,114.8,0.64,0.21,0.09,0.09,36%,,,22,197,225,64,27,28
CN,Akeman,DRG,https://www.vlr.gg/player/52904/akeman,,578,0.84,193.1,0.85,66%,127.2,0.66,0.25,0.12,0.16,27%,,,25,380,447,146,69,91
CN,Babyblue,JDG,https://www.vlr.gg/player/15302/babyblue,,308,0.82,154.5,0.76,69%,104.9,0.54,0.27,0.05,0.05,29%,,,18,165,218,83,14,15
CN,TvirusLuke,TEC,https://www.vlr.gg/player/7841/tvirusluke,,232,0.81,184.7,0.84,62%,124.1,0.66,0.16,0.13,0.20,24%,,,26,152,180,38,30,46
CN,Biank,TE,https://www.vlr.gg/player/3021/biank,,333,0.80,162.1,0.73,68%,109.9,0.53,0.31,0.04,0.09,21%,,,17,177,241,104,14,30
CN,Yuicaw,WOL,https://www.vlr.gg/player/11218/yuicaw,(+5),258,0.80,156.7,0.67,66%,109.9,0.53,0.31,0.07,0.13,32%,,,21,136,202,80,19,33
CN,Juicy,WOL,https://www.vlr.gg/player/7426/juicy,(+1),258,0.80,174.8,0.78,66%,112.3,0.62,0.19,0.16,0.17,24%,,,19,159,203,50,40,45
CN,kklin,JDG,https://www.vlr.gg/player/55828/kklin,(+1),308,0.77,162.5,0.73,61%,110.0,0.56,0.19,0.07,0.09,28%,,,20,171,233,58,21,28
CN,zjc,EDG,https://www.vlr.gg/player/7135/zjc,(+1),102,0.76,158.8,0.68,70%,101.6,0.54,0.41,0.07,0.06,37%,,,14,55,81,42,7,6
CN,o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,(+1),175,0.73,138.8,0.69,73%,90.1,0.47,0.32,0.06,0.07,30%,,,13,83,120,56,11,13
