Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,whzy,BLG,https://www.vlr.gg/player/4885/whzy,,304,,246.8,1.14,,,0.86,0.21,,,,,,24,261,228,63,0,0
CN,cb,NOVA,https://www.vlr.gg/player/39697/cb,(+1),337,,205.7,0.96,,,0.69,0.31,,,,,,24,232,242,104,0,0
CN,nobody,EDG,https://www.vlr.gg/player/3017/nobody,(+1),538,,202.8,1.10,,,0.74,0.28,,,,,,28,396,359,149,0,0
CN,CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,(+2),538,,193.3,1.12,,,0.72,0.24,,,,,,26,387,347,130,0,0
CN,Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,(+2),538,,202.0,1.20,,,0.74,0.36,,,,,,24,398,333,191,0,0
CN,stew,JDG,https://www.vlr.gg/player/16924/stew,,267,,206.0,0.98,,,0.72,0.21,,,,,,22,191,195,55,0,0
CN,Viva,JDG,https://www.vlr.gg/player/36415/viva,(+1),267,,216.5,1.16,,,0.75,0.28,,,,,,23,201,173,76,0,0
CN,YHchen,JDG,https://www.vlr.gg/player/10486/yhchen,(+3),267,,180.8,0.88,,,0.62,0.36,,,,,,19,165,188,97,0,0
CN,YiHao,JDG,https://www.vlr.gg/player/4320/yihao,,124,,159.7,0.84,,,0.55,0.47,,,,,,16,68,81,58,0,0
CN,MarT1n,JDG,https://www.vlr.gg/player/36668/mart1n,,267,,194.7,0.94,,,0.66,0.24,,,,,,21,176,187,64,0,0
CN,SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,(+1),337,,241.7,1.09,,,0.82,0.24,,,,,,28,277,253,81,0,0
CN,o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,,337,,159.3,0.74,,,0.54,0.34,,,,,,19,183,246,113,0,0
CN,OBONE,NOVA,https://www.vlr.gg/player/36670/obone,,264,,168.8,0.86,,,0.61,0.32,,,,,,20,160,185,85,0,0
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,(+4),337,,187.3,1.00,,,0.69,0.16,,,,,,30,233,234,55,0,0
CN,Haodong,EDG,https://www.vlr.gg/player/4720/haodong,(+2),538,,158.2,0.83,,,0.56,0.36,,,,,,20,299,359,193,0,0
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,,391,,243.5,1.16,,,0.83,0.19,,,,,,24,323,278,76,0,0
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,,391,,193.8,0.93,,,0.67,0.38,,,,,,21,261,280,148,0,0
CN,YOU,TE,https://www.vlr.gg/player/4710/you,(+1),391,,184.2,0.97,,,0.65,0.30,,,,,,21,254,262,119,0,0
CN,heybay,TE,https://www.vlr.gg/player/4712/heybay,(+2),391,,186.0,0.90,,,0.64,0.38,,,,,,22,250,279,148,0,0
CN,Kai,TE,https://www.vlr.gg/player/37494/kai,(+1),391,,207.5,1.12,,,0.76,0.21,,,,,,25,299,268,81,0,0
CN,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,(+1),412,,197.1,1.12,,,0.74,0.23,,,,,,23,305,272,95,0,0
CN,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,(+2),412,,184.9,0.89,,,0.61,0.39,,,,,,27,252,283,162,0,0
CN,Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,(+2),412,,214.9,1.35,,,0.81,0.29,,,,,,29,332,246,118,0,0
CN,Autumn,FPX,https://www.vlr.gg/player/872/autumn,(+2),412,,214.2,1.18,,,0.76,0.32,,,,,,21,315,267,132,0,0
CN,Life,FPX,https://www.vlr.gg/player/3028/life,(+2),412,,246.3,1.11,,,0.84,0.25,,,,,,28,345,311,105,0,0
CN,jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,(+1),143,,218.6,1.20,,,0.84,0.30,,,,,,24,120,100,43,0,0
CN,Levius,BLG,https://www.vlr.gg/player/40845/levius,(+1),142,,149.9,0.75,,,0.54,0.24,,,,,,18,76,102,34,0,0
CN,ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,,538,,282.7,1.35,,,0.98,0.24,,,,,,30,529,391,127,0,0
CN,Spitfires,AG,https://www.vlr.gg/player/4881/spitfires,,313,,215.4,0.99,,,0.75,0.15,,,,,,27,235,238,48,0,0
CN,Biank,BLG,https://www.vlr.gg/player/3021/biank,(+4),304,,173.0,0.86,,,0.59,0.41,,,,,,27,178,208,124,0,0
CN,Yuicaw,WOL,https://www.vlr.gg/player/11218/yuicaw,(+1),302,,213.4,1.02,,,0.76,0.19,,,,,,30,231,227,58,0,0
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,(+4),304,,197.3,1.05,,,0.70,0.22,,,,,,22,213,203,68,0,0
CN,yosemite,BLG,https://www.vlr.gg/player/6022/yosemite,,304,,209.7,1.08,,,0.73,0.27,,,,,,25,223,207,82,0,0
CN,B3ar,BLG,https://www.vlr.gg/player/25329/b3ar,(+1),162,,137.6,0.72,,,0.48,0.40,,,,,,12,77,107,64,0,0
CN,Eren,TYL,https://www.vlr.gg/player/14444/eren,(+2),255,,200.4,0.95,,,0.68,0.24,,,,,,23,174,184,60,0,0
CN,ICEKING,TYL,https://www.vlr.gg/player/4771/iceking,(+3),255,,158.5,0.75,,,0.55,0.40,,,,,,17,141,188,101,0,0
CN,AAK,TYL,https://www.vlr.gg/player/4773/aak,,255,,228.8,1.12,,,0.80,0.18,,,,,,24,205,183,45,0,0
CN,Flex1n,TYL,https://www.vlr.gg/player/4705/flex1n,,255,,192.9,1.04,,,0.66,0.42,,,,,,22,168,161,106,0,0
CN,zjc,TYL,https://www.vlr.gg/player/7135/zjc,(+1),255,,220.6,1.18,,,0.78,0.23,,,,,,20,199,168,58,0,0
CN,pl1xx,WOL,https://www.vlr.gg/player/871/pl1xx,(+3),302,,154.3,0.74,,,0.54,0.37,,,,,,20,163,221,112,0,0
CN,Spring,WOL,https://www.vlr.gg/player/14125/spring,,302,,205.8,0.99,,,0.74,0.14,,,,,,25,222,224,42,0,0
CN,balua,WOL,https://www.vlr.gg/player/14441/balua,(+1),302,,197.6,0.91,,,0.70,0.34,,,,,,31,211,233,103,0,0
CN,coldfish,WOL,https://www.vlr.gg/player/3020/coldfish,,302,,188.9,0.88,,,0.61,0.33,,,,,,24,183,209,101,0,0
CN,Rb,TEC,https://www.vlr.gg/player/488/rb,(+4),260,,219.1,1.08,,,0.77,0.28,,,,,,33,201,186,73,0,0
CN,deLb,AG,https://www.vlr.gg/player/10821/delb,(+1),313,,222.1,1.15,,,0.79,0.20,,,,,,27,247,214,64,0,0
CN,AC,TEC,https://www.vlr.gg/player/14445/ac,,260,,193.6,1.00,,,0.70,0.29,,,,,,22,182,182,76,0,0
CN,Abo,TEC,https://www.vlr.gg/player/5011/abo,(+1),260,,201.2,0.83,,,0.68,0.22,,,,,,20,177,212,56,0,0
CN,kawaii,TEC,https://www.vlr.gg/player/4778/kawaii,(+1),260,,175.4,0.84,,,0.61,0.22,,,,,,24,158,187,56,0,0
CN,LockM,TEC,https://www.vlr.gg/player/25339/lockm,,260,,158.5,0.76,,,0.56,0.28,,,,,,19,146,192,73,0,0
