Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,aspas,LEV,https://www.vlr.gg/player/8480/aspas,,479,1.32,269.0,1.52,77%,169.8,0.94,0.20,0.22,0.11,27%,13%,6/45,27,451,297,95,105,55
Americas,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,,479,1.18,209.8,1.31,81%,134.0,0.76,0.40,0.10,0.07,28%,17%,8/48,23,362,276,190,49,33
Americas,Mazino,LEV,https://www.vlr.gg/player/7603/mazino,(+2),479,1.17,228.6,1.23,79%,150.9,0.82,0.45,0.09,0.07,28%,6%,2/31,34,395,322,217,41,33
Americas,zekken,SEN,https://www.vlr.gg/player/4004/zekken,,217,1.16,273.7,1.15,71%,178.4,0.90,0.25,0.24,0.18,27%,9%,1/11,28,195,169,55,53,39
Americas,eeiu,100T,https://www.vlr.gg/player/796/eeiu,,411,1.15,200.5,1.17,77%,135.7,0.71,0.35,0.05,0.02,31%,16%,13/82,26,292,250,143,19,10
Americas,Khalil,FUR,https://www.vlr.gg/player/1711/khalil,,241,1.14,206.7,1.16,75%,138.1,0.77,0.31,0.07,0.06,32%,14%,4/28,31,186,160,74,18,15
Americas,s0m,NRG,https://www.vlr.gg/player/4164/s0m,(+1),215,1.12,224.7,1.13,78%,143.6,0.77,0.45,0.09,0.07,27%,19%,6/32,24,166,147,97,20,16
Americas,Derrek,EG,https://www.vlr.gg/player/1533/derrek,,242,1.11,199.3,1.08,76%,135.3,0.74,0.34,0.06,0.03,37%,7%,3/41,23,179,166,82,15,8
Americas,TenZ,SEN,https://www.vlr.gg/player/9/tenz,,217,1.10,204.2,1.08,74%,132.8,0.71,0.37,0.09,0.11,26%,7%,1/14,23,155,144,80,20,23
Americas,Ethan,NRG,https://www.vlr.gg/player/11225/ethan,(+1),215,1.08,222.5,1.08,79%,136.2,0.76,0.43,0.12,0.06,22%,11%,3/27,25,164,152,92,25,13
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,(+1),388,1.08,205.7,1.07,71%,129.3,0.73,0.39,0.09,0.08,24%,23%,9/39,27,285,266,153,36,30
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,,388,1.07,219.1,1.06,69%,148.4,0.76,0.26,0.11,0.09,19%,22%,10/46,25,295,279,102,43,35
Americas,nzr,FUR,https://www.vlr.gg/player/725/nzr,(+1),241,1.06,198.4,1.02,73%,140.3,0.69,0.31,0.03,0.04,27%,17%,7/41,24,167,164,75,8,9
Americas,supamen,EG,https://www.vlr.gg/player/826/supamen,,242,1.06,214.6,1.08,73%,136.3,0.79,0.27,0.09,0.15,45%,21%,6/29,23,192,177,65,22,37
Americas,pANcada,LOUD,https://www.vlr.gg/player/683/pancada,,299,1.06,192.1,1.06,71%,128.9,0.69,0.34,0.07,0.08,37%,19%,9/48,28,207,195,102,21,23
Americas,tex,LEV,https://www.vlr.gg/player/1818/tex,,479,1.05,204.6,1.17,74%,135.7,0.75,0.21,0.09,0.10,32%,16%,7/44,23,359,307,101,45,46
Americas,Cryocells,100T,https://www.vlr.gg/player/4147/cryocells,(+2),411,1.04,223.8,1.13,71%,138.7,0.82,0.20,0.15,0.12,26%,21%,6/29,27,336,298,83,62,48
Americas,artzin,MIBR,https://www.vlr.gg/player/5957/artzin,(+2),225,1.04,212.7,1.05,67%,141.7,0.76,0.25,0.12,0.09,27%,13%,3/23,24,171,163,56,27,20
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,(+1),388,1.04,202.4,1.01,79%,123.0,0.70,0.39,0.10,0.09,22%,24%,9/37,23,273,270,150,39,34
Americas,C0M,LEV,https://www.vlr.gg/player/619/c0m,,479,1.04,180.0,1.04,79%,125.1,0.62,0.36,0.08,0.07,20%,16%,8/50,28,298,286,171,38,34
Americas,Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,,492,1.04,202.1,1.06,69%,142.1,0.74,0.23,0.06,0.08,29%,18%,12/65,27,362,342,113,28,41
Americas,jawgemo,EG,https://www.vlr.gg/player/3993/jawgemo,(+2),242,1.03,243.4,1.01,71%,159.9,0.81,0.26,0.18,0.15,24%,10%,1/10,23,196,195,63,44,36
Americas,cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,(+2),299,1.03,220.0,1.05,71%,144.2,0.77,0.26,0.12,0.09,29%,13%,2/16,24,229,219,79,37,28
Americas,Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,(+1),217,1.03,179.8,1.10,75%,114.3,0.65,0.36,0.02,0.06,21%,15%,5/33,21,140,127,79,5,13
Americas,keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,(+1),492,1.03,233.0,1.05,70%,155.2,0.79,0.21,0.19,0.17,23%,13%,4/32,29,390,370,105,92,82
Americas,bang,100T,https://www.vlr.gg/player/3880/bang,,411,1.02,202.2,1.04,73%,127.4,0.70,0.36,0.10,0.12,33%,13%,7/54,31,289,278,147,40,50
Americas,Less,LOUD,https://www.vlr.gg/player/8447/less,,299,1.02,191.1,1.03,65%,130.0,0.71,0.21,0.09,0.07,30%,5%,2/44,21,211,205,64,28,22
Americas,trent,G2,https://www.vlr.gg/player/15500/trent,,388,1.01,186.1,0.95,74%,126.0,0.64,0.39,0.07,0.09,23%,17%,10/60,22,250,262,152,29,35
Americas,heat,KRÜ,https://www.vlr.gg/player/8673/heat,(+2),492,1.01,185.7,0.97,73%,122.4,0.69,0.37,0.07,0.10,30%,12%,8/68,26,341,350,182,36,50
Americas,Asuna,100T,https://www.vlr.gg/player/601/asuna,(+1),411,1.01,205.6,0.96,76%,132.5,0.70,0.43,0.13,0.12,19%,15%,4/26,23,286,297,176,54,50
Americas,Melser,KRÜ,https://www.vlr.gg/player/1311/melser,,492,1.00,185.3,0.97,74%,121.5,0.66,0.35,0.08,0.10,33%,18%,14/77,23,323,334,174,40,50
Americas,mwzera,FUR,https://www.vlr.gg/player/939/mwzera,,241,0.98,236.4,0.99,74%,152.8,0.82,0.23,0.18,0.15,18%,7%,1/15,29,197,198,56,44,36
Americas,OXY,C9,https://www.vlr.gg/player/18796/oxy,,277,0.97,232.7,0.99,69%,152.1,0.82,0.16,0.18,0.19,27%,17%,2/12,33,226,228,45,50,53
Americas,havoc,FUR,https://www.vlr.gg/player/8706/havoc,,241,0.96,198.3,0.96,65%,138.8,0.70,0.19,0.12,0.14,36%,16%,5/32,23,168,175,45,28,33
Americas,Sacy,SEN,https://www.vlr.gg/player/659/sacy,(+1),217,0.96,170.4,0.93,74%,119.9,0.59,0.34,0.06,0.12,29%,5%,1/21,19,127,136,74,12,27
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,,217,0.95,172.4,0.96,71%,113.5,0.62,0.20,0.05,0.06,29%,11%,3/27,19,134,140,44,11,14
Americas,icy,G2,https://www.vlr.gg/player/8402/icy,(+2),388,0.94,194.2,0.97,71%,131.2,0.70,0.20,0.12,0.15,23%,10%,3/30,23,272,280,79,47,58
Americas,rich,MIBR,https://www.vlr.gg/player/11105/rich,(+1),183,0.94,192.3,0.91,72%,130.3,0.68,0.25,0.08,0.07,31%,12%,3/26,22,124,137,45,14,13
Americas,moose,C9,https://www.vlr.gg/player/7458/moose,,277,0.93,165.9,0.92,65%,115.1,0.60,0.12,0.09,0.06,25%,17%,8/48,18,166,181,32,25,18
Americas,mazin,MIBR,https://www.vlr.gg/player/8872/mazin,,225,0.92,168.5,0.86,65%,110.3,0.58,0.30,0.07,0.04,31%,19%,9/47,20,130,152,67,16,9
