Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Americas,mwzera,FUR,https://www.vlr.gg/player/939/mwzera,,90,1.24,237.0,1.21,71%,156.1,0.82,0.19,0.18,0.17,25%,8%,1/12,24,74,61,17,16,15
Americas,aspas,LEV,https://www.vlr.gg/player/8480/aspas,,186,1.21,242.1,1.23,73%,162.5,0.85,0.20,0.15,0.13,28%,25%,7/28,31,158,128,37,27,25
Americas,Less,LOUD,https://www.vlr.gg/player/8447/less,,271,1.20,213.3,1.25,76%,142.9,0.76,0.25,0.08,0.07,31%,12%,5/43,24,205,164,69,22,19
Americas,keznit,KRÜ,https://www.vlr.gg/player/2462/keznit,,110,1.14,251.2,1.25,68%,165.8,0.91,0.14,0.23,0.10,35%,,0/14,31,100,80,15,25,11
Americas,zekken,SEN,https://www.vlr.gg/player/4004/zekken,,432,1.14,249.0,1.21,72%,161.8,0.86,0.20,0.22,0.16,25%,9%,2/22,31,373,307,86,93,70
Americas,supamen,EG,https://www.vlr.gg/player/826/supamen,,110,1.12,190.6,1.00,72%,124.6,0.65,0.31,0.11,0.08,33%,21%,4/19,22,72,72,34,12,9
Americas,Victor,NRG,https://www.vlr.gg/player/261/victor,,157,1.11,211.0,1.24,74%,140.3,0.76,0.19,0.11,0.11,25%,20%,3/15,22,120,97,30,17,17
Americas,tuyz,LOUD,https://www.vlr.gg/player/2408/tuyz,,271,1.10,190.8,1.11,75%,127.8,0.68,0.47,0.05,0.04,31%,21%,11/52,19,183,165,128,14,10
Americas,Derrek,EG,https://www.vlr.gg/player/1533/derrek,,110,1.10,219.0,1.11,69%,140.2,0.76,0.17,0.12,0.05,37%,18%,4/22,22,84,76,19,13,5
Americas,TenZ,SEN,https://www.vlr.gg/player/9/tenz,,432,1.10,212.9,1.11,76%,139.8,0.75,0.42,0.13,0.09,26%,8%,3/38,30,323,290,180,54,39
Americas,Shyy,KRÜ,https://www.vlr.gg/player/24007/shyy,,110,1.09,190.4,1.10,69%,140.1,0.69,0.22,0.05,0.06,23%,54%,7/13,19,76,69,24,6,7
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,,300,1.08,237.3,1.16,69%,155.0,0.81,0.19,0.20,0.21,28%,20%,2/10,26,244,211,56,59,63
Americas,vanity,C9,https://www.vlr.gg/player/7870/vanity,(+1),162,1.07,198.6,1.03,76%,132.2,0.69,0.34,0.06,0.08,22%,23%,5/22,23,112,109,55,10,13
Americas,Demon1,NRG,https://www.vlr.gg/player/26171/demon1,,157,1.06,215.3,1.08,71%,145.6,0.76,0.15,0.20,0.17,33%,7%,1/14,24,119,110,24,32,26
