Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
Mixed,wippie,C9,https://www.vlr.gg/player/4373/wippie,50%33%17%,6,134,1.23,211,1.31,75%,139.6,0.76,0.15,2.25,0.13,0.06,23%,18%,4/22,21,102,78,20,18,8
Mixed,OXY,C9,https://www.vlr.gg/player/18796/oxy,67%33%,6,134,1.18,263,1.22,72%,175.8,0.92,0.16,1.44,0.19,0.13,27%,17%,1/6,28,123,101,22,26,18
Mixed,nobody,EDG,https://www.vlr.gg/player/3017/nobody,50%33%17%,6,141,1.15,208,1.18,72%,137.8,0.81,0.21,2.00,0.07,0.04,33%,23%,3/13,26,114,97,30,10,5
Mixed,Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,67%17%17%,6,134,1.13,221,1.09,77%,135.9,0.76,0.40,2.00,0.09,0.04,22%,29%,4/14,23,102,94,54,12,6
Mixed,iZu,T1,https://www.vlr.gg/player/29833/izu,25%25%25%+1,4,87,1.09,225,1.21,66%,141.6,0.85,0.20,6.00,0.07,0.01,25%,6%,1/16,22,74,61,17,6,1
Mixed,stax,KRX,https://www.vlr.gg/player/485/stax,70%20%10%,10,224,1.05,188,1.07,76%,129.6,0.71,0.29,1.00,0.06,0.06,32%,17%,5/30,21,160,149,65,13,13
Mixed,ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,33%33%17%+1,6,141,1.03,251,1.03,75%,167.1,0.86,0.21,1.44,0.26,0.18,18%,11%,1/9,26,121,117,30,36,25
Mixed,k1Ng,T1,https://www.vlr.gg/player/771/k1ng,75%25%,4,87,1.02,206,1.05,69%,139.3,0.71,0.21,0.67,0.07,0.10,41%,25%,3/12,19,62,59,18,6,9
Mixed,BuZz,KRX,https://www.vlr.gg/player/804/buzz,40%30%20%+1,10,224,1.01,215,1.10,67%,142.4,0.78,0.21,0.76,0.10,0.13,23%,5%,1/20,33,175,159,48,22,29
Mixed,jakee,C9,https://www.vlr.gg/player/8742/jakee,50%33%17%,6,134,1.01,181,0.98,76%,116.6,0.64,0.40,0.56,0.07,0.12,32%,14%,2/14,17,86,88,54,9,16
Mixed,MaKo,KRX,https://www.vlr.gg/player/4462/mako,80%20%,10,224,0.98,168,0.89,78%,113.2,0.60,0.49,0.75,0.07,0.09,29%,13%,4/32,25,134,150,110,15,20
Mixed,Foxy9,KRX,https://www.vlr.gg/player/11600/foxy9,60%40%,10,224,0.97,214,1.06,70%,139.0,0.76,0.12,0.76,0.16,0.21,24%,22%,4/18,24,171,161,27,35,46
Mixed,Haodong,EDG,https://www.vlr.gg/player/4720/haodong,50%33%17%,6,141,0.95,178,0.83,72%,120.5,0.61,0.39,1.42,0.12,0.09,28%,17%,2/12,25,86,103,55,17,12
Mixed,Flashback,KRX,https://www.vlr.gg/player/35013/flashback,90%10%,10,224,0.95,191,0.96,71%,133.2,0.67,0.33,0.58,0.05,0.08,29%,8%,2/25,26,151,157,73,11,19
Mixed,Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,33%17%17%+2,6,141,0.94,184,0.93,74%,119.1,0.68,0.17,1.25,0.07,0.06,31%,17%,4/24,21,96,103,24,10,8
Mixed,xeta,T1,https://www.vlr.gg/player/474/xeta,75%25%,4,87,0.92,184,0.89,71%,119.3,0.63,0.32,0.73,0.09,0.13,28%,10%,1/10,16,55,62,28,8,11
Mixed,CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,67%17%17%,6,141,0.87,159,0.83,70%,116.4,0.57,0.25,1.11,0.07,0.06,30%,11%,3/28,20,80,96,35,10,9
Mixed,Sayaplayer,T1,https://www.vlr.gg/player/4545/sayaplayer,50%50%,4,87,0.84,177,0.79,66%,119.3,0.57,0.15,1.17,0.16,0.14,18%,0%,0/2,17,50,63,13,14,12
Mixed,carpe,T1,https://www.vlr.gg/player/31207/carpe,50%25%25%,4,87,0.79,159,0.85,63%,101.3,0.59,0.14,1.00,0.11,0.11,36%,8%,1/12,16,51,60,12,10,10
Mixed,vanity,C9,https://www.vlr.gg/player/7870/vanity,67%17%17%,6,134,0.73,135,0.61,72%,87.4,0.44,0.38,0.31,0.04,0.12,17%,27%,4/15,14,59,96,51,5,16
