Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
Mixed,Chronicle,FNC,https://www.vlr.gg/player/458/chronicle,38%23%23%+1,13,279,1.30,243,1.44,80%,160.2,0.85,0.32,1.47,0.09,0.06,24%,10%,3/30,29,237,165,90,25,17
Mixed,aspas,MIBR,https://www.vlr.gg/player/8480/aspas,90%10%,10,217,1.29,251,1.37,71%,166.5,0.92,0.12,1.43,0.20,0.14,30%,19%,5/27,27,200,146,27,43,30
Mixed,dos9,BME,https://www.vlr.gg/player/16215/dos9,67%33%,3,69,1.29,265,1.33,72%,166.1,0.87,0.39,1.00,0.14,0.14,29%,11%,1/9,22,60,45,27,10,10
Mixed,OXY,C9,https://www.vlr.gg/player/18796/oxy,33%33%22%+1,9,191,1.29,283,1.46,73%,172.0,1.02,0.13,1.93,0.27,0.14,32%,8%,1/13,33,194,133,25,52,27
Mixed,N4RRATE,SEN,https://www.vlr.gg/player/36245/n4rrate,63%38%,8,166,1.28,247,1.27,77%,158.3,0.83,0.35,1.60,0.10,0.06,28%,7%,1/15,24,138,109,58,16,10
Mixed,heat,FUR,https://www.vlr.gg/player/8673/heat,75%25%,4,79,1.25,223,1.17,67%,146.2,0.77,0.14,1.00,0.08,0.08,50%,9%,2/23,19,61,52,11,6,6
Mixed,Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,38%25%19%+1,16,335,1.22,242,1.21,73%,148.9,0.83,0.32,1.57,0.13,0.08,35%,28%,8/29,26,278,229,108,44,28
Mixed,hiro,NAVI,https://www.vlr.gg/player/29867/hiro,73%27%,11,247,1.20,240,1.27,73%,159.8,0.89,0.23,1.48,0.13,0.09,27%,39%,9/23,34,221,174,57,31,21
Mixed,Avez,KC,https://www.vlr.gg/player/5654/avez,39%26%22%+2,23,507,1.19,239,1.21,73%,161.1,0.83,0.27,1.00,0.11,0.11,33%,18%,6/33,30,423,350,139,57,57
Mixed,kaajak,FNC,https://www.vlr.gg/player/9554/kaajak,69%23%8%,13,279,1.19,238,1.31,71%,156.4,0.86,0.17,1.48,0.18,0.12,39%,26%,5/19,29,241,184,47,49,33
Mixed,Deryeon,GE,https://www.vlr.gg/player/9152/deryeon,80%20%,5,108,1.18,237,1.26,78%,151.2,0.86,0.20,2.60,0.12,0.05,31%,0%,0/14,25,93,74,22,13,5
Mixed,skuba,NRG,https://www.vlr.gg/player/11118/skuba,55%18%18%+2,22,471,1.18,210,1.30,77%,136.7,0.78,0.34,1.03,0.07,0.07,27%,16%,13/79,31,368,282,160,32,31
Mixed,eeiu,100T,https://www.vlr.gg/player/796/eeiu,68%18%14%,22,465,1.17,216,1.18,73%,148.1,0.76,0.24,1.48,0.07,0.05,29%,14%,10/73,24,354,299,111,31,21
Mixed,Derke,VIT,https://www.vlr.gg/player/5022/derke,50%25%25%,8,170,1.17,253,1.24,71%,155.8,0.88,0.18,1.22,0.23,0.19,24%,11%,2/18,30,149,120,30,39,32
Mixed,Kr1stal,GE,https://www.vlr.gg/player/5796/kr1stal,100%,5,108,1.16,222,1.07,77%,151.0,0.75,0.30,1.10,0.10,0.09,20%,25%,3/12,23,81,76,32,11,10
Mixed,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,33%33%33%,6,137,1.16,218,1.24,73%,145.0,0.78,0.38,2.43,0.12,0.05,33%,29%,6/21,26,107,86,52,17,7
