Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,Nicc,DRG,https://www.vlr.gg/player/11524/nicc,(+2),291,0.98,181.9,0.97,72%,120.1,0.65,0.26,0.06,0.05,32%,,,27,189,195,76,17,15
CN,jowa,WOL,https://www.vlr.gg/player/19292/jowa,(+3),289,0.98,209.0,0.99,72%,127.0,0.70,0.41,0.10,0.10,30%,,,24,203,206,119,23,23
CN,qiutiaN,WOL,https://www.vlr.gg/player/43007/qiutian,(+3),289,0.97,191.0,0.92,70%,134.0,0.65,0.23,0.15,0.13,26%,,,19,187,203,66,35,29
CN,cb,EDG,https://www.vlr.gg/player/39697/cb,,400,0.97,198.1,0.96,65%,130.2,0.70,0.22,0.10,0.14,25%,,,21,280,291,86,33,49
CN,sword9,TYL,https://www.vlr.gg/player/3049/sword9,,348,0.96,168.2,0.98,70%,110.8,0.60,0.26,0.05,0.07,26%,,,20,210,215,89,15,22
CN,Viva,TE,https://www.vlr.gg/player/36415/viva,(+1),277,0.96,170.2,0.86,73%,117.2,0.56,0.37,0.06,0.05,29%,,,22,156,182,102,13,10
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,(+1),277,0.96,164.6,0.89,72%,115.4,0.60,0.33,0.07,0.08,30%,,,19,167,188,91,16,18
CN,SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,,289,0.95,152.1,0.87,71%,107.0,0.54,0.29,0.05,0.03,30%,,,21,157,181,84,11,6
CN,WsLeo,XLG,https://www.vlr.gg/player/24308/wsleo,,293,0.95,184.6,0.97,75%,124.9,0.63,0.31,0.08,0.06,24%,,,20,184,189,92,22,19
CN,GREEN,NOVA,https://www.vlr.gg/player/34181/green,(+2),148,0.93,214.7,0.97,64%,137.0,0.76,0.19,0.12,0.11,31%,,,26,112,116,28,12,11
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,,148,0.93,204.6,0.97,60%,126.6,0.76,0.17,0.10,0.20,35%,,,27,112,115,25,10,20
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,(+4),277,0.93,196.2,0.99,71%,131.6,0.69,0.25,0.08,0.11,33%,,,21,192,194,68,17,23
CN,SpiritZ1,DRG,https://www.vlr.gg/player/31753/spiritz1,,291,0.92,208.8,0.97,64%,135.1,0.76,0.22,0.14,0.16,32%,,,23,220,227,63,42,48
CN,coconut,JDG,https://www.vlr.gg/player/12365/coconut,,357,0.92,155.8,0.83,68%,107.8,0.55,0.25,0.05,0.07,31%,,,18,198,240,90,12,16
CN,NoMan,XLG,https://www.vlr.gg/player/11527/noman,,293,0.91,189.6,1.04,66%,123.6,0.69,0.16,0.16,0.17,29%,,,30,201,193,46,46,51
CN,zhe,JDG,https://www.vlr.gg/player/49476/zhe,,357,0.91,187.3,1.01,70%,110.9,0.67,0.24,0.13,0.17,21%,,,21,238,236,85,30,40
CN,Abo,TEC,https://www.vlr.gg/player/5011/abo,(+2),255,0.91,195.3,0.92,69%,120.0,0.67,0.21,0.17,0.12,28%,,,23,171,185,53,33,24
CN,Au1,AG,https://www.vlr.gg/player/55038/au1,(+1),264,0.90,174.9,0.88,69%,119.9,0.60,0.33,0.07,0.07,23%,,,22,158,179,87,14,16
CN,sScary,FPX,https://www.vlr.gg/player/4382/sscary,,141,0.90,172.9,0.72,70%,112.9,0.55,0.41,0.08,0.05,24%,,,16,77,107,58,9,5
CN,bud,BLG,https://www.vlr.gg/player/56260/bud,(+1),435,0.89,162.8,0.83,67%,111.5,0.58,0.28,0.03,0.09,29%,,,23,253,305,121,14,39
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,(+1),148,0.89,164.3,0.73,59%,116.7,0.54,0.26,0.07,0.06,29%,,,14,80,110,38,7,6
CN,nobody,EDG,https://www.vlr.gg/player/3017/nobody,,400,0.89,180.8,0.89,66%,121.1,0.63,0.22,0.06,0.06,31%,,,21,250,282,86,19,21
CN,Biank,BLG,https://www.vlr.gg/player/3021/biank,,201,0.88,158.7,0.79,71%,108.6,0.56,0.16,0.08,0.08,22%,,,22,113,143,33,17,17
CN,Flex1n,DRG,https://www.vlr.gg/player/4705/flex1n,,291,0.85,173.1,0.80,70%,112.7,0.59,0.38,0.08,0.07,28%,,,22,173,217,112,23,19
CN,Spring,WOL,https://www.vlr.gg/player/14125/spring,(+3),289,0.83,182.9,0.84,66%,111.3,0.63,0.27,0.09,0.13,24%,,,23,182,217,77,21,29
CN,Akeman,DRG,https://www.vlr.gg/player/52904/akeman,,291,0.82,185.7,0.82,66%,123.7,0.64,0.21,0.17,0.18,29%,,,20,185,226,61,50,53
CN,heybay,NOVA,https://www.vlr.gg/player/4712/heybay,(+2),148,0.74,157.7,0.69,65%,99.2,0.50,0.28,0.02,0.14,25%,,,22,74,107,42,2,14
CN,Life,FPX,https://www.vlr.gg/player/3028/life,,141,0.65,162.9,0.63,64%,118.9,0.55,0.20,0.13,0.23,34%,,,23,78,124,28,14,25
