Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,Abo,TEC,https://www.vlr.gg/player/5011/abo,(+2),269,,212.5,1.07,,141.5,0.77,0.19,0.16,0.17,,,,28,208,194,52,42,46
CN,Autumn,FPX,https://www.vlr.gg/player/872/autumn,(+2),599,,201.6,1.02,,135.1,0.72,0.25,0.10,0.06,,,,28,430,420,149,59,36
CN,vo0kashu,DRG,https://www.vlr.gg/player/3741/vo0kashu,,193,,252.0,1.33,,162.8,0.93,0.27,0.15,0.06,,,,30,180,135,52,28,12
CN,Shion7,DRG,https://www.vlr.gg/player/41774/shion7,,193,,181.9,0.80,,126.8,0.62,0.17,0.07,0.12,,,,19,119,148,32,13,24
CN,nizhaoTZH,DRG,https://www.vlr.gg/player/4880/nizhaotzh,,193,,155.3,0.78,,103.0,0.54,0.47,0.04,0.08,,,,20,105,135,91,8,15
CN,o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,,230,,158.8,0.73,,106.9,0.54,0.46,0.06,0.09,,,,20,124,169,105,14,21
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,,230,,184.0,0.93,,118.1,0.64,0.35,0.05,0.09,,,,21,147,158,81,12,20
CN,cb,NOVA,https://www.vlr.gg/player/39697/cb,(+2),230,,187.3,0.95,,130.4,0.66,0.32,0.07,0.12,,,,26,151,159,74,16,27
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,(+2),230,,209.0,1.10,,146.3,0.78,0.23,0.13,0.08,,,,28,179,162,52,30,18
CN,SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,,230,,222.6,0.97,,143.5,0.77,0.16,0.13,0.19,,,,22,176,182,36,30,44
CN,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,(+2),599,,192.1,1.03,,130.1,0.70,0.32,0.06,0.06,,,,23,417,404,192,33,34
CN,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,(+2),599,,186.7,0.89,,124.8,0.63,0.39,0.08,0.11,,,,19,375,421,236,50,66
CN,Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,(+1),599,,196.6,1.03,,129.3,0.68,0.37,0.05,0.05,,,,25,408,398,220,32,30
CN,Life,FPX,https://www.vlr.gg/player/3028/life,,599,,217.7,1.00,,136.3,0.75,0.14,0.22,0.22,,,,26,450,449,82,129,130
CN,Nicc,DRG,https://www.vlr.gg/player/11524/nicc,,193,,172.1,0.84,,116.2,0.59,0.49,0.04,0.11,,,,18,114,136,94,7,21
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,,493,,217.4,1.09,,150.5,0.77,0.18,0.14,0.12,,,,30,382,350,91,69,61
CN,heybay,TE,https://www.vlr.gg/player/4712/heybay,(+2),493,,166.2,0.83,,108.5,0.58,0.43,0.06,0.06,,,,25,288,345,214,30,28
CN,Kai,TE,https://www.vlr.gg/player/37494/kai,(+1),493,,220.1,1.12,,142.4,0.81,0.19,0.15,0.13,,,,28,399,355,94,75,62
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,,493,,179.3,0.91,,113.3,0.64,0.38,0.06,0.07,,,,22,316,348,185,29,34
CN,Biank,TE,https://www.vlr.gg/player/3021/biank,(+1),493,,198.8,0.93,,125.9,0.68,0.31,0.10,0.12,,,,22,333,359,155,48,57
CN,Haodong,EDG,https://www.vlr.gg/player/4720/haodong,,66,,123.3,0.53,,82.1,0.39,0.38,0.06,0.12,,,,11,26,49,25,4,8
CN,ZmjjKK,EDG,https://www.vlr.gg/player/3520/zmjjkk,(+2),394,,259.4,1.25,,162.8,0.91,0.22,0.21,0.19,,,,30,359,288,88,82,74
CN,nobody,EDG,https://www.vlr.gg/player/3017/nobody,(+1),394,,203.2,0.99,,136.3,0.70,0.32,0.10,0.11,,,,21,274,278,128,38,42
CN,CHICHOO,EDG,https://www.vlr.gg/player/15559/chichoo,(+2),394,,203.6,1.16,,131.6,0.75,0.28,0.05,0.06,,,,21,295,254,110,19,23
CN,Smoggy,EDG,https://www.vlr.gg/player/4742/smoggy,(+4),394,,201.1,1.09,,135.2,0.71,0.31,0.08,0.11,,,,21,279,257,122,33,42
CN,Eren,TYL,https://www.vlr.gg/player/14444/eren,(+2),209,,194.8,0.96,,132.4,0.72,0.19,0.06,0.10,,,,21,150,157,40,13,21
CN,S1Mon,EDG,https://www.vlr.gg/player/13768/s1mon,(+1),328,,173.4,1.00,,115.6,0.64,0.41,0.04,0.05,,,,20,210,211,135,13,16
CN,TvirusLuke,DRG,https://www.vlr.gg/player/7841/tvirusluke,,193,,225.6,0.90,,146.7,0.73,0.26,0.20,0.14,,,,24,140,156,50,38,27
CN,SiuFatBB,WOL,https://www.vlr.gg/player/7849/siufatbb,(+1),197,,160.9,0.98,,107.4,0.58,0.35,0.04,0.04,,,,18,114,116,68,7,8
CN,kawaii,TEC,https://www.vlr.gg/player/4778/kawaii,,92,,172.8,0.86,,121.4,0.61,0.17,0.07,0.07,,,,18,56,65,16,6,6
CN,sword9,AG,https://www.vlr.gg/player/3049/sword9,,263,,185.8,0.92,,119.9,0.64,0.26,0.06,0.11,,,,18,169,184,68,15,29
CN,LockM,TEC,https://www.vlr.gg/player/25339/lockm,(+2),269,,163.2,0.83,,110.8,0.56,0.32,0.04,0.06,,,,20,150,180,86,10,16
CN,Rb,TEC,https://www.vlr.gg/player/488/rb,(+2),269,,227.7,0.99,,147.3,0.78,0.23,0.13,0.18,,,,30,211,214,63,35,49
CN,AC,TEC,https://www.vlr.gg/player/14445/ac,,269,,210.2,1.08,,133.4,0.74,0.43,0.06,0.07,,,,21,199,185,117,16,19
CN,stew,JDG,https://www.vlr.gg/player/16924/stew,,267,,230.5,1.36,,151.8,0.85,0.13,0.16,0.15,,,,27,226,166,34,42,41
CN,Viva,JDG,https://www.vlr.gg/player/36415/viva,(+1),267,,218.2,1.31,,140.0,0.77,0.28,0.09,0.06,,,,21,206,157,76,25,15
CN,jkuro,JDG,https://www.vlr.gg/player/3519/jkuro,,267,,175.7,0.86,,119.8,0.62,0.23,0.12,0.10,,,,22,166,192,61,31,28
CN,Z1yan,JDG,https://www.vlr.gg/player/41029/z1yan,(+1),267,,212.2,1.09,,136.6,0.75,0.37,0.09,0.07,,,,22,200,184,99,25,19
CN,YHchen,JDG,https://www.vlr.gg/player/10486/yhchen,(+1),267,,203.2,1.02,,127.9,0.69,0.37,0.08,0.07,,,,19,183,179,99,21,20
CN,bunt,AG,https://www.vlr.gg/player/25949/bunt,,263,,182.0,0.96,,117.6,0.65,0.34,0.09,0.07,,,,20,171,179,90,23,18
