date,team_a,team_b,kalshi_a_raw,kalshi_b_raw,kalshi_a_fair,kalshi_b_fair,volume_total,rating_a,rating_b,model_p_a,model_p_b,a_won,edge_for_a,region,cross_region
2026-05-08,VIT,FNC,0.4367954941139846,0.5819423304084664,0.4287614375354515,0.5712385624645485,354883.25,0.5011,1.0396,0.449667638278848,0.550332361721152,1,0.0209062007433964,EMEA,False
2026-05-08,FUT,EF,0.5553824626365794,0.4795863433597628,0.5366175863647645,0.4633824136352354,200055.25,0.1547,0.9826,0.422934406985635,0.5770655930143649,1,-0.1136831793791294,EMEA,False
2026-05-08,AG,DRG,0.5298518323636864,0.4915126092925789,0.5187686302300362,0.4812313697699639,72478.43,-0.2739,-1.2627,0.5917658823857787,0.4082341176142213,0,0.0729972521557424,CN,False
2026-05-08,PRX,GE,0.7614275786277848,0.2549960591712496,0.7491242335494888,0.2508757664505113,196346.87,1.2926,0.8382,0.5425085812813806,0.4574914187186194,0,-0.2066156522681081,Pacific,False
2026-05-07,TL,VIT,0.5581288155605548,0.4781788204065157,0.5385744504716646,0.4614255495283355,243491.62,0.7792,0.2312,0.5512148167206651,0.4487851832793349,0,0.0126403662490004,EMEA,False
2026-05-07,TH,EF,0.6490095924307682,0.3753112628903768,0.6335999009092622,0.3664000990907378,164328.26,0.4761,0.8288,0.4669771633811294,0.5330228366188706,0,-0.1666227375281328,EMEA,False
2026-05-07,GE,RRQ,0.5044388056581702,0.5119713927004158,0.496294514235291,0.503705485764709,73391.81,0.6905,0.4886,0.5189200913037948,0.4810799086962052,1,0.0226255770685037,Pacific,False
2026-05-05,DRG,JDG,0.6064612617764011,0.4096861782674534,0.596824080716306,0.403175919283694,84262.6,-1.3432,-1.3537,0.5009843738695082,0.4990156261304918,1,-0.0958397068467977,CN,False
2026-05-04,EDG,AG,0.6034397255309382,0.3963881042646927,0.6035436377623974,0.3964563622376025,46451.25,-0.8653,-0.1386,0.4322444922936716,0.5677555077063283,1,-0.1712991454687257,CN,False
2026-05-04,G2,ENVY,0.8409374859127852,0.1892211790602923,0.8163184124018046,0.1836815875981953,128177.82,1.2072,-0.6701,0.6697764132677404,0.3302235867322596,1,-0.1465419991340641,Americas,False
2026-05-03,TE,DRG,0.43982394266851,0.5758542777354659,0.4330347287486134,0.5669652712513867,17141.79,-1.5535,-1.4672,0.4919100026204045,0.5080899973795955,0,0.0588752738717911,CN,False
2026-05-03,DFM,RRQ,0.3149320096323418,0.6966024735885716,0.3113408537784494,0.6886591462215506,115441.66,-0.073,0.4581,0.4503552197526037,0.5496447802473963,0,0.1390143659741543,Pacific,False
2026-05-02,DRG,EDG,0.3323645867568117,0.7039882006552731,0.320706028674629,0.6792939713253711,29465.58,-1.4457,-0.847,0.4440806257000294,0.5559193742999706,0,0.1233745970254004,CN,False
2026-05-02,GE,NS,0.2643481747456613,0.7650309691654308,0.2568035075407484,0.7431964924592517,154193.14,0.3115,1.4356,0.395983816043125,0.604016183956875,1,0.1391803085023765,Pacific,False
2026-05-02,TE,AG,0.4536322685386321,0.5735798441503178,0.4416149916214982,0.5583850083785018,23063.26,-1.4418,-0.3019,0.3945605216766585,0.6054394783233414,0,-0.0470544699448396,CN,False
2026-05-02,LEV,MIBR,0.5849119623669174,0.491134312857824,0.543575100657036,0.456424899342964,181770.57,0.812,0.8367,0.4976843897159398,0.5023156102840602,0,-0.0458907109410961,Americas,False
2026-05-01,EG,NRG,0.2233915486171489,0.8035769430233495,0.2175252214995409,0.782474778500459,131224.03,-0.7528,0.8047,0.357578442768393,0.642421557231607,0,0.140053221268852,Americas,False
2026-05-01,M8,TL,0.3581358177684446,0.6448959995827995,0.3570532973861105,0.6429467026138896,69221.05,0.4103,0.5706,0.4849758964119646,0.5150241035880354,0,0.127922599025854,EMEA,False
2026-05-01,GX,EF,0.4867688064562291,0.5359534263938769,0.4759540673127929,0.5240459326872072,91755.59,-0.1753,0.601,0.427675747609206,0.5723242523907939,0,-0.0482783197035868,EMEA,False
2026-05-01,TS,GEN,0.2433412845458125,0.7752197962345562,0.2389069140157771,0.761093085984223,140282.94,-0.8388,-0.0065,0.4225306789892405,0.5774693210107595,1,0.1836237649734634,Pacific,False
2026-04-30,BBL,FNC,0.3728969225442474,0.6715612443756558,0.3570242776155571,0.6429757223844429,61119.75,0.3198,0.7443,0.4602776801855844,0.5397223198144155,0,0.1032534025700273,EMEA,False
2026-04-30,NAVI,KC,0.5964096915478521,0.4304595614353599,0.5808039239807705,0.4191960760192295,37007.27,-0.2009,-0.4218,0.5206988540379858,0.4793011459620142,1,-0.0601050699427847,EMEA,False
2026-04-29,PCF,VIT,0.2218090511909185,0.7840062293007241,0.2205266269990433,0.7794733730009569,45887.61,-0.8657,-0.0372,0.422879347763743,0.5771206522362571,0,0.2023527207646996,EMEA,False
2026-04-29,TH,FUT,0.4959221777342766,0.5339296785353407,0.4815471028334421,0.518452897166558,109249.53,0.1332,0.5446,0.4614991218312059,0.5385008781687941,1,-0.0200479810022362,EMEA,False
2026-04-26,EG,SEN,0.3627841133194999,0.6558646574063676,0.3561424936104205,0.6438575063895796,96429.56,-0.577,0.1326,0.4338220199722752,0.5661779800277248,0,0.0776795263618547,Americas,False
2026-04-26,NS,TS,0.8880358879766962,0.1266792018238653,0.8751578614557081,0.1248421385442919,98351.32,1.6265,-1.3446,0.7551994786207724,0.2448005213792276,1,-0.1199583828349356,Pacific,False
2026-04-26,ZETA,T1,0.1258183701107305,0.8918481884410768,0.1236341796371658,0.8763658203628343,21702.02,-0.9136,1.3186,0.3010292063283763,0.6989707936716236,0,0.1773950266912104,Pacific,False
2026-04-26,100T,NRG,0.5446546413121846,0.5369576183168965,0.5035581248856811,0.4964418751143188,185610.26,0.2646,0.8746,0.4430332623490601,0.5569667376509398,0,-0.0605248625366209,Americas,False
2026-04-25,KRÜ,FUR,0.4600294833390472,0.5610832319386514,0.4505178286942974,0.5494821713057024,84851.70999999999,0.9787,1.0576,0.492603604624637,0.5073963953753631,1,0.0420857759303395,Americas,False
2026-04-25,LOUD,G2,0.1775579420894246,0.8337179950340334,0.1755781340891809,0.824421865910819,121252.88,-0.8715,1.1713,0.3164476556176708,0.6835523443823293,0,0.1408695215284898,Americas,False
2026-04-24,ENVY,LEV,0.3446637237803572,0.6810711667050784,0.3360163790638367,0.6639836209361633,132770.32,-0.3077,0.7405,0.40284257032658,0.5971574296734199,0,0.0668261912627433,Americas,False
2026-04-24,VIT,BBL,0.6305569893329473,0.4205460812690297,0.599900244770307,0.400099755229693,191140.78,0.0788,0.3372,0.4757918368367311,0.5242081631632689,0,-0.1241084079335758,EMEA,False
2026-04-24,M8,TH,0.6105695143652375,0.414270586384523,0.595770514754987,0.404229485245013,118361.55,0.7085,-0.2721,0.5910200202362249,0.4089799797637751,0,-0.004750494518762,EMEA,False
2026-04-24,PRX,GE,0.7157512357140989,0.2894645876180253,0.7120373745625113,0.2879626254374887,60279.45,1.0241,0.5587,0.5435330409907794,0.4564669590092206,1,-0.1685043335717319,Pacific,False
2026-04-22,TL,NAVI,0.6671733626958177,0.3571087302971196,0.651357050230515,0.348642949769485,162307.68,0.4798,-0.2535,0.5683640528751807,0.4316359471248193,1,-0.0829929973553343,EMEA,False
2026-04-19,GEN,NS,0.3544879004561431,0.6642184260100018,0.3479785010129943,0.6520214989870057,72007.08,0.1365,1.647,0.3616741090192037,0.6383258909807963,0,0.0136956080062093,Pacific,False
2026-04-19,RRQ,T1,0.3448729402652725,0.6748351938244767,0.338207501476024,0.661792498523976,46643.44,0.4879,1.2538,0.4286328255226372,0.5713671744773627,0,0.0904253240466132,Pacific,False
2026-04-19,MIBR,LOUD,0.8673657161739267,0.1508668527986749,0.8518345833792178,0.1481654166207822,100793.77,1.0124,-0.8314,0.6669550941211821,0.3330449058788178,1,-0.1848794892580356,Americas,False
2026-04-18,ZETA,DFM,0.4139107930105128,0.6165722088704392,0.4016667836878403,0.5983332163121595,50776.42,-0.518,0.0485,0.4470675452659188,0.5529324547340811,0,0.0454007615780784,Pacific,False
2026-04-17,FNC,PCF,0.8455883193408771,0.217233488180332,0.7956068584187411,0.2043931415812589,56921.95,1.0552,-1.2175,0.7022176245066093,0.2977823754933907,1,-0.0933892339121318,EMEA,False
2026-04-17,FUT,TL,0.3518820863006683,0.6977716295202537,0.3352363555684318,0.6647636444315682,132916.08000000002,0.37,0.7519,0.4642511821091173,0.5357488178908827,1,0.1290148265406854,EMEA,False
2026-04-17,PRX,TS,0.9048898944781446,0.1117130533748916,0.8901114209723486,0.1098885790276513,58867.149999999994,1.2422,-1.0581,0.7044198984588473,0.2955801015411526,1,-0.1856915225135013,Pacific,False
2026-04-16,KC,TH,0.4764600970705752,0.5336941694875522,0.4716706277883727,0.5283293722116272,155964.52,-0.2744,-0.3561,0.507658842481736,0.492341157518264,0,0.0359882146933632,EMEA,False
2026-04-16,VIT,EF,0.7580124908989281,0.2692657964385256,0.7378842717133437,0.2621157282866562,168967.44,0.4885,0.9974,0.4524189669574775,0.5475810330425225,0,-0.2854653047558662,EMEA,False
2026-04-16,NOVA,WOL,0.4036935483870967,0.6090403266972945,0.398617601641356,0.6013823983586438,41003.0,-2.1911,-1.764,0.4600353066759924,0.5399646933240076,1,0.0614177050346363,CN,False
2026-04-15,NAVI,M8,0.4243196371398078,0.5922681607418856,0.4173959573624436,0.5826040426375563,65223.0,-0.1208,0.6902,0.424485937036485,0.5755140629635149,0,0.0070899796740413,EMEA,False
2026-04-15,BLG,AG,0.6209100787829395,0.3875110189266269,0.6157249984091137,0.3842750015908863,59046.0,-1.0832,-0.1906,0.4170072432807792,0.5829927567192208,0,-0.1987177551283344,CN,False
2026-04-14,DRG,TE,0.5887237415774871,0.4323842592592592,0.5765538425857576,0.4234461574142423,117752.0,-1.3423,-1.4654,0.5115388036130274,0.4884611963869726,1,-0.0650150389727302,CN,False
2026-04-13,FUR,NRG,0.4002609056486332,0.6068644772396591,0.3974290713443661,0.6025709286556338,190997.0,1.1405,1.096,0.5041717889460777,0.4958282110539223,1,0.1067427176017115,Americas,False
2026-04-12,C9,LEV,0.5898768025976506,0.4267874794069193,0.5802080519978365,0.4197919480021635,101220.0,0.2145,-0.4905,0.5657534109583914,0.4342465890416086,0,-0.0144546410394451,Americas,False
2026-04-12,PRX,GEN,0.7530048130322103,0.2434781349551115,0.7556625174099725,0.2443374825900274,119078.0,1.4394,-0.3527,0.662580007427887,0.3374199925721129,0,-0.0930825099820854,Pacific,False
2026-04-11,EG,100T,0.3206508156889969,0.6970411615449675,0.3150764896078965,0.6849235103921034,108879.0,-0.587,0.2856,0.4188372391184535,0.5811627608815464,0,0.103760749510557,Americas,False
2026-04-11,EDG,DRG,0.6700550795593636,0.3267415730337079,0.6722083965834749,0.3277916034165251,53774.0,-0.4154,-1.3688,0.5885432858250645,0.4114567141749354,1,-0.0836651107584103,CN,False
2026-04-11,TS,GE,0.1805364421979455,0.8495784695201037,0.1752585465410288,0.8247414534589712,59613.0,-1.0416,0.962,0.3196857152890081,0.680314284710992,0,0.1444271687479792,Pacific,False
2026-04-11,MIBR,G2,0.4041035821422269,0.6101924076963078,0.3984079461918764,0.6015920538081236,158580.0,1.1114,1.4068,0.47233139879501,0.5276686012049899,1,0.0739234526031336,Americas,False
2026-04-10,KC,M8,0.4019056603773585,0.6265006587615284,0.3908043473652371,0.6091956526347628,161831.0,-0.38,0.8343,0.3878801348113019,0.6121198651886981,0,-0.0029242125539352,EMEA,False
2026-04-10,FUT,NAVI,0.5065375049090195,0.5194284438490735,0.4937176575130694,0.5062823424869306,149225.0,0.3817,0.0402,0.5319767814877124,0.4680232185122875,1,0.0382591239746429,EMEA,False
2026-04-10,BLG,FPX,0.6776654411764707,0.3439492753623188,0.663327798832409,0.336672201167591,44243.0,-1.1107,-1.2584,0.5138437291506955,0.4861562708493044,1,-0.1494840696817134,CN,False
2026-04-10,TE,NOVA,0.7423152709359606,0.2862209302325581,0.7217201203930569,0.2782798796069432,14481.0,-1.501,-2.1435,0.5599765279165898,0.4400234720834102,1,-0.161743592476467,CN,False
2026-04-10,T1,DFM,0.8409574924860455,0.1757003037462031,0.8271785212316753,0.1728214787683245,59341.0,1.2776,0.1033,0.6085327683165005,0.3914672316834995,1,-0.2186457529151748,Pacific,False
2026-04-09,TH,TL,0.369477601460469,0.6660702328695781,0.3567943355311099,0.6432056644688902,62200.0,-0.0474,0.7267,0.4278781664678277,0.5721218335321723,0,0.0710838309367177,EMEA,False
2026-04-09,FNC,VIT,0.4571463643584375,0.5722025198320112,0.4441121677787304,0.5558878322212697,109744.0,0.9596,0.6898,0.5252745862620314,0.4747254137379686,1,0.0811624184833009,EMEA,False
2026-04-09,WOL,DRG,0.3051239669421487,0.6985810810810811,0.3039976410829877,0.6960023589170122,68298.0,-1.8642,-1.3127,0.4484601402755506,0.5515398597244494,0,0.1444624991925628,CN,False
2026-04-09,JDG,AG,0.4898022768124625,0.5305424836601307,0.4800360581903716,0.5199639418096283,30837.0,-1.3499,-0.0652,0.3815932461200705,0.6184067538799294,0,-0.098442812070301,CN,False
2026-04-08,PCF,GX,0.3265609264853977,0.7037907244154848,0.3169412367126028,0.6830587632873972,112203.0,-1.0149,-0.43,0.4453603054635067,0.5546396945364933,0,0.1284190687509039,EMEA,False
2026-04-08,TE,EDG,0.2870727272727272,0.7306777163904236,0.2820659318403018,0.7179340681596982,29494.0,-1.3652,-0.4125,0.4115205068962138,0.5884794931037862,0,0.129454575055912,CN,False
2026-04-05,JDG,BLG,0.3269063772048847,0.6754946727549468,0.3261233387754179,0.6738766612245821,23618.0,-1.2252,-1.051,0.4836739106020487,0.5163260893979513,0,0.1575505718266308,CN,False
2026-04-05,RRQ,ZETA,0.8212695492180312,0.2067380410022778,0.7988944410828984,0.2011055589171014,53289.0,0.8443,-0.6553,0.6373734566810253,0.3626265433189747,1,-0.1615209844018731,Pacific,False
2026-04-04,WOL,EDG,0.1827659574468084,0.816063620892787,0.1829801213442532,0.8170198786557468,17844.0,-1.817,-0.34,0.3646043745772295,0.6353956254227704,0,0.1816242532329763,CN,False
2026-04-04,NS,PRX,0.5967194917110933,0.4366846167653922,0.5774309264076931,0.4225690735923068,171885.0,2.4199,1.4145,0.5932746444877888,0.4067253555122112,0,0.0158437180800956,Pacific,False
2026-04-03,PCF,BBL,0.1919575471698113,0.837202380952381,0.1865186759846523,0.8134813240153476,61314.0,-0.9853,1.026,0.3190484291711834,0.6809515708288165,0,0.132529753186531,EMEA,False
2026-04-03,TH,NAVI,0.695995115995116,0.3303487297921478,0.6781305493786522,0.3218694506213477,127739.0,0.1111,-0.0657,0.5165696049140643,0.4834303950859356,0,-0.1615609444645879,EMEA,False
2026-04-03,AG,FPX,0.7067193675889327,0.2850574712643678,0.7125790196976637,0.2874209803023362,15537.0,0.327,-1.9053,0.698978832709062,0.301021167290938,0,-0.0136001869886016,CN,False
2026-04-03,DRG,NOVA,0.723886894075404,0.2866152019002375,0.7163635750567048,0.2836364249432952,8279.0,-1.4003,-2.1245,0.5675249505742258,0.4324750494257742,1,-0.1488386244824789,CN,False
2026-04-03,GE,GEN,0.4561370009347043,0.5609072296865003,0.4484927864504953,0.5515072135495046,79211.0,0.8334,0.1071,0.5677186203172572,0.4322813796827428,1,0.1192258338667618,Pacific,False
