Region,Player,Org,ProfileURL,Agents,Rnd,R2.0,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
CN,Flashback,KRX,https://www.vlr.gg/player/35013/flashback,,238,1.04,202.3,1.16,76%,133.4,0.74,0.23,0.10,0.05,30%,18%,6/34,27,177,153,54,24,12
Americas,kiNgg,LEV,https://www.vlr.gg/player/8549/kingg,,407,1.04,185.1,1.04,75%,120.2,0.67,0.36,0.08,0.07,32%,17%,10/58,25,271,261,148,31,29
CN,LuoK1ng,TE,https://www.vlr.gg/player/3045/luok1ng,,208,1.04,201.6,1.10,74%,131.3,0.75,0.35,0.07,0.04,33%,,0/29,27,155,141,73,15,9
Americas,heat,KRÜ,https://www.vlr.gg/player/8673/heat,(+1),156,1.03,191.4,1.09,74%,123.3,0.73,0.26,0.06,0.04,33%,9%,2/23,21,114,105,40,10,7
CN,MaKo,KRX,https://www.vlr.gg/player/4462/mako,,238,1.02,192.7,0.99,77%,124.9,0.66,0.40,0.07,0.08,27%,17%,4/23,21,157,158,95,16,19
CN,BuZz,KRX,https://www.vlr.gg/player/804/buzz,,238,1.01,241.3,1.11,68%,149.7,0.83,0.17,0.22,0.20,23%,17%,2/12,24,198,178,40,53,47
Americas,Sacy,SEN,https://www.vlr.gg/player/659/sacy,,361,1.01,190.1,0.90,74%,128.8,0.61,0.45,0.07,0.08,23%,21%,8/39,19,222,247,162,26,29
EMEA,Sayf,VIT,https://www.vlr.gg/player/312/sayf,,151,1.01,210.0,1.03,67%,139.1,0.72,0.22,0.11,0.17,27%,20%,3/15,22,109,106,33,16,25
Americas,johnqt,SEN,https://www.vlr.gg/player/1265/johnqt,,361,1.00,162.2,1.01,74%,106.9,0.59,0.28,0.07,0.06,24%,18%,9/50,23,214,212,101,27,22
Americas,valyn,G2,https://www.vlr.gg/player/3885/valyn,(+1),200,0.99,191.2,0.99,72%,118.4,0.70,0.34,0.07,0.07,23%,18%,5/28,25,139,140,67,13,13
CN,S1Mon,EDG,https://www.vlr.gg/player/13768/s1mon,,449,0.99,164.5,0.89,76%,109.1,0.57,0.49,0.06,0.04,29%,20%,8/40,24,256,287,220,29,16
Pacific,Karon,GEN,https://www.vlr.gg/player/34974/karon,(+1),153,0.99,180.4,1.00,73%,114.8,0.67,0.42,0.07,0.07,32%,19%,3/16,23,103,103,64,11,10
EMEA,cNed,FUT,https://www.vlr.gg/player/573/cned,,88,0.99,222.3,0.99,67%,151.4,0.77,0.13,0.18,0.14,25%,,0/8,21,68,69,11,16,12
EMEA,Wo0t,TH,https://www.vlr.gg/player/21328/wo0t,(+3),552,0.99,189.6,0.97,75%,124.2,0.66,0.39,0.07,0.09,36%,18%,9/51,25,363,376,213,39,49
Americas,Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,(+2),361,0.98,175.1,0.93,73%,111.8,0.61,0.41,0.07,0.09,23%,14%,7/51,22,220,236,149,24,34
EMEA,hiro,FNC,https://www.vlr.gg/player/29867/hiro,,293,0.98,185.2,1.02,73%,118.8,0.66,0.28,0.06,0.08,28%,16%,4/25,21,193,190,83,19,24
Pacific,ban,TLN,https://www.vlr.gg/player/5129/ban,(+1),85,0.98,184.0,1.04,72%,118.5,0.68,0.20,0.08,0.08,38%,8%,1/13,18,58,56,17,7,7
Americas,C0M,LEV,https://www.vlr.gg/player/619/c0m,,407,0.98,192.8,0.95,70%,136.3,0.64,0.27,0.08,0.08,25%,14%,8/56,22,260,274,109,31,31
EMEA,Boo,TH,https://www.vlr.gg/player/1144/boo,(+3),552,0.98,180.2,0.95,74%,113.8,0.64,0.38,0.08,0.06,31%,14%,15/104,24,354,372,210,46,33
EMEA,MiniBoo,TH,https://www.vlr.gg/player/18350/miniboo,(+1),552,0.97,206.0,0.99,69%,134.5,0.72,0.18,0.16,0.16,30%,14%,3/22,24,398,403,97,87,88
Americas,leaf,G2,https://www.vlr.gg/player/7873/leaf,,200,0.97,202.7,0.93,69%,138.5,0.70,0.19,0.14,0.10,21%,11%,2/19,27,140,150,37,28,20
EMEA,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,,115,0.97,181.8,1.05,68%,122.8,0.70,0.17,0.08,0.05,31%,6%,1/17,27,81,77,20,9,6
EMEA,benjyfishy,TH,https://www.vlr.gg/player/29873/benjyfishy,,552,0.96,190.3,1.02,69%,127.9,0.70,0.18,0.08,0.12,36%,16%,9/58,24,388,380,99,46,65
EMEA,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,,115,0.96,178.6,0.92,69%,118.5,0.62,0.36,0.10,0.08,26%,7%,1/14,20,71,77,41,11,9
Americas,trent,G2,https://www.vlr.gg/player/15500/trent,,200,0.96,195.9,0.89,68%,132.5,0.65,0.31,0.09,0.11,30%,10%,3/29,20,130,146,61,18,21
Americas,Mazino,LEV,https://www.vlr.gg/player/7603/mazino,(+1),407,0.95,194.8,0.94,70%,125.6,0.69,0.36,0.09,0.09,27%,18%,6/33,24,279,298,146,36,38
Pacific,Munchkin,GEN,https://www.vlr.gg/player/2489/munchkin,,153,0.95,191.6,0.84,78%,127.3,0.60,0.49,0.10,0.08,24%,8%,2/26,21,92,109,75,15,13
Pacific,f0rsakeN,PRX,https://www.vlr.gg/player/9801/f0rsaken,(+2),140,0.95,181.9,0.93,68%,121.9,0.67,0.30,0.05,0.11,37%,19%,4/21,21,94,101,42,7,16
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,,208,0.95,203.1,1.02,67%,132.4,0.71,0.10,0.13,0.14,29%,15%,3/20,21,147,144,21,28,29
CN,BeYN,KRX,https://www.vlr.gg/player/4678/beyn,,238,0.95,175.6,0.97,73%,115.2,0.64,0.26,0.05,0.09,25%,28%,9/32,18,153,158,63,12,22
EMEA,qRaxs,FUT,https://www.vlr.gg/player/1139/qraxs,,88,0.94,155.5,0.88,70%,101.9,0.57,0.30,0.05,0.07,29%,21%,3/14,17,50,57,26,4,6
Americas,icy,G2,https://www.vlr.gg/player/8402/icy,,200,0.93,183.2,0.88,67%,124.5,0.65,0.21,0.12,0.13,30%,19%,4/21,24,129,147,42,23,25
CN,nobody,EDG,https://www.vlr.gg/player/3017/nobody,,449,0.93,180.2,0.95,72%,118.2,0.63,0.28,0.08,0.10,33%,24%,10/42,23,282,298,126,36,45
Pacific,d4v41,PRX,https://www.vlr.gg/player/9803/d4v41,(+2),140,0.93,181.0,0.87,72%,125.0,0.64,0.27,0.05,0.07,32%,20%,4/20,19,89,102,38,7,10
Pacific,something,PRX,https://www.vlr.gg/player/17086/something,,140,0.93,205.0,0.93,69%,133.7,0.69,0.26,0.13,0.14,28%,6%,1/16,18,97,104,36,18,20
CN,Flex1n,BLG,https://www.vlr.gg/player/4705/flex1n,,78,0.93,182.5,0.83,73%,126.7,0.64,0.32,0.10,0.08,36%,15%,2/13,16,50,60,25,8,6
CN,Foxy9,KRX,https://www.vlr.gg/player/11600/foxy9,(+1),238,0.93,180.3,0.93,71%,119.6,0.64,0.41,0.05,0.09,29%,15%,4/27,23,152,164,97,11,22
CN,whzy,BLG,https://www.vlr.gg/player/4885/whzy,,78,0.92,245.3,0.91,65%,150.9,0.79,0.21,0.18,0.23,22%,,0/3,23,62,68,16,14,18
EMEA,runneR,VIT,https://www.vlr.gg/player/21610/runner,,151,0.91,205.1,0.88,68%,137.1,0.67,0.26,0.13,0.09,20%,,0/17,21,101,115,40,20,14
Pacific,Jinggg,PRX,https://www.vlr.gg/player/7378/jinggg,,140,0.91,209.7,0.88,69%,137.2,0.67,0.35,0.12,0.23,18%,18%,2/11,21,94,107,49,17,32
Americas,Melser,KRÜ,https://www.vlr.gg/player/1311/melser,(+1),156,0.91,178.6,0.86,69%,114.5,0.60,0.30,0.10,0.13,31%,15%,3/20,22,94,109,47,15,21
EMEA,ceNder,VIT,https://www.vlr.gg/player/4321/cender,,151,0.88,167.0,0.90,68%,108.4,0.64,0.32,0.07,0.15,29%,7%,1/15,19,96,107,48,10,23
Americas,mta,KRÜ,https://www.vlr.gg/player/36169/mta,(+1),156,0.88,173.9,0.87,71%,115.3,0.62,0.27,0.10,0.09,32%,8%,1/12,19,97,112,42,15,14
Americas,JonahP,G2,https://www.vlr.gg/player/4581/jonahp,,200,0.88,183.8,0.83,66%,117.1,0.63,0.28,0.09,0.12,23%,13%,3/24,21,125,151,56,17,23
Americas,tex,LEV,https://www.vlr.gg/player/1818/tex,,407,0.88,194.5,0.91,67%,130.0,0.69,0.19,0.12,0.14,33%,16%,5/32,26,280,307,76,50,57
CN,heybay,TE,https://www.vlr.gg/player/4712/heybay,(+1),208,0.86,163.3,0.79,74%,108.9,0.56,0.40,0.06,0.08,25%,9%,2/22,20,117,148,84,13,16
EMEA,Lysoar,FPX,https://www.vlr.gg/player/37489/lysoar,,115,0.85,166.6,0.78,70%,118.7,0.57,0.37,0.04,0.04,20%,13%,1/8,21,66,85,42,5,5
CN,Biank,TE,https://www.vlr.gg/player/3021/biank,,208,0.82,165.5,0.78,64%,106.9,0.54,0.34,0.10,0.11,16%,35%,6/17,18,113,145,71,20,23
CN,Knight,BLG,https://www.vlr.gg/player/4774/knight,,78,0.80,147.3,0.67,64%,96.5,0.51,0.42,0.03,0.06,29%,8%,1/13,14,40,60,33,2,5
EMEA,AtaKaptan,FUT,https://www.vlr.gg/player/6510/atakaptan,,88,0.80,160.8,0.75,64%,106.3,0.53,0.34,0.05,0.10,24%,,0/7,15,47,63,30,4,9
EMEA,MrFaliN,FUT,https://www.vlr.gg/player/8044/mrfalin,,88,0.78,172.8,0.75,70%,113.3,0.56,0.35,0.06,0.09,25%,13%,1/8,16,49,65,31,5,8
CN,nephh,BLG,https://www.vlr.gg/player/10698/nephh,,78,0.77,167.0,0.68,58%,106.0,0.54,0.32,0.05,0.12,20%,,0/11,13,42,62,25,4,9
Pacific,JitBoyS,TLN,https://www.vlr.gg/player/13788/jitboys,,85,0.76,181.8,0.72,72%,118.0,0.59,0.22,0.14,0.07,35%,11%,1/9,18,50,69,19,12,6
Pacific,Governor,TLN,https://www.vlr.gg/player/3980/governor,(+1),85,0.75,183.3,0.76,62%,120.2,0.59,0.25,0.12,0.18,20%,,0/12,20,50,66,21,10,15
EMEA,Boaster,FNC,https://www.vlr.gg/player/438/boaster,,293,0.71,122.2,0.68,70%,76.9,0.43,0.32,0.06,0.12,25%,14%,5/35,16,125,185,95,18,34
EMEA,Life,FPX,https://www.vlr.gg/player/3028/life,,115,0.71,175.8,0.78,61%,116.3,0.60,0.14,0.13,0.22,32%,13%,1/8,18,69,89,16,15,25
Pacific,Lakia,GEN,https://www.vlr.gg/player/773/lakia,(+1),153,0.61,118.3,0.56,69%,79.5,0.39,0.30,0.05,0.09,23%,25%,3/12,16,60,108,46,8,14
CN,yosemite,BLG,https://www.vlr.gg/player/6022/yosemite,,78,0.61,127.0,0.52,55%,84.8,0.40,0.23,0.05,0.10,25%,,0/13,12,31,60,18,4,8
Pacific,Crws,TLN,https://www.vlr.gg/player/3977/crws,,85,0.51,133.8,0.57,61%,91.2,0.45,0.24,0.05,0.14,19%,17%,1/6,11,38,67,20,4,12
