Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
CN,AAAAY,FPX,https://www.vlr.gg/player/19530/aaaay,80%20%,5,78,,201,1.05,,,0.88,0.28,,,,,,,20,69,66,22,0,0
CN,akite,BLG,https://www.vlr.gg/player/54489/akite,50%50%,2,32,,158,0.68,,,0.59,0.13,,,,,,,15,19,28,4,0,0
CN,yosemite,FPX,https://www.vlr.gg/player/6022/yosemite,40%20%20%+1,5,78,,237,1.35,,,1.04,0.36,,,,,,,22,81,60,28,0,0
CN,BerLIN,FPX,https://www.vlr.gg/player/7857/berlin,40%40%20%,5,78,,202,1.00,,,0.90,0.40,,,,,,,17,70,70,31,0,0
CN,deLb,AG,https://www.vlr.gg/player/10821/delb,67%33%,3,54,,164,0.89,,,0.63,0.19,,,,,,,17,34,38,10,0,0
CN,K1ra,AG,https://www.vlr.gg/player/46748/k1ra,100%,3,54,,158,0.70,,,0.52,0.22,,,,,,,11,28,40,12,0,0
CN,player,AG,https://www.vlr.gg/player/46749/player,33%33%33%,3,54,,107,0.50,,,0.39,0.13,,,,,,,11,21,42,7,0,0
CN,XiYiJi,AG,https://www.vlr.gg/player/37020/xiyiji,67%33%,3,54,,112,0.53,,,0.39,0.17,,,,,,,12,21,40,9,0,0
CN,Spitfires,AG,https://www.vlr.gg/player/4881/spitfires,67%33%,3,54,,275,1.23,,,1.00,0.13,,,,,,,30,54,44,7,0,0
CN,o0o0o,NOVA,https://www.vlr.gg/player/4402/o0o0o,33%33%17%+1,6,118,,148,0.74,,,0.53,0.37,,,,,,,16,62,84,44,0,0
CN,SWERL,NOVA,https://www.vlr.gg/player/1209/swerl,67%33%,6,118,,217,0.90,,,0.71,0.27,,,,,,,20,84,93,32,0,0
CN,cb,NOVA,https://www.vlr.gg/player/39697/cb,33%33%33%,6,118,,204,0.91,,,0.66,0.42,,,,,,,18,78,86,49,0,0
CN,GuanG,NOVA,https://www.vlr.gg/player/41054/guang,67%33%,6,118,,211,1.08,,,0.77,0.19,,,,,,,22,91,84,22,0,0
CN,hvoya,XLG,https://www.vlr.gg/player/1348/hvoya,33%33%33%,3,56,,159,0.76,,,0.57,0.23,,,,,,,17,32,42,13,0,0
CN,MarT1n,XLG,https://www.vlr.gg/player/36668/mart1n,33%33%33%,3,56,,308,1.56,,,1.09,0.25,,,,,,,30,61,39,14,0,0
CN,Ezeir,NOVA,https://www.vlr.gg/player/46460/ezeir,83%17%,6,118,,217,1.00,,,0.72,0.42,,,,,,,17,85,85,50,0,0
CN,Mentality,XLG,https://www.vlr.gg/player/54491/mentality,67%33%,3,56,,160,0.95,,,0.64,0.18,,,,,,,22,36,38,10,0,0
CN,xRAN,XLG,https://www.vlr.gg/player/54492/xran,67%33%,3,56,,189,0.77,,,0.59,0.23,,,,,,,13,33,43,13,0,0
CN,Arty,XLG,https://www.vlr.gg/player/4343/arty,67%33%,3,56,,125,0.53,,,0.43,0.36,,,,,,,10,24,45,20,0,0
CN,TvirusLuke,TEC,https://www.vlr.gg/player/7841/tvirusluke,56%22%22%,9,187,,184,0.85,,,0.65,0.16,,,,,,,26,121,143,30,0,0
CN,Abo,TEC,https://www.vlr.gg/player/5011/abo,44%44%11%,9,187,,264,1.40,,,0.96,0.22,,,,,,,26,179,128,41,0,0
CN,lucas,TEC,https://www.vlr.gg/player/19677/lucas,100%,9,187,,207,1.04,,,0.70,0.27,,,,,,,27,131,126,51,0,0
CN,Haodong,TEC,https://www.vlr.gg/player/4720/haodong,67%33%,9,187,,184,0.87,,,0.61,0.42,,,,,,,17,115,132,79,0,0
CN,Coco,TEC,https://www.vlr.gg/player/47629/coco,56%22%22%,9,187,,214,1.09,,,0.72,0.55,,,,,,,19,134,123,102,0,0
CN,Rain,BLG,https://www.vlr.gg/player/53129/rain,50%50%,2,32,,166,0.59,,,0.53,0.13,,,,,,,9,17,29,4,0,0
CN,XiaoJue,BLG,https://www.vlr.gg/player/54488/xiaojue,50%50%,2,32,,139,0.53,,,0.50,0.09,,,,,,,8,16,30,3,0,0
CN,DC,BLG,https://www.vlr.gg/player/34158/dc,50%50%,2,32,,130,0.42,,,0.41,0.22,,,,,,,8,13,31,7,0,0
CN,YuChEn,BLG,https://www.vlr.gg/player/4723/yuchen,100%,2,32,,215,0.71,,,0.63,0.16,,,,,,,16,20,28,5,0,0
CN,Life,FPX,https://www.vlr.gg/player/3028/life,40%20%20%+1,5,78,,196,1.06,,,0.88,0.21,,,,,,,18,69,65,16,0,0
CN,Autumn,FPX,https://www.vlr.gg/player/872/autumn,60%40%,5,78,,193,0.99,,,0.86,0.31,,,,,,,15,67,68,24,0,0
CN,FengF,TE,https://www.vlr.gg/player/4770/fengf,50%25%25%,8,184,,198,0.97,,,0.68,0.24,,,,,,,22,125,129,44,0,0
CN,Xlele,TE,https://www.vlr.gg/player/54487/xlele,63%38%,8,184,,178,1.13,,,0.65,0.37,,,,,,,19,119,105,68,0,0
