Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
CN,Spring,WOL,https://www.vlr.gg/player/14125/spring,67%33%,3,71,,208,1.11,,,0.70,0.37,,,,,,,29,50,45,26,0,0
CN,M1ng929,WSIG,https://www.vlr.gg/player/56259/m1ng929,50%50%,2,42,,239,1.06,,,0.79,0.24,,,,,,,19,33,31,10,0,0
CN,jowa,WOL,https://www.vlr.gg/player/19292/jowa,67%33%,3,71,,208,0.98,,,0.70,0.21,,,,,,,24,50,51,15,0,0
CN,yosemite,WOL,https://www.vlr.gg/player/6022/yosemite,33%33%33%,3,71,,192,1.11,,,0.69,0.32,,,,,,,22,49,44,23,0,0
CN,Satoshi,WOL,https://www.vlr.gg/player/46532/satoshi,33%33%33%,3,71,,235,1.13,,,0.76,0.27,,,,,,,19,54,48,19,0,0
CN,S1Mon,AQ,https://www.vlr.gg/player/13768/s1mon,27%18%18%+2,11,230,,180,0.90,,,0.63,0.33,,,,,,,20,144,160,76,0,0
CN,FFs,AQ,https://www.vlr.gg/player/14439/ffs,36%27%18%+1,11,230,,183,0.80,,,0.61,0.27,,,,,,,22,141,177,63,0,0
CN,Dannyy,AQ,https://www.vlr.gg/player/32183/dannyy,27%27%18%+2,11,230,,162,0.75,,,0.59,0.30,,,,,,,27,135,179,70,0,0
CN,Youze,AQ,https://www.vlr.gg/player/46040/youze,50%50%,8,172,,161,0.75,,,0.56,0.23,,,,,,,22,97,130,40,0,0
CN,Juicy,AQ,https://www.vlr.gg/player/7426/juicy,45%27%9%+2,11,230,,182,0.80,,,0.64,0.19,,,,,,,25,148,184,43,0,0
CN,ra1ny,TEC,https://www.vlr.gg/player/63107/ra1ny,40%20%20%+1,5,109,,200,1.00,,,0.70,0.23,,,,,,,20,76,76,25,0,0
