Region,Player,Org,ProfileURL,Agents,Maps,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FK:FD,FKPR,FDPR,HS%,CL%,CL,KMAX,K,D,A,FK,FD
Mixed,neto,ZEN,https://www.vlr.gg/player/2818/neto,67%33%,3,49,1.43,319,1.36,71%,202.9,1.08,0.16,2.00,0.20,0.10,42%,0%,0/5,23,53,39,8,10,5
Mixed,primmie,Team,https://www.vlr.gg/player/25255/primmie,67%33%,3,66,1.41,266,1.63,80%,169.5,1.02,0.21,2.75,0.17,0.06,34%,18%,2/11,26,67,41,14,11,4
Mixed,Rossy,C9,https://www.vlr.gg/player/1129/rossy,75%13%13%,8,167,1.34,240,1.49,78%,155.7,0.90,0.28,1.88,0.09,0.05,31%,33%,6/18,26,150,101,46,15,8
Mixed,jawgemo,G2,https://www.vlr.gg/player/3993/jawgemo,70%30%,10,197,1.30,265,1.42,73%,166.0,0.95,0.26,1.20,0.18,0.15,19%,29%,4/14,27,187,132,51,36,30
Mixed,ban,TLN,https://www.vlr.gg/player/5129/ban,100%,2,47,1.27,220,1.34,77%,144.5,0.83,0.43,1.50,0.06,0.04,44%,0%,0/1,21,39,29,20,3,2
Mixed,sociablEE,BBL,https://www.vlr.gg/player/5568/sociablee,50%25%25%,4,82,1.23,246,1.34,74%,155.0,0.91,0.26,1.33,0.15,0.11,24%,7%,1/14,24,75,56,21,12,9
Mixed,Alfajer,FNC,https://www.vlr.gg/player/9810/alfajer,75%25%,4,78,1.23,268,1.24,76%,181.1,0.94,0.19,2.50,0.32,0.13,33%,0%,0/3,24,73,59,15,25,10
Mixed,yetujey,FUT,https://www.vlr.gg/player/8369/yetujey,38%38%25%,8,152,1.20,212,1.39,75%,130.6,0.77,0.17,2.13,0.11,0.05,28%,18%,3/17,22,117,84,26,17,8
Mixed,zekken,SEN,https://www.vlr.gg/player/4004/zekken,60%20%20%,5,115,1.18,252,1.25,72%,154.2,0.90,0.21,1.17,0.12,0.10,24%,38%,3/8,28,104,83,24,14,12
Mixed,Kipperman,SIKO,https://www.vlr.gg/player/5498/kipperman,67%33%,3,67,1.18,230,1.28,76%,148.7,0.82,0.15,1.22,0.16,0.13,20%,0%,0/7,22,55,43,10,11,9
Mixed,poegii,SIKO,https://www.vlr.gg/player/26837/poegii,67%33%,3,67,1.17,231,1.11,78%,146.5,0.76,0.39,1.40,0.10,0.07,22%,0%,0/10,18,51,46,26,7,5
Mixed,Zellsis,SEN,https://www.vlr.gg/player/729/zellsis,60%20%20%,5,115,1.16,235,1.22,77%,145.2,0.83,0.38,1.17,0.12,0.10,21%,4%,1/23,26,95,78,44,14,12
Mixed,xeus,FUT,https://www.vlr.gg/player/12793/xeus,38%25%25%+1,8,152,1.15,256,1.28,70%,163.5,0.91,0.16,0.97,0.20,0.21,38%,20%,1/5,26,138,108,24,31,32
Mixed,Dep,ZETA,https://www.vlr.gg/player/424/dep,78%22%,9,185,1.14,252,1.23,67%,160.0,0.90,0.16,1.16,0.20,0.17,27%,23%,3/13,30,167,136,29,37,32
Mixed,BuZz,T1,https://www.vlr.gg/player/804/buzz,35%35%24%+1,17,343,1.14,233,1.24,72%,148.5,0.83,0.15,1.47,0.19,0.13,20%,4%,1/24,25,284,229,52,66,45
Mixed,AtaKaptan,FUT,https://www.vlr.gg/player/6510/atakaptan,100%,8,152,1.13,213,1.19,72%,139.2,0.75,0.46,1.42,0.11,0.08,37%,7%,1/14,19,114,96,70,17,12
Mixed,Reduxx,SEN,https://www.vlr.gg/player/8419/reduxx,60%20%20%,5,115,1.12,228,1.14,75%,150.6,0.80,0.32,1.24,0.18,0.15,38%,0%,0/10,23,92,81,37,21,17
Mixed,jakee,YFP,https://www.vlr.gg/player/8742/jakee,67%33%,3,70,1.12,212,1.16,70%,135.1,0.81,0.30,1.14,0.11,0.10,21%,44%,4/9,27,57,49,21,8,7
Mixed,v1c,C9,https://www.vlr.gg/player/17433/v1c,54%23%15%+1,13,265,1.12,186,1.08,77%,121.4,0.66,0.52,1.33,0.06,0.05,25%,17%,6/36,22,176,163,137,16,12
Mixed,iZu,T1,https://www.vlr.gg/player/29833/izu,47%35%12%+1,17,343,1.12,207,1.19,76%,135.7,0.75,0.27,1.06,0.11,0.10,28%,17%,7/41,25,258,216,94,38,36
Mixed,qRaxs,FUT,https://www.vlr.gg/player/1139/qraxs,63%25%13%,8,152,1.11,194,1.14,75%,121.1,0.71,0.39,1.29,0.06,0.05,35%,10%,2/20,20,108,95,59,9,7
Mixed,chiwa,BBL,https://www.vlr.gg/player/321/chiwa,100%,4,82,1.10,201,1.12,70%,133.1,0.68,0.22,1.00,0.10,0.10,28%,13%,1/8,18,56,50,18,8,8
Mixed,Meteor,T1,https://www.vlr.gg/player/13039/meteor,35%29%24%+1,17,343,1.10,224,1.21,69%,149.9,0.80,0.21,0.84,0.10,0.13,31%,24%,9/37,25,275,227,72,36,43
Mixed,trent,G2,https://www.vlr.gg/player/15500/trent,40%40%20%,10,197,1.10,204,1.07,73%,134.8,0.70,0.35,1.80,0.09,0.05,28%,18%,5/28,24,138,129,68,18,10
Mixed,Elite,KC,https://www.vlr.gg/player/16459/elite,100%,2,38,1.10,236,1.03,55%,153.6,0.79,0.16,1.00,0.11,0.11,52%,0%,0/6,17,30,29,6,4,4
Mixed,valyn,G2,https://www.vlr.gg/player/3885/valyn,70%20%10%,10,197,1.08,200,1.11,75%,128.7,0.73,0.39,0.62,0.07,0.11,28%,24%,5/21,21,143,129,77,13,21
Mixed,Happen,PXU,https://www.vlr.gg/player/2540/happen,60%20%20%,5,108,1.07,203,1.07,72%,143.1,0.71,0.36,0.89,0.07,0.08,20%,21%,3/14,24,77,72,39,8,9
Mixed,Sylvan,T1,https://www.vlr.gg/player/4056/sylvan,47%29%18%+1,17,343,1.07,187,1.03,81%,121.6,0.66,0.55,1.09,0.07,0.06,32%,19%,7/36,21,226,220,190,24,22
Mixed,Xeppaa,C9,https://www.vlr.gg/player/7871/xeppaa,38%23%15%+3,13,265,1.07,213,1.11,78%,135.5,0.77,0.45,0.63,0.06,0.09,25%,18%,4/22,24,205,184,118,15,24
Mixed,Meiy,DFM,https://www.vlr.gg/player/6672/meiy,80%20%,5,113,1.06,227,1.12,74%,144.2,0.81,0.19,1.28,0.20,0.16,25%,11%,1/9,28,92,82,22,23,18
Mixed,Monyet,Team,https://www.vlr.gg/player/8497/monyet,40%20%20%+1,5,104,1.06,207,0.95,74%,142.5,0.75,0.36,1.08,0.13,0.13,31%,7%,1/14,26,78,82,37,14,13
Mixed,OXY,C9,https://www.vlr.gg/player/18796/oxy,31%31%31%+1,13,265,1.05,256,1.09,73%,158.3,0.88,0.22,1.34,0.25,0.19,24%,29%,2/7,23,232,212,58,67,50
Mixed,leaf,G2,https://www.vlr.gg/player/7873/leaf,60%30%10%,10,197,1.04,218,1.10,70%,133.0,0.75,0.27,1.16,0.11,0.10,18%,0%,0/19,26,147,134,53,22,19
Mixed,Mistic,FKS,https://www.vlr.gg/player/1457/mistic,100%,2,41,1.03,210,0.97,73%,134.6,0.73,0.41,0.50,0.05,0.10,38%,9%,1/11,20,30,31,17,2,4
Mixed,MiniBoo,TH,https://www.vlr.gg/player/18350/miniboo,50%50%,2,48,1.02,209,1.14,71%,133.3,0.88,0.19,0.67,0.13,0.19,36%,0%,0/2,22,42,37,9,6,9
Mixed,Chronicle,FNC,https://www.vlr.gg/player/458/chronicle,50%50%,4,78,1.01,222,1.00,69%,153.5,0.78,0.12,0.71,0.06,0.09,25%,6%,1/16,22,61,61,9,5,7
